Empresa;Data;Prestador;Tipo;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Numero_NF;Vencimento_NF
821;2025-06-03;Fernando Felipe Rodrigues Junior;Serviço;11804;27912.0;6000.0;05/06/2025;NORMAL;1858;APROVADA;42;16/06
843;2025-06-03;Nf 97;Outro;11814;27914.0;280.0;05/06/2025;NORMAL;1856;APROVADA;97;
1;2025-06-02;;Compra;11778;27834.0;3394.94;05/06/2025;ALTA;1856;APROVADA;;
1;2025-06-02;Bactericida De Ar Condicionado;Outro;11779;;110.0;;NORMAL;1856;APROVADA;;
842;2025-06-02;Thiago Vinicius Donadelli;Outro;11858;27978.0;1.0;09/06/2025; / PRODUCAO DE 01 MESA DE APOIO;1858;APROVADA;82;
842;2025-06-02;Instalacao Do Piso Porcelanato;Outro;11886;27990.0;6250.0;09/06/2025;NORMAL;1856;APROVADA;17;
842;2025-06-02;Casa De Couros Romeu Ltda;Produto;11902;28013.0;1005.48;10/06/2025;NORMAL;1858;APROVADA;425227;01/07
1;2025-05-30;Materias Para Equipe De Manutencao;Outro;11752;27824.0;754.0;02/06/2025;NORMAL;1856;APROVADA;5002;
1;2025-05-30;Globex Decoracoes;Produto;11755;27828.0;8653.69;02/06/2025;NORMAL;1858;APROVADA;622;30/06
1;2025-05-30;Atender O Chamado Do Trilogo;Outro;11758;27881.0;62.69;06/06/2025;NORMAL;1856;APROVADA;;
1;2025-05-30;Materias Para Uso No Dia Dia;Outro;11759;27894.0;200.52;05/06/2025;ALTA;1856;APROVADA;;
10;2025-05-30;Jonas Felipe Souza Silva;Serviço;11744;27822.0;1.0;02/06/2025; / REPARO DE ESTOFADOS DO PROVADOR E SALAO DA LOJA.;1858;APROVADA;187;10/06
13;2025-05-30;Referente A Manutencao Do Dvr Do Village;Outro;11737;27908.0;250.0;05/06/2025;NORMAL;1856;APROVADA;1139;
821;2025-05-30;Nf 466;Outro;11764;27910.0;13685.0;05/06/2025;NORMAL;1856;APROVADA;466;
821;2025-05-30;Nf 381;Outro;11765;27837.0;2593.16;02/06/2025;NORMAL;1856;APROVADA;381;
842;2025-05-30;Pintura De Teto E Parede Do Mezanino;Outro;11766;27840.0;6800.0;02/06/2025;NORMAL;1856;APROVADA;54;
842;2025-05-30;Ajuste Da Pintura Do Teto Do Mezanino E Pintura Das Paredes Da Escada;Outro;11768;27839.0;1200.0;02/06/2025;NORMAL;1856;APROVADA;57;
1;2025-05-29;Cadeira Para Atender O Chamado Do Trilogo;Outro;11719;27974.0;342.0;30/06/2025;ALTA;1856;APROVADA;;
1;2025-05-29;Material Para O Dia A Dia Da Equipe De Manutencao;Outro;11720;27805.0;120.0;30/05/2025;NORMAL;1856;APROVADA;;
11;2025-05-29;;Compra;11726;27813.0;1169.1;09/06/2025;NORMAL;1856;APROVADA;;
25;2025-05-29;Aplicacao De Faixa De Seguranca No Vidro Da Loja;Outro;11727;27800.0;340.0;30/05/2025;NORMAL;1856;APROVADA;2025;09/06
1;2025-05-28;Dourivaldo Bernardino De Araujo;Outro;11698;27793.0;4200.0;30/05/2025;NORMAL;1858;APROVADA;19;09/06
842;2025-05-28;;Compra;11701;27849.0;9564.3;09/06/2025;NORMAL;1858;APROVADA;;
842;2025-05-28;Shmv Servicos E Construcoes Ltda;Serviço;11703;27794.0;20000.0;30/05/2025;NORMAL;1858;APROVADA;1080;09/06
842;2025-05-28;G Rubim Gerenciamento E Planejamento;Serviço;11704;27796.0;9600.0;30/05/2025;NORMAL;1858;APROVADA;17;09/06
842;2025-05-28;Nf 35;Serviço;11705;27797.0;15000.0;30/05/2025;NORMAL;1858;APROVADA;35;09/06
842;2025-05-28;Daiana Da Silva Pereira;Serviço;11706;27798.0;4000.0;30/05/2025;NORMAL;1858;APROVADA;44;05/06
842;2025-05-28;Kleber Pontes De Oliveira;Serviço;11707;27799.0;2500.0;30/05/2025;NORMAL;1858;APROVADA;8;09/06
1;2025-05-27;Troca Da Barra Antipanico Da Porta Corta;Outro;11685;27742.0;800.0;27/05/2025;NORMAL;1856;APROVADA;2858;
25;2025-05-27;;Compra;11682;27741.0;1983.33;27/05/2025;NORMAL;1858;APROVADA;2025;09/06
27;2025-05-27;Referente Aos Materias Utilizados Para Instalacao Do Sensor De Presenca;Outro;11729;27836.0;3457.99;02/06/2025;NORMAL;1856;ATENDIDA;348341;
842;2025-05-27;Referente A 3 Parcela Do Revestimento Acustico Do Phg;Outro;11683;27789.0;64753.5;30/05/2025;NORMAL;1856;ATENDIDA;63;
842;2025-05-27;Assim Como Planilha De Servicos Adicionais Respectiva Para Programacao Dos;Serviço;11684;27792.0;12000.0;30/05/2025;NORMAL;1858;APROVADA;34;09/06
1;2025-05-26;Nf 799;Serviço;11657;27713.0;2930.0;26/05/2025;NORMAL;1858;APROVADA;799;
843;2025-05-26;Instalacao De Suporte De Tv;Outro;11664;27740.0;2100.0;27/05/2025;NORMAL;1856;APROVADA;55;
1;2025-05-23;Recorte E Acabamento Na Mesa;Outro;11617;27711.0;420.0;26/05/2025;NORMAL;1856;APROVADA;53;
1;2025-05-23;Nf 66;Outro;11631;27712.0;2590.0;26/05/2025;NORMAL;1856;ATENDIDA;66;
8;2025-05-23;Nf 2025/792;Serviço;11612;27669.0;750.0;23/05/2025;NORMAL;1858;APROVADA;2025;06/06
9;2025-05-23;Nf 2025/793;Serviço;11614;27670.0;1120.0;23/05/2025;NORMAL;1858;APROVADA;2025;06/06
9;2025-05-23;2700;Serviço;11615;27707.0;1.0;26/05/2025; / TROCA FORMICA DAS FRENTES DAS GAVETAS BALCAO;1858;APROVADA;81;03/06
24;2025-05-23;Nf 2025/66;Serviço;11644;27714.0;180.0;26/05/2025;NORMAL;1858;APROVADA;2025;12/06
25;2025-05-23;Nf 2025/11;Serviço;11635;27715.0;390.0;26/05/2025;NORMAL;1858;APROVADA;2025;05/06
25;2025-05-23;Mangueria De Jardim;Outro;11643;27877.0;225.0;04/06/2025;NORMAL;1856;APROVADA;;
607;2025-05-23;Manutencao Nos Bracos Do Sofa E Instalacao De Tv No Jk;Outro;11616;27709.0;410.0;26/05/2025;NORMAL;1856;APROVADA;54;
607;2025-05-23;Nf 67;Outro;11618;27710.0;4700.0;26/05/2025;NORMAL;1856;ATENDIDA;67;
1;2025-05-22;Do Portao E Remocao De Gradil;Outro;11598;27668.0;2600.0;23/05/2025;NORMAL;1856;APROVADA;55;
1;2025-05-22;Melhorar O Sistema De Armazenamento Dos Rolos De Tecido No Estoque;Outro;11609;27748.0;2031.0;03/06/2025;NORMAL;1856;APROVADA;;
1;2025-05-22;Atender O Chamado No Trilogo E Repor Estoque;Outro;11610;27731.0;450.5;02/06/2025;NORMAL;1856;APROVADA;;
10;2025-05-22;;Compra;11586;27898.0;266.56;05/06/2025;NORMAL;1856;APROVADA;;
13;2025-05-22;Manutencao Predial Realizada No Village;Outro;11584;27667.0;2440.0;23/05/2025;NORMAL;1856;APROVADA;40;
19;2025-05-22;Materiais Para Manutencao Do Jardim De Salvador;Outro;11597;28002.0;826.31;10/06/2025;NORMAL;1856;APROVADA;;
831;2025-05-22;;Compra;11607;;60.0;;NORMAL;1856;APROVADA;;
842;2025-05-22;Nf 965;Serviço;11619;27708.0;2450.0;26/05/2025;NORMAL;1858;APROVADA;965;02/06
1;2025-05-21;;Compra;11566;27604.0;6878.58;28/05/2025;ALTA;1856;ATENDIDA;;
1;2025-05-21;;Compra;11573;27609.0;2198.0;28/05/2025;ALTA;1856;APROVADA;;
14;2025-05-21;Substituicao Do Espelho De Alphaville;Outro;11560;27612.0;1073.6;22/05/2025;NORMAL;1856;APROVADA;1498;
30;2025-05-21;Nf 6312;Serviço;11570;27618.0;790.0;22/05/2025;NORMAL;1858;APROVADA;6312;05/06
821;2025-05-21;Nf 146;Produto;11564;27613.0;946.34;22/05/2025;NORMAL;1858;ATENDIDA;146;09/06
821;2025-05-21;Impressao Dos Projetos Da Ornare;Outro;11565;27614.0;190.0;22/05/2025;NORMAL;1856;APROVADA;5081;
842;2025-05-21;Instalacao Em Spk;Outro;11567;27615.0;10000.0;22/05/2025;NORMAL;1856;APROVADA;81;
842;2025-05-21;Retirada De Entulh;Outro;11568;27616.0;700.0;22/05/2025;NORMAL;1856;APROVADA;26;
1;2025-05-20;Porta De Giro Em Aluminio Linha;Outro;11520;27590.0;3000.0;21/05/2025;NORMAL;1856;ATENDIDA;901;
1;2025-05-20;;Compra;11522;27593.0;1464.38;21/05/2025;NORMAL;1858;APROVADA;6622;02/06
1;2025-05-20;Locacao De Cacamba Para Remocao De Entulho;Outro;11523;27598.0;570.0;21/05/2025;NORMAL;1856;APROVADA;11288;
1;2025-05-20;Compre De Um Compressor Solicitada Plo Nelsinho;Outro;11530;27588.0;1400.0;21/05/2025;NORMAL;1856;ATENDIDA;;
1;2025-05-20;Nf 51;Outro;11545;27594.0;670.0;21/05/2025;NORMAL;1856;APROVADA;51;
24;2025-05-20;Nf 19;Serviço;11521;27589.0;550.0;21/05/2025;NORMAL;1858;APROVADA;19;30/05
25;2025-05-20;Nf 2025/443;Outro;11527;27592.0;470.0;21/05/2025;NORMAL;1856;APROVADA;2025;
30;2025-05-20;Nf 462;Serviço;11524;27591.0;6215.18;21/05/2025;NORMAL;1858;APROVADA;462;30/05
402;2025-05-20;Instalacao De Dois Espelhos;Outro;11544;27617.0;599.0;22/05/2025;NORMAL;1856;APROVADA;1497;02/06
607;2025-05-20;Nf 50;Outro;11546;27595.0;340.0;21/05/2025;NORMAL;1856;APROVADA;50;
821;2025-05-20;Referente Ao Forro Do Apartamento Do Bravissima;Outro;11548;27597.0;21412.89;21/05/2025;NORMAL;1856;ATENDIDA;22179;
841;2025-05-20;Nf 49;Outro;11547;27596.0;480.0;21/05/2025;NORMAL;1856;APROVADA;49;
8;2025-05-19;Nf 136;Serviço;11506;27539.0;290.0;19/05/2025;NORMAL;1858;APROVADA;136;29/05
13;2025-05-19;;Compra;11513;27611.0;889.61;30/05/2025;NORMAL;1856;ATENDIDA;;
25;2025-05-19;;Compra;11496;27735.0;100.0;28/05/2025;NORMAL;1856;APROVADA;;
8;2025-05-16;Nf 191;Serviço;11483;27530.0;787.0;19/05/2025;NORMAL;1858;APROVADA;191;30/05
8;2025-05-16;Facilities;Serviço;11485;27535.0;1.0;19/05/2025; / SUBSTITUICAO DOS VIDROS EM QUE ESTAO OS LOGOS;1858;APROVADA;190;
30;2025-05-16;Servico De Lavagem Na Loja Matarazzo;Serviço;11471;27527.0;1708.0;19/05/2025;NORMAL;1858;APROVADA;18600;29/05
30;2025-05-16;Nf 3076;Serviço;11486;27536.0;2610.0;19/05/2025;NORMAL;1858;APROVADA;3076;02/06
28;2025-05-15;Nf 2673;Outro;11447;27467.0;490.0;15/05/2025;NORMAL;1856;APROVADA;2673;
29;2025-05-15;Nf 2672;Outro;11448;27468.0;490.0;15/05/2025;NORMAL;1856;APROVADA;2672;
30;2025-05-15;Referente A Manutencao Corretiva Da Maquina De Gelo;Outro;11450;27470.0;650.0;15/05/2025;NORMAL;1856;APROVADA;6542;
402;2025-05-15;Referente A Manutencao Preventiva Dos Bebedouros Da Camisaria;Outro;11449;27469.0;2600.0;15/05/2025;NORMAL;1856;APROVADA;2674;
605;2025-05-15;;Compra;11451;27477.0;1000.0;31/05/2025;ALTA;1856;APROVADA;;
821;2025-05-15;Referente As Cortinas E Persianas Do Bravissima;Outro;11458;27524.0;257612.42;19/05/2025;NORMAL;1856;ATENDIDA;2104;
842;2025-05-15;;Compra;11465;27478.0;8936.16;16/05/2025;NORMAL;1856;ATENDIDA;6210;26/05
1;2025-05-14;Placas De Mdf P/ Para Manutencao No Setor Do Gobira;Outro;11431;27516.0;995.6;21/05/2025;NORMAL;1856;APROVADA;;
1;2025-05-14;;Compra;11433;27426.0;1085.0;19/05/2025;ALTA;1856;APROVADA;;
1;2025-05-14;Servico De Projeto E Assessoria Luminotecnico Para A Loja Higienopolis;Serviço;11434;27482.0;1800.0;16/05/2025;NORMAL;1858;APROVADA;6;21/05
13;2025-05-14;Referente A Manutencao Corretiva Realizada No Village;Outro;11410;27436.0;206.16;15/05/2025;NORMAL;1856;APROVADA;28810;
27;2025-05-14;Ajuste Do Contrato Emive;Outro;11421;;293.0;;NORMAL;1856;APROVADA;;
821;2025-05-14;Referente A Montagem De Moveis;Outro;11440;27423.0;15430.17;14/05/2025;ALTA;1856;APROVADA;29;
821;2025-05-14;Referente Ao Transporte E Montagem De Moveis;Outro;11441;27424.0;26795.99;14/05/2025;ALTA;1856;APROVADA;28;
1;2025-05-13;Nf 378;Serviço;11365;27384.0;2226.43;13/05/2025;NORMAL;1858;APROVADA;378;25/05
1;2025-05-13;;Compra;11374;27610.0;40.8;22/05/2025;ALTA;1856;APROVADA;;
18;2025-05-13;Nf 1207;Serviço;11367;27390.0;1560.0;13/05/2025;NORMAL;1858;APROVADA;1207;26/05
19;2025-05-13;Nf 44;Serviço;11381;27432.0;1080.0;15/05/2025;NORMAL;1858;APROVADA;44;23/05
607;2025-05-13;Mnautencao Geral Frente De Gavetas E Tampas;Outro;11364;27387.0;3280.0;13/05/2025;NORMAL;1856;APROVADA;47;
842;2025-05-13;Referente A Colocacao De Piso Da Obra Phg;Outro;11405;27519.0;663.9;19/05/2025;NORMAL;1856;APROVADA;1263;
842;2025-05-13;Referente Aos Materiais Utilizados Na Colocacao De Piso Da Obra Phg;Outro;11406;27439.0;900.0;15/05/2025;NORMAL;1856;APROVADA;644147;
842;2025-05-13;403090000;Serviço;11412;27479.0;1.0;16/05/2025; / ENGENHARIA, ARQUITETURA E URBANISMO.;1858;APROVADA;1061;26/05
842;2025-05-13;Servico De Serralheria Para A Fachada;Serviço;11413;27480.0;9600.0;16/05/2025;NORMAL;1858;APROVADA;495;26/05
842;2025-05-13;Servico De Serralheria Para O Mezanino;Serviço;11414;27481.0;4800.0;16/05/2025;NORMAL;1858;APROVADA;496;26/05
1;2025-05-12;Referente A Coleta E Analise Da Agua Da Caldeira;Outro;11320;27339.0;730.0;12/05/2025;NORMAL;1856;APROVADA;1007;
1;2025-05-12;Referente As Horas Extras Realizadas Em Abril;Outro;11338;27383.0;5018.25;13/05/2025;NORMAL;1856;APROVADA;82630;
402;2025-05-12;Referente A Instalacao De Cerca Eletrica Na Camisaria;Outro;11352;27385.0;6591.85;13/05/2025;NORMAL;1856;APROVADA;82670;
605;2025-05-12;Adaptacao Do Armario Para Impressora;Outro;11361;27386.0;2330.0;13/05/2025;NORMAL;1856;APROVADA;48;26/05
821;2025-05-12;Nf 42685;Produto;11322;27342.0;4648.6;12/05/2025;NORMAL;1858;APROVADA;42685;26/05
1;2025-05-09;;Compra;11305;27326.0;1200.0;13/05/2025;NORMAL;1858;APROVADA;;
1;2025-05-09;Referente Ao Revestimento Dos Cubos Da Vitrine;Outro;11306;27391.0;9712.5;13/05/2025;NORMAL;1856;APROVADA;961691;
821;2025-05-09;Servico Prediais Da Obra Bravissima;Serviço;11316;27340.0;50000.0;12/05/2025;NORMAL;1856;APROVADA;290;
842;2025-05-09;;Compra;11315;27336.0;18000.0;12/05/2025;NORMAL;1856;ATENDIDA;651;
1;2025-05-08;Aquisicao Da Central De Alarme E Amplificador De Sinal;Outro;11276;27322.0;16354.0;12/05/2025;NORMAL;1856;ATENDIDA;270;
1;2025-05-08;Manutencao Dos Amplificadores De Sinal;Outro;11277;27319.0;5785.52;12/05/2025;NORMAL;1856;APROVADA;806;
1;2025-05-08;Tecidos Para O Mkt;Outro;11278;27337.0;4570.47;12/05/2025;NORMAL;1856;APROVADA;;
1;2025-05-08;Instalacao De Trava Magnetica No Elevador De Carga;Outro;11286;27324.0;3588.0;27/05/2025;NORMAL;1856;APROVADA;1163;
842;2025-05-08;Nf 29084;Serviço;11303;;597876.03;;NORMAL;1856;APROVADA;29084;
842;2025-05-08;Referente Ao Revestimento Acustico Da Obra Phg;Outro;11304;27335.0;12510.24;12/05/2025;NORMAL;1856;APROVADA;946105;
1;2025-05-07;Nf 171;Serviço;11270;27284.0;1380.0;08/05/2025;NORMAL;1858;APROVADA;171;21/05
1;2025-05-07;Nf 46;Outro;11272;27285.0;1200.0;08/05/2025;NORMAL;1856;APROVADA;46;
10;2025-05-07;Higienizacao Dos Tapetes De Recife;Outro;11264;27253.0;1300.2;07/05/2025;NORMAL;1856;APROVADA;13;
10;2025-05-07;;Compra;11274;27357.0;5135.63;13/05/2025;NORMAL;1858;APROVADA;;
19;2025-05-07;Troca Do Vidro Que Estava Daniificado;Outro;11265;27252.0;430.0;07/05/2025;NORMAL;1856;APROVADA;100;
1;2025-05-06;Rodinhas Para Guarita;Outro;11256;27288.0;380.0;09/05/2025;NORMAL;1856;APROVADA;;
1;2025-05-06;Adequacao Do Registro De Agua;Outro;11257;27251.0;2000.0;07/05/2025;NORMAL;1856;APROVADA;18;
10;2025-05-06;;Compra;11244;27405.0;941.9;19/05/2025;NORMAL;1856;ATENDIDA;;
1;2025-05-05;1;Outro;11214;27203.0;0.0;05/05/2025; / TROCA DA BATERIA DA CAIXA DO COMANDO;1858;APROVADA;514;20/05
9;2025-05-05;Facilities;Serviço;11213;27204.0;1.0;05/05/2025; / TROCA DE FITAS DE LED E DAS FONTES.;1858;APROVADA;79;16/05
10;2025-05-05;;Compra;11236;;1982.52;;NORMAL;1858;APROVADA;;
821;2025-05-05;Nf 41;Serviço;11222;27256.0;6000.0;15/05/2025;NORMAL;1858;APROVADA;41;15/05
842;2025-05-05;Nf 1457;Serviço;11249;27255.0;25000.0;07/05/2025;NORMAL;1858;ATENDIDA;1457;16/05
1;2025-05-02;;Compra;11206;27235.0;97.5;06/05/2025;ALTA;1856;APROVADA;;
13;2025-05-02;Nf 38;Serviço;11185;27175.0;680.0;05/05/2025;NORMAL;1858;APROVADA;38;16/05
25;2025-05-02;Nf 2025/282;Serviço;11209;27174.0;288.61;05/05/2025;NORMAL;1858;APROVADA;2025;15/05
842;2025-05-02;Nf 960;Outro;11208;27186.0;2100.0;05/05/2025;NORMAL;1856;APROVADA;960;
1;2025-04-30;Nf 973697;Produto;11162;27193.0;2616.0;05/05/2025;NORMAL;1858;APROVADA;973697;
11;2025-04-30;Nf 5381;Produto;11156;27195.0;285.0;05/05/2025;NORMAL;1858;APROVADA;5381;14/05
25;2025-04-30;Balcao De Valet P/ Estacionamento;Outro;11164;;3890.0;;ALTA;1856;ATENDIDA;;
841;2025-04-30;Nf 22;Serviço;11171;27194.0;16000.0;05/05/2025;NORMAL;1858;APROVADA;22;07/05
842;2025-04-30;Nf 62;Outro;11173;27185.0;64740.0;05/05/2025;NORMAL;1856;ATENDIDA;62;
842;2025-04-30;Contrato Led Wave;Outro;11174;27574.0;106871.96;20/05/2025;NORMAL;1856;APROVADA;;
1;2025-04-29;Nf 227;Outro;11118;27097.0;950.0;29/04/2025;NORMAL;1856;APROVADA;227;
1;2025-04-29;Materiais Para Manutencao;Outro;11121;27094.0;1572.73;29/04/2025;NORMAL;1858;APROVADA;6596;09/05
1;2025-04-29;;Compra;11134;27197.0;627.27;05/05/2025;ALTA;1856;APROVADA;;
1;2025-04-29;Referente A Instalacao De Pelicula No Movel Da Portaria;Outro;11138;27105.0;670.0;29/04/2025;NORMAL;1856;APROVADA;92;
1;2025-04-29;;Outro;11151;27109.0;1800.0;29/04/2025;ALTA;1856;APROVADA;;
5;2025-04-29;Recarga De Extintores Do Outlet;Outro;11128;27103.0;90.0;29/04/2025;NORMAL;1856;APROVADA;6400;
8;2025-04-29;Nf 230;Serviço;11133;27102.0;330.0;29/04/2025;NORMAL;1858;APROVADA;230;09/05
10;2025-04-29;Recarga Dos Extintores De Recife;Outro;11119;27104.0;975.0;29/04/2025;NORMAL;1856;APROVADA;1107;24/05
25;2025-04-29;Nf 21793;Produto;11123;27100.0;715.9;29/04/2025;NORMAL;1858;APROVADA;21793;12/05
25;2025-04-29;Nf 21792;Produto;11136;27101.0;715.9;29/04/2025;NORMAL;1858;APROVADA;21792;12/05
605;2025-04-29;;Compra;11120;27110.0;317.84;02/05/2025;NORMAL;1856;APROVADA;;
607;2025-04-29;Servico De Conservcao Do Movel;Serviço;11137;27099.0;820.0;29/04/2025;NORMAL;1856;APROVADA;91;
1;2025-04-28;;Compra;11092;27238.0;459.0;11/05/2025;NORMAL;1856;APROVADA;;
1;2025-04-28;Vidro Da Guarita;Outro;11097;27064.0;3227.0;29/04/2025;NORMAL;1856;APROVADA;1492;
1;2025-04-28;Materias Referente Para Pintura Da Guarita;Outro;11111;27096.0;2082.0;29/04/2025;NORMAL;1858;APROVADA;55000;26/05
9;2025-04-28;Nf 380;Serviço;11104;27066.0;326.0;29/04/2025;NORMAL;1858;APROVADA;380;19/05
13;2025-04-28;Nf 37;Serviço;11082;27068.0;600.0;29/04/2025;NORMAL;1858;APROVADA;37;09/05
841;2025-04-28;Nf 3190;Serviço;11101;27067.0;6050.0;29/04/2025;NORMAL;1858;APROVADA;3190;09/05
1;2025-04-25;Sonex Para Manutencao Do Showroom;Outro;11060;27092.0;5538.0;14/05/2025;ALTA;1856;APROVADA;;
9;2025-04-25;Nf 78;Serviço;11063;27065.0;2100.0;29/04/2025;NORMAL;1858;APROVADA;78;08/05
18;2025-04-25;Facilities;Serviço;11055;27039.0;1.0;25/04/2025; / DESMONTAGEM DAS PRATELEIRAS;1858;APROVADA;1195;09/05
18;2025-04-25;6652,8;Serviço;11071;27058.0;1.0;28/04/2025; / BALCAO, TROCA DE FORMICA, FITA DE BORDA;1858;APROVADA;1196;15/05
842;2025-04-25;Nf 646665;Outro;11093;27070.0;87.47;29/04/2025;NORMAL;1856;APROVADA;646665;
842;2025-04-25;Materiais Para A Obra Do Phg;Outro;11094;27069.0;107.66;29/04/2025;NORMAL;1856;APROVADA;645752;
8;2025-04-24;Instalacao De Acrilico Da Escada;Outro;11031;27029.0;705.0;25/04/2025;NORMAL;1856;APROVADA;121;
10;2025-04-24;;Outro;11033;;78.66;;NORMAL;1856;APROVADA;;
821;2025-04-24;Obra Bravissima;Outro;11046;27041.0;116203.88;25/04/2025;NORMAL;1856;APROVADA;1440;
842;2025-04-24;Nf 8187;Outro;11054;27119.0;170720.0;30/04/2025;NORMAL;1856;APROVADA;8187;
1;2025-04-23;;Outro;11007;27055.0;513.0;29/04/2025;NORMAL;1856;APROVADA;;
1;2025-04-23;;Outro;11008;27054.0;4117.26;23/05/2025;ALTA;1856;APROVADA;;
8;2025-04-23;Nf 132;Serviço;11012;27004.0;2880.0;24/04/2025;NORMAL;1858;APROVADA;132;06/05
13;2025-04-23;Nf 361;Serviço;11015;27005.0;350.0;24/04/2025;NORMAL;1858;APROVADA;361;05/05
19;2025-04-23;;Outro;11013;27051.0;584.25;28/04/2025;ALTA;1856;APROVADA;;
821;2025-04-22;Ilhas Tinta Bravissima;Outro;11006;27006.0;516.62;24/04/2025;NORMAL;1856;APROVADA;66;
842;2025-04-22;Referente A Instalacao Mecanica Do Ar Condicionado;Outro;11000;27001.0;15000.0;24/04/2025;NORMAL;1856;ATENDIDA;614;
842;2025-04-22;Materiais Obra Phg;Outro;11002;27003.0;114.5;24/04/2025;NORMAL;1856;APROVADA;648226;
842;2025-04-22;Materiais Obra Phg;Outro;11005;27002.0;338.26;24/04/2025;NORMAL;1856;APROVADA;646300;
25;2025-04-17;Nf 546;Outro;10968;26958.0;765.0;17/04/2025;NORMAL;1856;APROVADA;546;
821;2025-04-17;Fornecimento E Instalacao Do Forro Tencionado;Outro;10942;26976.0;150000.0;22/04/2025;NORMAL;1856;ATENDIDA;21902;
821;2025-04-17;Referente A Limpeza Realizada No Apartamento;Outro;10971;26975.0;1830.0;22/04/2025;NORMAL;1856;APROVADA;261;
1;2025-04-16;Porta De Giro Em Aluminio Linha;Outro;10953;26959.0;3000.0;17/04/2025;NORMAL;1856;ATENDIDA;897;
8;2025-04-16;Servico Refrente A Troca De Lampadas E Fixacao Da Escada Do Mezanino;Serviço;10943;26962.0;1039.0;17/04/2025;NORMAL;1858;APROVADA;128;29/04
10;2025-04-16;1;Outro;10948;26961.0;0.0;17/04/2025; / TROCA DA TOMADA DO BALCAO DE ATENDIMENTOS ;1858;APROVADA;182;28/04
1;2025-04-15;Referente A Obra Do Telhado;Outro;10925;26935.0;3785.44;24/04/2025;ALTA;1856;APROVADA;;
25;2025-04-15;Referente A Elaboracao Da Pmoc E Art;Outro;10928;26929.0;900.0;16/04/2025;NORMAL;1856;APROVADA;2025;
27;2025-04-15;Elaboracao Da Pmoc E Art;Outro;10929;26930.0;500.0;16/04/2025;NORMAL;1856;APROVADA;2025;
1;2025-04-14;Servico Referente A Instalacao Eletrica Para Maquinario;Serviço;10900;26889.0;7011.0;15/04/2025;NORMAL;1858;APROVADA;101;28/04
1;2025-04-14;Servico Referente A Locacao De Cacamba Para Remocao De Entulho;Serviço;10901;26888.0;450.0;15/04/2025;NORMAL;1858;APROVADA;14060;21/04
25;2025-04-14;Servico De Jardinagem;Serviço;10911;26891.0;754.2;15/04/2025;NORMAL;1856;APROVADA;543;
1;2025-04-11;;Compra;10884;26914.0;170.91;24/04/2025;NORMAL;1858;APROVADA;;
1;2025-04-11;Nf 3191;Serviço;10891;26886.0;950.0;15/04/2025;NORMAL;1858;APROVADA;3191;24/04
1;2025-04-11;Nf 822;Produto;10892;26887.0;3364.2;15/04/2025;NORMAL;1858;ATENDIDA;822;24/04
8;2025-04-11;Nf 226;Produto;10893;26890.0;670.0;15/04/2025;NORMAL;1858;APROVADA;226;25/04
19;2025-04-11;Servico Referente A Visita Emergencial E Substituicao De Lampadas;Serviço;10880;26852.0;500.0;14/04/2025;NORMAL;1858;APROVADA;43;24/04
1;2025-04-10;;Compra;10846;26867.0;3855.25;17/04/2025;ALTA;1856;APROVADA;;
1;2025-04-10;Materiais Para Manutencao;Outro;10858;26861.0;1191.43;17/04/2025;ALTA;1856;APROVADA;;
1;2025-04-10;Referente As Horas Extras Do Servico De Seguranca Da Fabrica;Serviço;10861;26823.0;5885.83;11/04/2025;NORMAL;1856;APROVADA;82449;
1;2025-04-10;Mnautencao Nos Bebedouros Da Fabrica;Outro;10868;26826.0;3480.0;11/04/2025;NORMAL;1856;APROVADA;2641;
11;2025-04-10;Referente A Manutencao Preventiva Das Maquinas De Costura De Ribeirao;Outro;10867;26825.0;444.0;11/04/2025;NORMAL;1856;APROVADA;237;
30;2025-04-10;Banqueta Para O Matarazzo;Outro;10857;26855.0;582.33;30/04/2025;ALTA;1856;APROVADA;;
30;2025-04-10;Manutencao Dos Bebdouros Da Loja;Outro;10870;26828.0;640.0;11/04/2025;NORMAL;1856;APROVADA;2644;25/04
841;2025-04-10;Manutencao Preventiva Do Bebedouro Do Bela Cintra;Outro;10869;26827.0;320.0;11/04/2025;NORMAL;1856;APROVADA;2645;
842;2025-04-10;Referente A Adminitracao Da Obra  Durante O Mes De Abril;Outro;10974;26974.0;10000.0;22/04/2025;NORMAL;1856;APROVADA;15;
842;2025-04-10;Locacao De Carrinho Para Transporte De Materias;Outro;10980;26973.0;350.0;22/04/2025;NORMAL;1856;APROVADA;44940;02/05
842;2025-04-10;Referente A Pintura Do Mezanino Da Obra Phg;Outro;10981;26971.0;5000.0;22/04/2025;NORMAL;1856;APROVADA;51;
842;2025-04-10;Referente Ao Spk Da Obra Phg;Outro;10982;26972.0;4800.0;22/04/2025;NORMAL;1856;APROVADA;74;
842;2025-04-10;Servico De Serralheria Do Phg;Serviço;10983;26997.0;19500.0;24/04/2025;NORMAL;1856;APROVADA;494;
842;2025-04-10;Quadro Eletrico Do Phg;Outro;10984;26998.0;14000.0;24/04/2025;NORMAL;1856;ATENDIDA;374;
