Empresa;Tipo;Serviço;Razão Social;NF;Vl_Customedio_Total;Solicitação;Data;Natureza da Solicitação
;OBRA;MATERIAIS;JMJ SERVI�OS DE CONSTRUCAO E PINTURA LTDA;174;;9612.0;;PRODUTO 
27.0;;;;;10850.0;9627.0;30/01/2025;
27.0;;;;;20523.51;9628.0;30/01/2025;
402.0;;;;;2790.0;9630.0;30/01/2025;
821.0;OBRA;MATERIAIS;TECNOOBRAS;41423;145.97;9632.0;30/01/2025;PRODUTO
27.0;;;;;5746.400000000001;9648.0;30/01/2025;
24.0;;;;;320.0;9649.0;31/01/2025;
1.0;;;;;289.0;9655.0;31/01/2025;
821.0;OBRA;MATERIAIS;ANDRA ;1950005;221.31;9661.0;31/01/2025;PRODUTO
;AQUISI��O ;LUMIN�RIA;LOJA ELETRICA LTDA;977206;;9665.0;;PRODUTO 
;OBRA;COLETA DE LIXO;1A FORMIGA COLETA E GERENCIAMENTO;32117;;9668.0;;SERVI�O
10.0;;;;;233.96;9681.0;31/01/2025;
;CORRETIVO;MANUTENCAO ;CARLOS ANDRE FERREIRA DA SILVA;34;;9683.0;;SERVI�O
;OBRA;;GL COMERCIO DE MATERIAS ;6517;;9687.0;;PRODUTO 
;OBRA;MATERIAIS;FOX MATERIAIS PARA CONSTRUCAO;52526;;9692.0;;PRODUTO 
;AQUISI��O ;;;;;9697.0;;COMPRA
;OBRA;CONSULTORIA;FERNANDO FELIPE RODRIGUES JUNIOR ;38-E;;9711.0;;SERVI�O
;PREVENTIVO;MANUTENCAO ;ELVIS JACINTO BARRETO;104;;9714.0;;SERVI�O
;AQUISI��O ;;;;;9726.0;;COMPRA
1.0;;;;;450.0;9733.0;06/02/2025;
1.0;;;;;4600.0;9743.0;06/02/2025;
821.0;OBRA;MARCENARIA;MAD ART EM MOVEIS LTDA;355;79781.41;9745.0;06/02/2025;PRODUTO
841.0;;;;;1550.0;9753.0;06/02/2025;
24.0;;;;;475.0;9754.0;06/02/2025;
841.0;;;;;34652.4;9755.0;06/02/2025;
842.0;OBRA;MARCENARIA;MAD ART EM MOVEIS LTDA;52;1700.0;9756.0;30/01/2025;PRODUTO
605.0;;;;;220.0;9762.0;07/02/2025;
1.0;;;;;11894.57;9769.0;07/02/2025;
1.0;;;;;52800.0;9770.0;07/02/2025;
;CORRETIVO;COFRE;WILLIAM ADAMI;141;;9777.0;;SERVI�O
;OBRA;OBRA ;NASCER DO SOL - PINTURA, RESTAURACAO LTDA;17;;9778.0;;SERVI�O
;CORRETIVO;LIMPEZA;TOP GLASS VITRINE LTDA;2025/73;;9781.0;;SERVI�O
;CONSULTORIA;SEGURAN�A;MALTA ADMINISTRACAO, CONSERVACAO, LIMPEZA LTDA;2025/75;;9782.0;;SERVI�O
;OBRA;CA�AMBAS;1A FORMIGA COLETA E GERENCIAMENTO;13680;;9785.0;;SERVI�O
;AQUISI��O ;;;;;9787.0;;COMPRA
;OBRA;INFORMATICA;CVP-CONSTRUTORA LTDA ;2025/7;;9788.0;;SERVI�O
;OBRA;PINTURA;GUILHERME LUCAS DOS SANTOS RIBEIRO;9;;9789.0;;SERVI�O
;OBRA;;DEPOSITO AREIA BRANCA LTDA;13233;;9791.0;;PRODUTO 
;CORRETIVO;LIMPEZA;FLAVIO BARBOSA PASCOAL;355;;9797.0;;SERVI�O
;AQUISI��O ;;;;;9798.0;;COMPRA
;AQUISI��O ;;;;;9799.0;;COMPRA
;CORRETIVO;MANUTENCAO ;ELVIS JACINTO BARRETO;107;;9800.0;;SERVI�O
;AQUISI��O ;;;;;9801.0;;COMPRA
;AQUISI��O ;;;;;9804.0;;COMPRA
1.0;;;;;1800.0;9805.0;11/02/2025;
;OBRA;OBRA ;DOURIVALDO BERNARDINO DE ARAUJO;16;;9808.0;;SERVI�O
;CORRETIVO;MANUTENCAO ;BRENO AUGUSTO SILVA CALDEIRA;47;;9814.0;;SERVI�O
1.0;;;;;296.49;9815.0;12/02/2025;
;CONSULTORIA;AVCB;AVCB ENGENHARIA E ARQUITETURA LTDA;1139;;9825.0;;SERVI�O
;AQUISI��O ;;;;;9826.0;;COMPRA
;OBRA  ;OBRA ;CVP-CONSTRUTORA LTDA ;2025/10;;9827.0;;SERVI�O
27.0;;;;;871.01;9831.0;12/02/2025;
8.0;;;;;220.0;9840.0;13/02/2025;
1.0;;;;;245.0;9841.0;13/02/2025;
9.0;;;;;450.0;9842.0;13/02/2025;
1.0;;;;;703.5;9843.0;13/02/2025;
1.0;;;;;200.0;9850.0;13/02/2025;
;CORRETIVO;COFRE;NATHALIA PEREIRA MARTINS;23;;9854.0;;SERVI�O
25.0;;;;;941.9;9855.0;14/02/2025;
;PREVENTIVO;MANUTENCAO ;THIAGO VINICIUS DONADELLI;74;;9858.0;;SERVI�O
1.0;;;;;65.45;9859.0;14/02/2025;
1.0;;;;;371.0;9866.0;17/02/2025;
1.0;;;;;1832.15;9873.0;17/02/2025;
1.0;;;;;93.9;9880.0;17/02/2025;
;CORRETIVO;INSTALACAO;BRASCON REFRIGERA��O E AR CONDICIONADO ;3121;;9887.0;;SERVI�O
;OBRA  ;OBRA ;SANDOVAL OLIVEIRA SANTOS;1465;;9889.0;;PRODUTO 
9.0;;;;;658.8;9922.0;20/02/2025;
25.0;;;;;1296.75;9923.0;20/02/2025;
1.0;;;;;818.09;9932.0;21/02/2025;
14.0;;;;;909.0;9964.0;24/02/2025;
;CORRETIVO;PINTURA;WCS ARQUITETURA E ENGENHARIA ;62;;9971.0;;SERVI�O
;CORRETIVO;MANUTENCAO ;ANDERSON PEREIRA DA SILVA;461;;9972.0;;SERVI�O
1.0;;;;;318.24;9977.0;24/02/2025;
1.0;;;;;318.24;9978.0;24/02/2025;
1.0;;;;;375.39;9982.0;24/02/2025;
1.0;;;;;368.74;9983.0;24/02/2025;
1.0;;;;;337.18;9984.0;24/02/2025;
1.0;;;;;120.0;9986.0;25/02/2025;
;OBRA;OBRA ;TWO DESIGN DE INTERIORES & ARQUITETURA LTDA;946;;9987.0;;SERVI�O
;OBRA;;;;;9996.0;;PRODUTO 
;OBRA;MATERIAIS;SDS ACABAMENTOS LTDA;436;;10016.0;;PRODUTO 
;CORRETIVO;;TELFONE TELECOMUNICACOES E SEGURANCA LTDA;1961;;10026.0;;PRODUTO 
;CORRETIVO;INSTALACAO;TELFONE TELECOMUNICACOES E SEGURANCA LTDA;2025/166;;10027.0;;SERVI�O
;CORRETIVO;MANUTENCAO ;MARCO AURELIO DA SILVA;72;;10028.0;;SERVI�O
1.0;;;;;120.0;10035.0;26/02/2025;
1.0;;;;;87.0;10036.0;26/02/2025;
1.0;;;;;9454.2;10039.0;26/02/2025;
24.0;;;;;326.2;10040.0;26/02/2025;
25.0;;;;;85.0;10043.0;27/02/2025;
1.0;;;;;78.37;10045.0;27/02/2025;
842.0;OBRA;CONSULTORIA;SHMV SERVI�OS E CONSTRUCOES LTDA;997;160000.0;10051.0;25/02/2025;SERVI�O
1.0;;;;;1511.64;10052.0;27/02/2025;
1.0;;;;;77.8;10053.0;27/02/2025;
25.0;;;;;63.47;10057.0;27/02/2025;
9.0;;;;;2492.0;10059.0;27/02/2025;
1.0;;;;;20300.0;10061.0;27/02/2025;
24.0;;;;;2940.0;10062.0;27/02/2025;
24.0;;;;;155.86;10063.0;27/02/2025;
24.0;;;;;123.86;10064.0;27/02/2025;
24.0;;;;;1140.0;10065.0;27/02/2025;
821.0;OBRA;MATERIAIS;PETRARRARA;;485.44;10066.0;27/02/2025;PRODUTO
8.0;;;;;900.0;10068.0;27/02/2025;
821.0;OBRA;ICAMENTO;MGV TRANSPORTES LTDA;171;3290.0;10070.0;27/02/2025;SERVI�O
402.0;;;;;1879.0;10071.0;27/02/2025;
29.0;;;;;465.0;10073.0;27/02/2025;
1.0;;;;;3876.0;10074.0;27/02/2025;
821.0;OBRA;MATERIAIS;VB MATERIAIS DE CONSTRUCAO LTDA;42377;1378.16;10079.0;27/02/2025;PRODUTO
1.0;;;;;1059.0;10083.0;28/02/2025;
27.0;;;;;88.57000000000001;10087.0;28/02/2025;
27.0;;;;;10.24;10090.0;28/02/2025;
25.0;;;;;5.0;10101.0;28/02/2025;
1.0;OBRA;CONTRATO;VIECELLI MOVEIS S/A;6807;1145000.0;10107.0;28/02/2025;SERVI�O
821.0;OBRA;MATERIAIS;ILHA TINTAS LTDA;64825;865.25;10110.0;05/03/2025;PRODUTO
13.0;;;;;750.0;10112.0;05/03/2025;
842.0;OBRA;PISO ;COLOR MIX;171923;926.45;10117.0;05/03/2025;PRODUTO
25.0;;;;;1350.0;10122.0;05/03/2025;
25.0;;;;;78.96;10124.0;05/03/2025;
8.0;;;;;355.0;10125.0;05/03/2025;
25.0;;;;;740.0;10146.0;07/03/2025;
25.0;;;;;122.55;10148.0;07/03/2025;
8.0;;;;;250.0;10154.0;07/03/2025;
1.0;;;;;693.28;10157.0;07/03/2025;
1.0;;;;;426800.0;10159.0;07/03/2025;
1.0;;;;;120.0;10163.0;07/03/2025;
1.0;;;;;35.0;10187.0;10/03/2025;
1.0;;;;;686.21;10188.0;10/03/2025;
1.0;;;;;16.18;10192.0;10/03/2025;
1.0;;;;;703.5;10199.0;10/03/2025;
821.0;OBRA;CONSULTORIA;FERNANDO FELIPE RODRIGUES JUNIOR ;39-E;6000.0;10200.0;10/03/2025;SERVI�O
841.0;;;;;1950.0;10202.0;10/03/2025;
27.0;;;;;1383.49;10205.0;07/03/2025;
25.0;;;;;352.0;10206.0;10/03/2025;
25.0;;;;;107.56;10212.0;10/03/2025;
10.0;;;;;768.0;10213.0;10/03/2025;
25.0;;;;;147.51;10214.0;10/03/2025;
842.0;OBRA;ILUMINACAO;MANECO QUINDER� ;;22500.0;10215.0;07/03/2025;
13.0;;;;;47.84;10220.0;11/03/2025;
25.0;;;;;201.99;10221.0;11/03/2025;
;OBRA;MATERIAIS;SEDER INDUSTRIA;137694;;10222.0;;PRODUTO
1.0;;;;;749.0;10228.0;11/03/2025;
1.0;;;;;620.9;10232.0;11/03/2025;
831.0;;;;;1169.1;10233.0;11/03/2025;
25.0;;;;;275.0;10241.0;12/03/2025;
842.0;OBRA;CONSULTORIA;FMORENO DESENVOLVIMENTO TECNICO CORPORATIVO LTDA;806;11800.0;10242.0;07/03/2025;SERVI�O
1.0;;;;;54.4;10250.0;12/03/2025;
25.0;;;;;45.0;10252.0;12/03/2025;
;OBRA;ILUMINACAO;QUASE FAMOSOS SERVI�OS DE ILUMINACAO LTDA;4308;;10259.0;;SERVI�O
842.0;OBRA;ILUMINACAO;QUASE FAMOSOS SERVI�OS DE ILUMINACAO LTDA;4309;7500.0;10260.0;12/03/2025;SERVI�O
842.0;OBRA;ILUMINACAO;QUASE FAMOSOS SERVI�OS DE ILUMINACAO LTDA;4310;7500.0;10264.0;12/03/2025;SERVI�O
841.0;;;;;3500.0;10266.0;12/03/2025;
8.0;;;;;585.0;10271.0;13/03/2025;
1.0;;;;;1350.82;10288.0;13/03/2025;
1.0;;;;;4.0;10291.0;13/03/2025;
1.0;;;;;41.25;10294.0;13/03/2025;
1.0;;;;;25.0;10295.0;14/03/2025;
19.0;;;;;11.69;10296.0;14/03/2025;
1.0;;;;;200.0;10298.0;14/03/2025;
1.0;;;;;1169.1;10300.0;14/03/2025;
821.0;OBRA;PINTURA;TINTAS DARKA LTDA;1665;97.54;10304.0;14/03/2025;PRODUTO
821.0;OBRA;PINTURA;TINTAS DARKA LTDA;16728;270.73;10305.0;14/03/2025;PRODUTO
821.0;OBRA;PINTURA;TINTAS DARKA LTDA;16722;392.35;10306.0;14/03/2025;PRODUTO
821.0;OBRA;PINTURA;TINTAS DARKA LTDA;17206;401.12;10307.0;14/03/2025;PRODUTO
842.0;OBRA;MARCENARIA;IMS MARCENARIA ITU LTDA;2;215.0;10334.0;14/03/2025;PRODUTO
842.0;OBRA;COLETA;24.704.911 JOSE RUFINO FILHO;102;3500.0;10335.0;14/03/2025;SERVI�O
842.0;OBRA;CIVIL;PRIMUS REVESTIMENTO LTDA;8;5000.0;10336.0;14/03/2025;SERVI�O
842.0;OBRA;SPK;EFFORT SOLUTION LTDA;73;9600.0;10338.0;14/03/2025;SERVI�O
842.0;OBRA;MATERIAS;E.M. GESSO E COM. DE MATERIAIS P/ CONST. EM GERAL LTDA;1443;45.3;10339.0;14/03/2025;PRODUTO
842.0;OBRA;MATERIAS;ATLANTA ;640161;661.09;10340.0;14/03/2025;PRODUTO
25.0;;;;;8461.11;10344.0;17/03/2025;
1.0;;;;;4157.14;10345.0;17/03/2025;
24.0;;;;;1333.33;10346.0;17/03/2025;
27.0;;;;;4211.11;10347.0;17/03/2025;
842.0;OBRA;;EXAUSTA CLIMA;587;18800.0;10351.0;17/03/2025;PRODUTO
842.0;OBRA;MEDICAO;ATELIE (COLORMIX);171992;107687.73000000001;10360.0;17/03/2025;PRODUTO
1.0;;;;;9300.0;10361.0;18/03/2025;
842.0;OBRA;SERRALHERIA;GILMAR BARBOSA SERVI�OS ;493;17500.0;10363.0;17/03/2025;SERVI�O
842.0;OBRA;INSTALACAO;JET-AR INSTALACCOES LTDA;23;15000.0;10365.0;17/03/2025;SERVI�O
842.0;OBRA;ENERGIA ELETRICA;DAVID DA SILVA OLIVEIRA;371;25000.0;10367.0;17/03/2025;PRODUTO
821.0;OBRA;LIMPEZA;RC LIMPEZA PROFISSIONAL ;251/NE;9900.0;10380.0;18/03/2025;SERVI�O
821.0;OBRA;MATERIAIS;CASA DA AGUA;204664;144.0;10385.0;18/03/2025;PRODUTO
821.0;OBRA;MATERIAIS;CASAS DA AGUA MAT.P/CONST.LTDA;204664;144.0;10385.0;18/03/2025;PRODUTO
24.0;;;;;420.0;10387.0;18/03/2025;
30.0;;;;;30400.0;10388.0;18/03/2025;
;OBRA;MANUTENCAO ;ALLEGRO CONFECCAO DE CAPAS PARA SOFA E ACESSORIOS;450;;10396.0;;SERVI�O
5.0;;;;;100.0;10397.0;19/03/2025;
8.0;;;;;380.0;10398.0;19/03/2025;
9.0;;;;;730.0;10399.0;19/03/2025;
;CORRETIVO;MANUTENCAO ;ELVIS JACINTO BARRETO;116;;10400.0;;SERVI�O
10.0;;;;;600.0;10401.0;19/03/2025;
11.0;;;;;400.0;10402.0;19/03/2025;
13.0;;;;;210.0;10403.0;19/03/2025;
19.0;;;;;150.0;10404.0;19/03/2025;
23.0;;;;;300.0;10405.0;19/03/2025;
24.0;;;;;500.0;10406.0;19/03/2025;
25.0;;;;;650.0;10407.0;19/03/2025;
25.0;;;;;875.0;10408.0;19/03/2025;
841.0;;;;;1050.0;10409.0;19/03/2025;
1.0;;;;;720.0;10412.0;19/03/2025;
1.0;;;;;13.14;10416.0;19/03/2025;
842.0;OBRA;CONSULTORIA;LS CUNHA ADMINSITRACAO DE OBRAS LTDA;93;35000.0;10417.0;18/03/2025;SERVI�O
842.0;;;;;160000.0;10418.0;18/03/2025;
1.0;;;;;6.57;10419.0;19/03/2025;
1.0;;;;;14850.0;10424.0;19/03/2025;
24.0;;;;;400.0;10427.0;19/03/2025;
25.0;;;;;600.0;10428.0;19/03/2025;
27.0;;;;;200.0;10431.0;19/03/2025;
1.0;;;;;418.0;10434.0;20/03/2025;
25.0;;;;;15.0;10442.0;20/03/2025;
5.0;;;;;904.03;10443.0;20/03/2025;
25.0;;;;;483.2;10449.0;20/03/2025;
821.0;OBRA;INSTALA��O ;SONORITHA LTDA ;92-E;16900.13;10450.0;20/03/2025;SERVI�O
821.0;OBRA;MATERIAIS;SONORITHA LTDA ;173;7045.0;10465.0;21/03/2025;PRODUTO
821.0;OBRA;MATERIAIS;DECOR COLORS;394;118.99;10475.0;21/03/2025;PRODUTO
821.0;OBRA;MATERIAIS;DECOR COLORS;406;118.99;10476.0;21/03/2025;PRODUTO
;OBRA;MARCENARIA;VIECELLI MOVEIS S/A;28889;;10477.0;;PRODUTO
;OBRA;MARCENARIA;VIECELLI MOVEIS S/A;6811;;10478.0;;SERVI�O
842.0;OBRA;PROJETO;CL MELO NUNES ;20;8375.76;10482.0;20/03/2025;SERVI�O
1.0;;;;;3400.0;10496.0;24/03/2025;
1.0;;;;;3700.0;10502.0;24/03/2025;
1.0;;;;;20300.0;10506.0;24/03/2025;
1.0;;;;;1500.0;10509.0;24/03/2025;
5.0;;;;;330.0;10512.0;24/03/2025;
842.0;OBRA;FACHADA ;ATENUA SOM;8077;426800.0;10513.0;24/03/2025;PRODUTO
;OBRA;CONSULTORIA;SHMV SERVI�OS E CONSTRUCOES LTDA;1016;;10529.0;;SERVI�O
;OBRA;MATERIAIS;VIDRAK VISORES DE VIDROS INDUSTRIAIS;65234;;10541.0;;PRODUTO
1.0;;;;;10000.0;10554.0;26/03/2025;
23.0;;;;;120.0;10556.0;26/03/2025;
23.0;;;;;370.0;10558.0;26/03/2025;
13.0;;;;;136.36;10559.0;26/03/2025;
25.0;;;;;360.0;10567.0;26/03/2025;
23.0;;;;;772.56;10568.0;26/03/2025;
23.0;;;;;554.0;10569.0;26/03/2025;
5.0;;;;;1392.0;10570.0;26/03/2025;
19.0;;;;;320.95;10571.0;26/03/2025;
1.0;;;;;592.0;10575.0;27/03/2025;
8.0;;;;;170.0;10577.0;27/03/2025;
402.0;;;;;940.0;10584.0;27/03/2025;
842.0;OBRA;VIDRA�ARIA ;VIDRAK VISORES DE VIDROS INDUSTRIAIS LTDA;65347;397.39;10585.0;27/03/2025;PRODUTO
841.0;;;;;520.0;10589.0;27/03/2025;
605.0;;;;;375.0;10590.0;27/03/2025;
607.0;;;;;395.0;10591.0;27/03/2025;
14.0;;;;;235.0;10592.0;27/03/2025;
;OBRA;MATERIAS;LOJA ELETRICA LTDA;977206;;10604.0;;PRODUTO
;OBRA;MATERIAS;LOJA ELETRICA LTDA;978435;;10606.0;;PRODUTO
5.0;;;;;100.0;10607.0;28/03/2025;
8.0;;;;;380.0;10608.0;28/03/2025;
9.0;;;;;730.0;10610.0;28/03/2025;
10.0;;;;;600.0;10611.0;28/03/2025;
11.0;;;;;400.0;10612.0;28/03/2025;
13.0;;;;;210.0;10613.0;28/03/2025;
19.0;;;;;150.0;10614.0;28/03/2025;
23.0;;;;;300.0;10615.0;28/03/2025;
24.0;;;;;500.0;10616.0;28/03/2025;
25.0;;;;;650.0;10617.0;28/03/2025;
25.0;;;;;875.0;10620.0;28/03/2025;
841.0;;;;;1050.0;10621.0;28/03/2025;
25.0;;;;;94.4;10631.0;28/03/2025;
25.0;;;;;25.4;10632.0;28/03/2025;
1.0;;;;;177.84;10633.0;28/03/2025;
1.0;;;;;78.1;10635.0;28/03/2025;
19.0;;;;;1053.0;10637.0;28/03/2025;
842.0;OBRA;CONTRATO;MAD ART EM MOVEIS LTDA;;323700.0;10638.0;28/03/2025;PRODUTO
;OBRA;FRETE;FABIOLA PEREIRA SILVA;272;;10640.0;;SERVI�O
;PREVENTIVO;MANUTENCAO EXTINTOR;NEFRAN EQUIPAMENTOS CONTRA INCENDIO ;20597;;10643.0;;SERVI�O
;AQUISI��O ;MATERIAIS;MONTE BERICO REFRIGERACAO LTDA;406;;10651.0;;PRODUTO
;CORRETIVO;MANUTENCAO;COSTA PROJETOS E CONSTRUCOES;41;;10665.0;;SERVI�O
11.0;;;;;2333.11;10672.0;01/04/2025;
1.0;;;;;652.72;10674.0;01/04/2025;
;PREVENTIVO;MANUTENCAO;NEFRAN EQUIPAMENTOS CONTRA INCENDIO ;20556;;10677.0;;SERVI�O
;OBRA;OBRA ;LIRIAN ISABEL PIRES;168;;10681.0;;SERVI�O
1.0;;;;;483.42;10691.0;01/04/2025;
1.0;;;;;601.11;10692.0;01/04/2025;
25.0;;;;;250.51;10696.0;01/04/2025;
821.0;OBRA;MATERIAIS;COMPANHIA BRASILEIRA DE CERAMICA S. A.;44293;339.99;10701.0;01/04/2025;PRODUTO
;OBRA;COLETA DE LIXO;C.L.R. ENTULHOS LTDA - ME;13390;;10706.0;;SERVI�O
;OBRA;CONSULTORIA;FERNANDO FELIPE RODRIGUES JUNIOR ;40-E;;10708.0;;SERVI�O
;OBRA;INSTALACAO;PRIMUS REVESTIMENTO LTDA;12;;10709.0;;SERVI�O
821.0;OBRA;TAPETE;KAMY TAPETES INSDUSTRIA E COMERCIO LTDA;89954;57277.0;10710.0;02/04/2025;PRODUTO
1.0;;;;;45.0;10711.0;02/04/2025;
1.0;;;;;123.03;10715.0;02/04/2025;
;PREVENTIVO;LIMPEZA;LITHIUM INSTALACOES LTDA;145;;10717.0;;SERVI�O
1.0;;;;;205.95;10721.0;02/04/2025;
18.0;;;;;18.49;10723.0;02/04/2025;
821.0;OBRA;TRANSPORTE;MGV TRANSPORTES LTDA;180;3490.0;10726.0;03/04/2025;SERVI�O
607.0;;;;;798.56;10756.0;04/04/2025;
;PREVENTIVO;INSTALACAO;EJC ENGENHARIA E CONSTRUCAO;78;;10757.0;;SERVI�O
1.0;;;;;703.5;10761.0;04/04/2025;
;CORRETIVO;JARDINAGEM;CASA DO JARDIM E JARDINAGEM LTDA;2025/61;;10762.0;;SERVI�O
;PREVENTIVO;INSTALACAO;AGNALDO PAULA CAMPOS;171;;10767.0;;SERVI�O
842.0;OBRA;FACHADA ;ATENUA SOM;8123;64020.0;10774.0;07/04/2025;PROUDTO 
;AQUISI��O ;;;;;10777.0;;COMPRA
1.0;;;;;295.0;10778.0;07/04/2025;
1.0;;;;;226.8;10779.0;07/04/2025;
;OBRA;MATERIAIS;ICON DESIGN LTDA;5946;;10780.0;;PRODUTO
;OBRA;PINTURA;ILHA TINTAS LTDA;67597;;10790.0;;PRODUTO
9.0;;;;;737.1;10797.0;08/04/2025;
;PREVENTIVO;MANUTENCAO EXTINTOR;NEFRAN EQUIPAMENTOS CONTRA INCENDIO ;20633;;10807.0;;SERVI�O
;OBRA;MATERIAIS;MAD ART EM MOVEIS LTDA;61;;10810.0;;PRODUTO
;OBRA;MATERIAIS;VB MATERIAS DE CONSTRUCAO LTDA;42549;;10813.0;;PRODUTO
;OBRA;MATERIAIS;HAPPY STORE COM DE BRINQUEDOS E PRESENTES EIRELI;287015;;10816.0;;PRODUTO
;PREVENTIVO;JARDINAGEM;WK PLANTAS & FLORES LTDA ;311;;10818.0;;SERVI�O
842.0;OBRA;AR CONDICIONADO;TOSI INDUSTRIA E COMERCIO;23082;22988.47;10820.0;08/04/2025;PRODUTO
18.0;;;;;605.24;10827.0;09/04/2025;
;PREVENTIVO;MATERIAIS;MONTE BERICO REFRIGERACAO LTDA;407;;10830.0;;PRODUTO
5.0;;;;;713.35;10832.0;09/04/2025;
;CORRETIVO;MANUTENCAO;MARCO AURELIO DA SILVA;75;;10837.0;;SERVI�O
1.0;;;;;270.83;10846.0;10/04/2025;
30.0;;;;;291.17;10857.0;10/04/2025;
1.0;;;;;99.27;10858.0;10/04/2025;
1.0;;;;;5885.83;10861.0;10/04/2025;
11.0;;;;;444.0;10867.0;10/04/2025;
1.0;;;;;2430.0;10868.0;10/04/2025;
841.0;;;;;320.0;10869.0;10/04/2025;
30.0;;;;;320.0;10870.0;10/04/2025;
;CORRETIVO;MANUTENCAO;COSTA PROJETOS E CONSTRUCOES;43;;10880.0;;SERVI�O
;AQUISI��O ;;;;;10884.0;;COMPRA
;PREVENTIVO;MANUTENCAO;BRASCON REFRIGERA��O E AR CONDICIONADO ;3191;;10891.0;;SERVI�O
;PREVENTIVO;MATERIAIS;BRASCON REFRIGERA��O E AR CONDICIONADO ;822;;10892.0;;PRODUTO
;PREVENTIVO;INSTALACAO;ADESIVOTECA ADESIVOS DECORATIVOS E AUTOMOTIVOS LTDA;226;;10893.0;;PRODUTO
;CORRETIVO;INSTALACAO;NICOLAS GERONIMO DA SILVA ;101;;10900.0;;SERVI�O
;PREVENTIVO;CA�AMBAS;1A FORMIGA COLETA E GERENCIAMENTO;14060;;10901.0;;SERVI�O
25.0;;;;;109.9;10911.0;14/04/2025;
1.0;;;;;1497.77;10925.0;15/04/2025;
25.0;;;;;900.0;10928.0;15/04/2025;
27.0;;;;;500.0;10929.0;15/04/2025;
821.0;OBRA;FORRO;;21902;10000.0;10942.0;17/04/2025;PRODUTO
;PREVENTIVO;INSTALACAO;ELVIS JACINTO BARRETO;128;;10943.0;;SERVI�O
;PREVENTIVO;MANUTENCAO;JONAS FELIPE SOUZA SILVA;182;;10948.0;;SERVI�O
1.0;;;;;3000.0;10953.0;16/04/2025;
25.0;;;;;120.0;10968.0;17/04/2025;
821.0;OBRA;LIMPEZA;RC LIMPEZA PROFISSIONAL LTDA;261;1830.0;10971.0;17/04/2025;SERVI�O
842.0;OBRA;CONSULTORIA;G RUBIM GERENCIAMENTO E PLANEJAMENTO EMPRESARIAL LTDA;15;10000.0;10974.0;10/04/2025;SERVI�O
842.0;OBRA;LOCA��O;ALUMAX COMERCIAL E LOCADORA DE MAQ E EQUIP. LTDA;44940;350.0;10980.0;10/04/2025;PRODUTO (TRANSPORTE)
842.0;OBRA;PINTURA;HOF SERVI�OS;51;5000.0;10981.0;10/04/2025;SERVI�O
842.0;OBRA;SPK;EFFORT SOLUTION LTDA;74;4800.0;10982.0;10/04/2025;SERVI�O
842.0;OBRA;SERRALHERIA;GILMAR BARBOSA SERVI�OS ;494;19500.0;10983.0;10/04/2025;SERVI�O
842.0;OBRA;ELETRICA;DAVID DA SILVA OLIVEIRA;374;14000.0;10984.0;10/04/2025;PRODUTO
842.0;OBRA;AR CONDICIONADO;JET-AR INSTALACCOES LTDA;27;15000.0;10991.0;10/04/2025;SERVI�O
842.0;OBRA;COLETA DE LIXO;JOSE RUFINO FILHO;112;3000.0;10992.0;10/04/2025;SERVI�O
842.0;OBRA;CONSULTORIA;SHMV SERVI�OS E CONSTRUCOES LTDA;1044;15000.0;10997.0;10/04/2025;SERVI�O
842.0;OBRA;AR CONDICIONADO;GUILHERME HENRIQUE DE ASSIS FERREIRA;614;15000.0;11000.0;22/04/2025;PRODUTO
842.0;OBRA;MATERIAIS;ATLANTA ;648226;31.5;11002.0;22/04/2025;PRODUTO
842.0;OBRA;MATERIAIS;ATLANTA ;646300;338.25999999999993;11005.0;22/04/2025;PRODUTO
821.0;OBRA;MATERIAIS;ILHAS TINTAS LTDA;66114;258.31;11006.0;22/04/2025;PRODUTO
1.0;;;;;51.3;11007.0;23/04/2025;
1.0;;;;;686.21;11008.0;23/04/2025;
;PREVENTIVO;MANUTENCAO;ELVIS JACINTO BARRETO;132;;11012.0;;SERVI�O
19.0;;;;;11.69;11013.0;23/04/2025;
;PREVENTIVO;INSTALACAO;MASTER DSIGN VISUAL LTDA;361;;11015.0;;SERVI�O
8.0;;;;;705.0;11031.0;24/04/2025;
10.0;;;;;78.66;11033.0;24/04/2025;
821.0;OBRA;INSTALA��O ;CLAMOM INDUSTRIA DE MOVEIS LTDA;1440;116203.88;11046.0;24/04/2025;SERVI�O
842.0;OBRA;FACHADA ;ATENUA SOM;8187;9484.44;11054.0;24/04/2025;PRODUTO
;PREVENTIVO;INSTALACAO;MONTE BERICO REFRIGERACAO LTDA;1195;;11055.0;;SERVI�O
1.0;;;;;138.8;11060.0;25/04/2025;
;PREVENTIVO;INSTALACAO;MARCO AURELIO DA SILVA;78;;11063.0;;SERVI�O
;PREVENTIVO;MANUTENCAO;MONTE BERICO REFRIGERACAO LTDA;1196;;11071.0;;SERVI�O
;PREVENTIVO;INSTALACAO;CARLOS ANDRE FERREIRA DA SILVA;37;;11082.0;;SERVI�O
1.0;;;;;459.0;11092.0;28/04/2025;
842.0;OBRA;MATERIAIS;ATLANTA ;646665;38.79;11093.0;25/04/2025;PRODUTO
842.0;OBRA;MATERIAIS;ATLANTA ;645752;17.06;11094.0;25/04/2025;PRODUTO
1.0;;;;;1613.5;11097.0;28/04/2025;
