Empresa;Data;Prestador;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Ds_Compra
25;2025-10-20;COMPRA DE UM MICROONDAS PARA BELVEDERE;14623;;650.0;;NORMAL;1858;APROVADA;PENDENTE
821;2025-10-20;BB COMERCIO E DECORACOES LTDA;14614;;20488.96;;NORMAL;1858;PENDENTE;REALIZADA
821;2025-10-20;BB COMERCIO E DECORACOES LTDA;14615;;13382.34;;NORMAL;1858;PENDENTE;REALIZADA
821;2025-10-20;BB COMERCIO E DECORACOES LTDA;14617;;15923.88;;NORMAL;1858;PENDENTE;REALIZADA
1;2025-10-17;COMPRA DE MATERIAIS PARA A CONTINUIDADE NA ADEQUACAO DOS QUADROS DE ENERGIA;14585;31071.0;723.52;20/10/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-10-17;TK ELEVADORES LTDA;14586;31061.0;483.42;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-17;COMPRA DE 10 MINI DOBRADICAS PARA O ATENDIMENTO AO CHAMADO TRILOGO.;14587;;26.0;;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-17;MARCIA CORREIA DIAS;14588;31088.0;2800.0;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
9;2025-10-17;COMPRA ASPIRADOR DE PO E AGUA REFERENTE AO CHAMADO TRILOGO;14605;;379.0;;NORMAL;1858;APROVADA;PENDENTE
821;2025-10-17;CLAMOM INDUSTRIA DE MOVEIS LTDA;14590;;13801.33;;NORMAL;1858;PENDENTE;REALIZADA
821;2025-10-17;VB MATERIAIS DE CONSTRUCAO LTDA;14593;31110.0;4450.08;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-10-17;MIKE DENNER FREIRE LIMA;14606;;1250.0;;NORMAL;1858;APROVADA;REALIZADA
19;2025-10-15;B E P COMERCIO DE EXTINTORES LTDA;14543;31021.0;175.0;15/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-15;TINTAS DARKA LTDA;14538;31022.0;866.24;15/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-15;TINTAS DARKA LTDA;14539;31023.0;1012.54;15/10/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-10-15;THIAGO VINICIUS DONADELLI;14542;31020.0;2300.0;15/10/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-10-15;STUDIO LD ILUMINACAO;14549;;2041.96;;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-14;COMPRA DE 20 LUMINARIAS PARA REPOSICAO DAS LUMINARIAS QUE ESTAO SEM FUNCIONAR.;14515;31155.0;4240.0;24/10/2025;NORMAL;1858;APROVADA;PENDENTE
23;2025-10-14;SANDOVAL OLIVEIRA SANTOS;14483;31086.0;10130.25;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
23;2025-10-14;SANDOVAL OLIVEIRA SANTOS;14511;31084.0;1057.5;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
605;2025-10-14;SANDOVAL OLIVEIRA SANTOS;14514;31087.0;4927.0;17/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-14;CLAMOM INDUSTRIA DE MOVEIS LTDA;14484;31008.0;6943.36;15/10/2025;NORMAL;1858;APROVADA;REALIZADA
843;2025-10-14;COMPRA DE 6 PAINEL DE LED EMBUTIR REFERENTE AO CHAMADO E ESTOQUE.;14485;31041.0;762.0;16/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-13;CLEISSON CASSIANO CRUZ;14454;30962.0;1140.0;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-13;COMPRA DE MATERIAIS PARA CONTINUIDADE NA OBRA ADEQUACAO DOS QUADROS DE ENERGIA;14455;31148.0;2705.27;27/10/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-10-13;COMPRA DE 5 APOIO DE PES ERGONOMICO DEVIDO AO CHAMADO TRILOGO.;14459;31006.0;350.0;16/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-13;ATIC TECNOLOGIA DO BRASIL;14466;;7600.0;;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-13;COMPRA DE FITA LED REFERENTE AO CHAMADO TRILOGO;14475;31002.0;600.0;17/10/2025;ALTA;1858;APROVADA;PENDENTE
5;2025-10-13;SANDOVAL OLIVEIRA SANTOS;14445;30965.0;3500.01;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
13;2025-10-13;COMPRA DE 35 LAMPADAS + SOQUETE PARA O VILLAGE.;14452;30988.0;1662.5;21/10/2025;NORMAL;1858;APROVADA;PENDENTE
25;2025-10-13;CASA DO JARDIM E JARDINAGEM LTDA;14446;30964.0;423.53;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
30;2025-10-13;WK PLANTAS & FLORES LTDA;14456;31044.0;20700.0;16/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-13;BB TRANDING COMERCIO LTDA;14448;30963.0;7918.0;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
841;2025-10-13;WK PLANTAS & FLORES LTDA;14463;31131.0;680.0;20/10/2025;NORMAL;1858;APROVADA;REALIZADA
843;2025-10-13;OBA LAVANDERIA LTDA;14458;30960.0;195.0;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-10;EXPEDICAO E GUARITA;14407;30974.0;477.96;17/10/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-10-10;COMPRA MATERIAS PARA O PROJETO CATRACAS, FABRICA.;14411;30971.0;2887.85;17/10/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-10-10;COMPRA DE 1 PELICULA JATEADA.;14412;31017.0;375.0;17/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-10;SUPORTE SERVICOS DE SEGURANCA LTDA;14413;30927.0;3922.4;10/10/2025;NORMAL;1858;APROVADA;REALIZADA
5;2025-10-10;SANDOVAL OLIVEIRA SANTOS;14415;30944.0;3500.0;10/10/2025;NORMAL;1858;APROVADA;REALIZADA
14;2025-10-10;FMORENO PROJETOS E CONSULTORIA;14428;30968.0;11800.0;13/10/2025;NORMAL;1858;APROVADA;REALIZADA
19;2025-10-10;PAULO VICTOR BITTENCOURT DA CRUZ;14414;30937.0;300.0;10/10/2025;NORMAL;1858;APROVADA;REALIZADA
402;2025-10-10;COMPRA DE MATERIAIS PARA O PROJETO CATRACAS, CAMISARIA.;14420;30969.0;2887.85;17/10/2025;ALTA;1858;APROVADA;PENDENTE
605;2025-10-10;COMPRA DE 6 PROTETOR DE QUINA PARA IGUATEMI SP CHAMADO TRILIGO.;14424;31004.0;207.0;15/10/2025;NORMAL;1858;APROVADA;PENDENTE
821;2025-10-10;BELING MATERIAIS ELETRICOS LTDA;14416;30939.0;31.88;10/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-10;IMPERIO DAS TINTAS LTDA;14417;30943.0;931.4;10/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-10;AMOOBJETO DESENVOLVIMENTO DE MOVEIS E OBJETOS LTDA;14422;31033.0;136000.0;16/10/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-10-10;COMPRA DE CONECTOR DE ARARA PARA O PHG;14425;30946.0;1150.0;10/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-08;COMPRA DE 3 CAMERAS PARA ACOMPANHAR OBRA, A PEDIDO DO ALBERTO.;14379;31005.0;1140.0;17/10/2025;NORMAL;1858;APROVADA;PENDENTE
402;2025-10-08;COMPRA DE MATERIAIS PARA AMPLIACAO DA AREA DE PRODUCAO CAMISARIA;14373;30966.0;5019.58;17/10/2025;ALTA;1858;APROVADA;PENDENTE
844;2025-10-08;NOVA IDEAL SERRALHERIA LTDA;14366;30858.0;800.0;08/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-07;MAD ART EM MOVEIS LTDA;14346;30913.0;3650.0;10/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
5;2025-10-07;SANDOVAL OLIVEIRA SANTOS;14341;30830.0;4380.49;08/10/2025;NORMAL;1858;APROVADA;REALIZADA
9;2025-10-07;GM SERVICOS LTDA;14344;30853.0;4500.0;08/10/2025;NORMAL;1858;APROVADA;REALIZADA
19;2025-10-07;GLOBAL SALVADOR SERVICOS GERAIS LTDA;14348;30831.0;1300.0;08/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-07;DIARCO IND E COMEX LTDA;14347;30879.0;130822.44;09/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-07;LIDER IND COMERCIO DE ESTOFADOS S A INDUSTRIA;14352;30856.0;60929.8;08/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-07;CLAMOM INDUSTRIA DE MOVEIS LTDA;14353;30970.0;7730.01;13/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
842;2025-10-07;DAVID DA SILVA OLIVEIRA;14354;30855.0;3900.0;08/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
18;2025-10-06;MANUTENCAO AR CONDICIONADO;14320;;1572.0;;NORMAL;1858;APROVADA;REALIZADA
19;2025-10-06;RIBEIRO EXTINTORES;14324;30779.0;338.0;06/10/2025;NORMAL;1858;APROVADA;REALIZADA
30;2025-10-06;LIMPEZA DE VITRINE;14315;;2163.0;;NORMAL;1858;APROVADA;REALIZADA
402;2025-10-06;MANUTENCAO ELEVADOR;14321;;1939.44;;NORMAL;1858;APROVADA;REALIZADA
402;2025-10-06;COMPRA DE TORNEIRAS PARA CAMISARIA DEVIDO AO CHAMADO DO TRILOGO;14327;;480.0;;ALTA;1858;APROVADA;PENDENTE
605;2025-10-06;LIMPEZA DE VITRINE;14316;;318.0;;NORMAL;1858;APROVADA;REALIZADA
841;2025-10-06;MANUTENCAO AR CONDICIONADO;14313;;2700.0;;NORMAL;1858;APROVADA;REALIZADA
842;2025-10-06;LIMPEZA DE VITRINE;14318;;1383.0;;NORMAL;1858;APROVADA;REALIZADA
843;2025-10-06;MANUTENCAO AR CONDICIONADO;14314;;750.0;;NORMAL;1858;APROVADA;REALIZADA
843;2025-10-06;LIMPEZA DE VITRINE;14319;;516.0;;NORMAL;1858;APROVADA;REALIZADA
607;2025-10-04;MANUTENCAO AR CONDICIONADO;14312;;540.0;;NORMAL;1858;APROVADA;REALIZADA
607;2025-10-04;LIMPEZA DE VITRINE;14317;;342.0;;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-03;COMPRA DE 1 CARRINHO DOBRAVEL PARA OS MENINOS DA MANUTENCAO.;14262;30815.0;205.89;08/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-03;COMPRA DE TINTAS PARA PINTURA INTERNA E CORREDORES ADM DA FABRICA;14271;30780.0;4060.0;08/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-10-03;RICHARD MINAS COSTA ME;14286;30800.0;1380.0;07/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-03;COMPRA DE SOFA A PEDIDO DO NELSINHO;14288;30906.0;1500.0;29/10/2025;NORMAL;1858;APROVADA;PENDENTE
9;2025-10-03;MONITORAMENTO LAGO SUL;14293;;1053.06;;NORMAL;1856;APROVADA;REALIZADA
10;2025-10-03;ISRAEL RIBEIRO;14263;30715.0;3000.0;03/10/2025;NORMAL;1858;APROVADA;REALIZADA
13;2025-10-03;MANUTENCAO DO AR CONDICIONADO;14295;;855.18;;NORMAL;1856;APROVADA;REALIZADA
14;2025-10-03;MAD ART EM MOVEIS LTDA;14294;30746.0;490.0;06/10/2025;NORMAL;1858;APROVADA;REALIZADA
14;2025-10-03;MANUT DO AR CONDICIONADO;14296;;810.0;;NORMAL;1856;APROVADA;REALIZADA
14;2025-10-03;LIMPEZA DE VITRINE;14298;;345.0;;NORMAL;1856;APROVADA;REALIZADA
19;2025-10-03;PAULO VICTOR BITTENCOURT DA CRUZ;14297;30747.0;3700.0;06/10/2025;NORMAL;1858;APROVADA;REALIZADA
19;2025-10-03;LIMPEZA DE VITRINE;14299;;450.0;;NORMAL;1856;APROVADA;REALIZADA
24;2025-10-03;LIMPEZA DE VITRINE;14305;;1500.0;;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-03;MATERIAL PARA AMLIACAO DE PONTOS DE ILUMINACAO NO BELVEDERE;14255;30991.0;2294.82;24/10/2025;ALTA;1856;APROVADA;PENDENTE
25;2025-10-03;VISITA TECNICA PARA MANUTENCAO DAS CAMERAS;14266;30718.0;250.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-03;MONITORAMENTO EMIVE;14301;;835.32;;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-03;SERVICO DE JARDINAGEM;14302;;5109.0;;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-03;LIMPEZA DE VITRINE;14306;;1950.0;;NORMAL;1856;APROVADA;REALIZADA
27;2025-10-03;MONITORAMENTO EMIVE;14303;;879.0;;NORMAL;1856;APROVADA;REALIZADA
30;2025-10-03;MANUT DO AR CONDICIONADO;14307;;3300.0;;NORMAL;1856;APROVADA;REALIZADA
402;2025-10-03;MANUT DO AR CONDICIONADO;14308;;6000.0;;NORMAL;1856;APROVADA;REALIZADA
605;2025-10-03;MANUT DO AR CONDICIONADO;14309;;540.0;;NORMAL;1856;APROVADA;REALIZADA
607;2025-10-03;NOVA IDEAL SERRALHERIA LTDA;14291;;800.0;;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-03;FERNANDO FELIPE RODRIGUES JUNIOR;14269;30721.0;6000.0;03/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-03;C.L.R ENTULHOS LTDA;14270;30720.0;640.0;03/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-03;WK PLANTAS & FLORES LTDA;14300;30749.0;680.0;06/10/2025;NORMAL;1858;APROVADA;REALIZADA
841;2025-10-03;LIMPEZA E ZELADORIA;14304;31043.0;3150.0;16/10/2025;NORMAL;1856;APROVADA;REALIZADA
843;2025-10-03;NOVA IDEAL SERRALHERIA LTDA;14292;30744.0;800.0;06/10/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-10-02;MANUT DE AR CONDICIONADO;14220;;9000.0;;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-02;ANUT DE AR CONDICIONADO;14221;;2400.0;;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-02;MANUT DO ELEVADOR DE CARGA;14223;30712.0;750.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-02;MANUT DO ELEVADOR;14224;;3778.17;;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-02;TRILOGO SCARFACE;14225;;15791.88;;NORMAL;1856;APROVADA;REALIZADA
5;2025-10-02;MANUT DO AR CONDICIONADO;14244;30681.0;1440.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
8;2025-10-02;LIMPEZA DE VITRINE;14199;;1140.0;;NORMAL;1856;APROVADA;REALIZADA
9;2025-10-02;LIMPEZA DE VITRINE;14200;;1590.0;;NORMAL;1856;APROVADA;REALIZADA
9;2025-10-02;LIMPEZA DE VITRINE;14216;;1500.0;;NORMAL;1856;APROVADA;REALIZADA
13;2025-10-02;LIMPEZA DE VITRINE;14234;30692.0;690.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
13;2025-10-02;LIMPEZA EXTRA;14235;30737.0;250.0;06/10/2025;NORMAL;1856;APROVADA;REALIZADA
23;2025-10-02;LIMPZA DE VITRINE CAMPINAS;14217;;900.0;;NORMAL;1856;APROVADA;REALIZADA
23;2025-10-02;MANUT DE AR CONDICONADO;14245;30685.0;1440.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-02;MANUT. AR CONDICIONADO;14198;;1800.0;;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-02;SEGURANCA BELVEDERE ( GRUPO MALTA);14236;30826.0;20596.86;08/10/2025;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-02;HORAS EXTRAS SEGURANCA BELVEDERE;14237;30708.0;199.82;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
25;2025-10-02;SERVICO DE ZELADORIA;14241;30722.0;2625.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
27;2025-10-02;MANUT PREVENTVA DO AR CONDICIONADO;14197;;600.0;;NORMAL;1856;APROVADA;REALIZADA
29;2025-10-02;MANUT NO ELEVADOR;14242;30711.0;750.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
402;2025-10-02;TRILOGO RAI;14227;;1236.48;;NORMAL;1856;APROVADA;REALIZADA
605;2025-10-02;TRILOGO RLCP;14228;;1301.49;;NORMAL;1856;APROVADA;REALIZADA
801;2025-10-02;TRILOGO AMLC;14229;;696.0;;NORMAL;1856;APROVADA;REALIZADA
821;2025-10-02;PAPEL DE PAREDE PARA SUITES;14247;30703.0;5740.0;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
831;2025-10-02;GPAV TRILOGO;14230;;1236.51;;NORMAL;1856;APROVADA;REALIZADA
841;2025-10-02;TRILOGO SPOCK;14232;;619.44;;NORMAL;1856;APROVADA;REALIZADA
841;2025-10-02;SERVICO DE MONITORAMENTO E SEGURNACA;14239;30828.0;14760.0;08/10/2025;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-01;SERVICO DE SEGURANCA E VIGILANCIA DA FABRICA;14177;30693.0;18874.35;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
1;2025-10-01;SERVICO DE MONITORAMENTO FABRICA;14180;30700.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
28;2025-10-01;MONITORAMENTO GALPAO 92;14184;30698.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
29;2025-10-01;MOONITORAMENTO GALPAO 116;14183;30697.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
402;2025-10-01;SERVICO DE MONITORAMENTE CAMISARIA;14181;30695.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
821;2025-10-01;BELING MATERIAIS ELETRICOS LTDA;14171;30624.0;363.27;01/10/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-10-01;CLAMON INSDUSTRIA DE MOVEIS LTDA;14172;30903.0;81296.56;09/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-01;CLAMON INDUSTRIA DE MOVEIS LTDA;14173;30636.0;28329.04;02/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-01;CLAMON INDUSTRIA DE MOVEIS LTDA;14174;30638.0;40907.51;02/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-01;CLAMON INDUSTRIA DE MOVEIS LTDA;14176;30643.0;2307.85;02/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-01;CLAMON INDUSTRIA DE MOVEIS LTDA;14178;30647.0;2307.85;02/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
821;2025-10-01;CLAMON INDUSTRIA DE MOVEIS LTDA;14179;30650.0;43810.53;02/10/2025;NORMAL;1858;ATENDIDA;REALIZADA
841;2025-10-01;MONITORAMENTO BELA CINTRA;14186;30699.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;REALIZADA
842;2025-10-01;COMPRA DE 4 BANQUETAS DEVIDO AO CHAMADO DO TRILOGO.;14182;30797.0;400.0;07/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-09-30;COMPRA DE SENSOR DE NIVEL PARA A CAIXA DA AGUA;14139;30757.0;200.0;07/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-09-30;COMPRA DE 2 AR CONDICIONADO PARA SALA DE REUNIAO 01 E SALA DO COMERCIAL.;14144;30660.0;9000.0;09/10/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-09-30;NF 85276;14145;30606.0;483.42;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
1;2025-09-30;NF 6755;14146;30621.0;1184.77;01/10/2025;NORMAL;1856;APROVADA;REALIZADA
25;2025-09-30;TOOLER SOLUCOES DIGITAIS;14126;30585.0;380.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
25;2025-09-30;TOOLER SOLUCOES DIGITAIS;14127;30586.0;967.26;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
25;2025-09-30;SANEMIX MUNDO DOS SEVICOS;14141;30603.0;1090.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
30;2025-09-30;COMPRA DE PELICULA PARA O MATARAZZO;14117;30612.0;4578.92;20/10/2025;NORMAL;1858;APROVADA;PENDENTE
821;2025-09-30;NELSINHO INFORMOIU QUE ESSA NF E REFERENTE A COMPRA DE COLCHAO PARA O RICARDOR;14106;30605.0;33000.0;30/09/2025;NORMAL;1856;ATENDIDA;REALIZADA
842;2025-09-30;G RUBIM GERENCIAMENTO E PLANEJAMENTO EMPRESARIAL LTDA;14113;30578.0;2646.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-09-30;SHMV SERVICOS E CONSTRUCOES LTDA;14114;30579.0;7000.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-29;NEFRAN EQUIPAMENTOS CONTRA INCENDIO EIRELI;14083;30530.0;4532.0;29/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-29;WEZER C. SEVERINO;14089;30559.0;2300.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-29;COMPRA DE 7 IMPERMEABILIZANTES PARA TECIDO.;14094;30570.0;420.0;07/10/2025;NORMAL;1858;APROVADA;PENDENTE
1;2025-09-29;ZANELLIS INSTALACOES;14095;30561.0;250.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-29;NOVOS COLABORADORES;14096;30562.0;5000.0;24/10/2025;ALTA;1858;APROVADA;PENDENTE
8;2025-09-29;ELVIS JACINTO BARRETO;14084;30538.0;683.0;29/09/2025;NORMAL;1858;APROVADA;REALIZADA
13;2025-09-29;MAR & FIRE NEW EQUIPAMENTOS CONTRA INCENDIO LTDA;14082;30539.0;670.0;29/09/2025;NORMAL;1858;APROVADA;REALIZADA
19;2025-09-29;COSTA PROJETOS E CONSTRUCOES LTDA;14081;30558.0;2800.0;30/09/2025;NORMAL;1858;APROVADA;REALIZADA
19;2025-09-29;PAULO VICTOR BITTENCOURT CRUZ;14085;30554.0;5800.0;29/09/2025;NORMAL;1858;APROVADA;REALIZADA
24;2025-09-29;MANUTENCAO NAS TELAS TENSIONADAS DE BH;14074;30537.0;3050.0;29/09/2025;NORMAL;1856;APROVADA;REALIZADA
24;2025-09-29;SUBSTITUICAO DE LAMPADAS EM 3 AREAS DA LOJA;14076;30607.0;1700.0;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
24;2025-09-29;PINTURA E INSTALACAO DE SUPORTE DE LINHAS;14077;30532.0;1800.0;29/09/2025;NORMAL;1856;APROVADA;REALIZADA
605;2025-09-29;MANUTENCAO CAIXA COM DESMONTAGEM DA BASE;14078;30560.0;750.0;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
821;2025-09-29;OBRA BRAVISSIMA;14100;30563.0;112.0;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
821;2025-09-29;NF 1467;14102;30564.0;7229.81;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
821;2025-09-29;REFERENTE A OBRA DO BRAVISSIMA;14103;30565.0;13801.34;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
821;2025-09-26;EVELIN COUROS EIRELLI;14072;30520.0;510.0;29/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-25;COMPRA DE UMA ESCADA A PEIDDO DO ALBERTO;14037;30450.0;1800.0;26/09/2025;ALTA;1856;ATENDIDA;PENDENTE
9;2025-09-25;REFERENTE A SERVICO DE SEGURANCA PATRIMONIAL CONTRATACAO PROVISORIA;14048;30509.0;7200.0;26/09/2025;NORMAL;1856;APROVADA;REALIZADA
801;2025-09-25;PRATELEIRAS PARA O RIOMAR FORTALEZA;14051;;1072.0;;ALTA;1856;APROVADA;PENDENTE
821;2025-09-25;OBRA BRAVISSIMA;14052;30584.0;51618.0;30/09/2025;NORMAL;1856;APROVADA;REALIZADA
1;2025-09-24;MAD ART EM MOVEIS LTDA;14020;30457.0;3920.0;25/09/2025;NORMAL;1858;ATENDIDA;REALIZADA
1;2025-09-24;MAD ART EM MOVEIS LTDA;14021;30457.0;1480.0;25/09/2025;NORMAL;1858;ATENDIDA;REALIZADA
1;2025-09-24;MAD ART EM MOVEIS LTDA;14022;30457.0;1680.0;25/09/2025;NORMAL;1858;ATENDIDA;REALIZADA
30;2025-09-24;LED WAVE PAINEIS ELETRONICOS LTDA;14011;30477.0;529.3;26/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-23;COMPRA DE MATERIAIS PARA OBRA SALA EXPEDICAO E QUALIDADE;13958;30475.0;433.0;30/09/2025;NORMAL;1858;APROVADA;PENDENTE
9;2025-09-23;ELVIS JACINTO BARRETO;13964;30432.0;456.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
30;2025-09-23;LIMPEZA DE VITRINE EXTRA NA LOJA DO MATARAZZO;13960;30409.0;228.0;23/09/2025;NORMAL;1856;APROVADA;REALIZADA
402;2025-09-23;MANHATTAN ELETRONIC;13963;30433.0;1890.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-22;MAD ART EM MADEIRAS LTDA;13933;30428.0;2600.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-22;COMERCIAL DE FERRAGENS E FERRAMENTAS PRATES LTDA;13947;30380.0;45.0;23/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-22;REFERENTE A CONSERTO DE 2 TELEVISORES E 2 MICRO;13951;30408.0;2250.0;23/09/2025;NORMAL;1856;APROVADA;PENDENTE
19;2025-09-22;GLOBAL SALVADOR SERVICOS GERAIS LTDA;13945;30379.0;1300.0;23/09/2025;NORMAL;1858;APROVADA;REALIZADA
605;2025-09-22;MAD ARTE EM MADEIRAS LTDA;13930;30426.0;4350.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
821;2025-09-22;NF 2327;13950;30378.0;6954.01;23/09/2025;NORMAL;1856;ATENDIDA;REALIZADA
841;2025-09-22;MAD ART EM MADEIRAS LTDA;13931;30427.0;2280.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
842;2025-09-22;MAD ART EM MADEIRAS LTDA;13936;30431.0;560.0;24/09/2025;NORMAL;1858;APROVADA;REALIZADA
1;2025-09-19;COMPRA SOLICITADA PELO NELSINHO;13878;30304.0;2806.0;19/09/2025;ALTA;1856;APROVADA;PENDENTE
1;2025-09-19;COMPRA DE 30 SUPORTE MAO FRANCESA, CHAMADO TRILOGO EXPEDICAO.;13882;30369.0;1050.0;24/09/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-09-19;COMPRA DE BUCHA GESSO COM PARAFUSO PARA OBRAS SALA DO TI E GC;13887;30326.0;300.0;23/09/2025;ALTA;1858;APROVADA;PENDENTE
1;2025-09-19;COMPRA DE 3 VENTILADORES REFERENTE AO CHAMADO TRILOGO/ESTOQUE.;13889;30482.0;2277.0;03/10/2025;NORMAL;1858;APROVADA;PENDENTE
9;2025-09-19;MELO CONSTRUCOES E INSTALACOES LTDA;13895;30311.0;1400.0;22/09/2025;NORMAL;1858;APROVADA;REALIZADA
11;2025-09-19;MULTGLASS;13902;30314.0;1515.0;22/09/2025;NORMAL;1858;APROVADA;REALIZADA
