Empresa;Data;Prestador;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Ds_Compra
841;2024-06-05;NF 29167;5248;20670.0;194.19;10/06/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-06-05;NF 24;5267;20687.0;480.0;10/06/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-06-04;NF 640;5223;20615.0;250.0;05/06/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-06-04;LINK DO MATERIAL ENVIADO POR EMAIL;5224;21080.0;142.5;26/06/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-06-04;;5234;20727.0;3767.21;17/06/2024;NORMAL;1851;APROVADA;PENDENTE
25;2024-06-04;NF 2024/9;5241;20667.0;600.0;10/06/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-06-04;NF 2428;5247;20693.0;6539.5;10/06/2024;NORMAL;1857;APROVADA;REALIZADA
29;2024-06-04;NF 639;5221;20616.0;250.0;05/06/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-06-03;NF 4843;5208;20570.0;257.0;03/06/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-06-03;;5218;20665.0;12100.53;18/06/2024;NORMAL;1851;APROVADA;PENDENTE
1;2024-06-03;;5219;20659.0;12091.36;18/06/2024;NORMAL;1851;APROVADA;PENDENTE
18;2024-06-03;LINK ENVIADO POR EMAIL;5213;21060.0;148.0;25/06/2024;MEDIA;1856;APROVADA;PENDENTE
18;2024-06-03;NF 1109;5216;20601.0;467.86;04/06/2024;NORMAL;1857;APROVADA;REALIZADA
19;2024-06-03;SEGUIR O MODELO ENVIADO POR EMAIL;5214;21433.0;220.0;16/07/2024;MEDIA;1856;APROVADA;PENDENTE
25;2024-06-03;NF 12;5215;20595.0;875.0;04/06/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-06-03;NF 5880;5217;20694.0;2280.0;10/06/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-29;PODE SEGUIR A COMPRA COM O FORNECEDOR QUE SEMPRE COMPRAMOS;5188;20558.0;1968.0;01/07/2024;ALTA;1856;APROVADA;PENDENTE
1;2024-05-29;LINK DOS MATERIAIS ENVIADO POR EMAIL;5189;20588.0;569.44;05/06/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-29;NF 70135;5197;20549.0;691.61;29/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-29;NF 53783;5200;20563.0;3200.0;03/06/2024;NORMAL;1857;APROVADA;REALIZADA
2;2024-05-29;LINK DO MATERIAL ENVIADO POR EMAIL;5190;20701.0;800.0;11/06/2024;NORMAL;1856;APROVADA;PENDENTE
13;2024-05-29;NF 12;5198;20550.0;3973.0;29/05/2024;NORMAL;1857;APROVADA;REALIZADA
24;2024-05-29;NF 18;5196;20547.0;850.0;29/05/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-05-29;NF 19;5195;20546.0;290.0;29/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-28;NF 33;5176;20511.0;1750.0;28/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-28;NF 8171;5181;20512.0;998.16;28/05/2024;NORMAL;1856;APROVADA;REALIZADA
9;2024-05-28;NF 255;5177;20510.0;1344.0;28/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-27;NF 10;5159;20482.0;3600.0;27/05/2024;NORMAL;1856;APROVADA;REALIZADA
9;2024-05-27;NF 39;5172;20502.0;350.0;28/05/2024;NORMAL;1856;APROVADA;REALIZADA
13;2024-05-27;LINK DO MATERIAL ENVIADO POR EMAIL;5174;20606.0;133.56;06/06/2024;NORMAL;1856;APROVADA;PENDENTE
24;2024-05-27;NF 2024/265;5167;20485.0;437.5;27/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-27;NF 9;5160;20483.0;3800.0;27/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-05-26;NF 2024/264;5164;20486.0;650.0;27/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-24;SERAO 20 PROLONGADORES;5143;20579.0;280.25;03/06/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-24;NF 727;5152;20470.0;1365.0;27/05/2024;NORMAL;1857;APROVADA;REALIZADA
2;2024-05-24;NF 46;5153;20471.0;500.0;27/05/2024;NORMAL;1857;APROVADA;REALIZADA
13;2024-05-24;LINK DOS MATERIAIS ENVIADO POR EMAIL;5140;20621.0;345.0;05/06/2024;NORMAL;1856;APROVADA;REALIZADA
19;2024-05-24;LINK DO MATERIAL ENVIADO POR EMAIL;5141;20600.0;265.0;04/06/2024;NORMAL;1856;APROVADA;PENDENTE
841;2024-05-24;NF 281;5154;20472.0;8000.0;27/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-23;NF 1767595;5124;20442.0;3949.4;24/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-23;FAVOR REALIIZAR A COMPRA SEGUINDO A DESCRICAO ENVIADA POR EMAIL;5126;20773.0;3592.72;14/06/2024;ALTA;1856;APROVADA;PENDENTE
1;2024-05-23;NF 578;5131;20440.0;360.0;24/05/2024;ALTA;1857;APROVADA;REALIZADA
1;2024-05-23;NF 79754;5132;20444.0;1900.0;24/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-23;NF 8050;5135;20443.0;1261.02;24/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-23;REALIZAR A COMPRA COM O MESMO FORNECEDOR DA ULTIMA VEZ;5139;20493.0;1739.94;29/05/2024;NORMAL;1856;APROVADA;PENDENTE
10;2024-05-23;NF 36;5130;20439.0;2950.0;24/05/2024;NORMAL;1857;APROVADA;REALIZADA
821;2024-05-23;COMPRADO PELO  ALBERTO;5129;;300000.0;;ALTA;1856;APROVADA;REALIZADA
821;2024-05-23;NF 3038;5133;;5500.0;;NORMAL;1857;APROVADA;REALIZADA
2;2024-05-22;NF 29394;5119;20408.0;158.53;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
30;2024-05-22;NF 29447;5121;20410.0;666.42;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
605;2024-05-22;NF 29393;5118;20407.0;105.69;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
607;2024-05-22;NF 29433;5120;20409.0;105.32;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-21;FAVOR SEGUIR A DESCRICAO ENVIADA POR EMAIL;5089;20413.0;1001.1;28/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-21;NF 11430;5092;20368.0;880.0;21/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-21;NF 2693;5099;20402.0;3000.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-21;NF 2695;5102;20389.0;800.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-21;SEGUIR LINK ENVIADO POR EMAIL;5113;20509.0;73.8;28/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-21;LINK DO MATERIAL ENVIADO POR EMAIL;5115;20516.0;1040.0;28/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-21;FAVOR SEGUIR A DESCRICAO DO EMAIL;5116;20413.0;5879.64;28/05/2024;ALTA;1856;APROVADA;PENDENTE
1;2024-05-21;NF 6185;5117;20438.0;1194.68;24/05/2024;NORMAL;1856;APROVADA;REALIZADA
2;2024-05-21;NF 2698;5105;20394.0;250.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
5;2024-05-21;NF 2701;5109;20397.0;500.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-05-21;FAVOR SEGUIR O LINK ENVIADO POR EMAIL;5114;20475.0;127.5;27/05/2024;NORMAL;1856;APROVADA;PENDENTE
13;2024-05-21;NF 26966;5093;20373.0;262.53;21/05/2024;NORMAL;1857;APROVADA;REALIZADA
14;2024-05-21;NF 2703;5112;20400.0;270.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
23;2024-05-21;NF 2702;5111;20399.0;400.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
30;2024-05-21;NF2700;5107;20396.0;1100.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-21;NF 2691;5096;20436.0;18050.0;24/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-21;NF 2694;5101;20401.0;2000.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
605;2024-05-21;NF 2692;5097;20405.0;1500.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
605;2024-05-21;NF 2699;5106;20395.0;180.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
607;2024-05-21;NF 2697;5104;20393.0;180.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-05-21;NF 3855;5094;20374.0;1110.5;21/05/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-05-21;NF 2696;5103;20390.0;900.0;22/05/2024;NORMAL;1857;APROVADA;REALIZADA
8;2024-05-20;LINK DO MATERIAL ENVIADO POR E;5082;20380.0;2800.0;22/05/2024;ALTA;1856;ATENDIDA;PENDENTE
13;2024-05-20;NF 252;5077;20375.0;210.0;21/05/2024;NORMAL;1857;APROVADA;REALIZADA
13;2024-05-20;NF 253;5078;20376.0;250.0;21/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-17;SEGUIR COM A COMPRA CONFORME O EMAIL;5065;20386.0;4850.0;29/05/2024;NORMAL;1856;ATENDIDA;PENDENTE
1;2024-05-17;NF 50906;5072;20346.0;266.0;20/05/2024;NORMAL;1856;APROVADA;REALIZADA
19;2024-05-17;NF 7;5075;20370.0;3500.0;21/05/2024;NORMAL;1857;APROVADA;REALIZADA
8;2024-05-15;LINK DO MATERIAL ENVIADO POR EMAIL;5048;20774.0;346.0;14/06/2024;NORMAL;1856;APROVADA;PENDENTE
9;2024-05-15;NF 695;5035;20271.0;880.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
14;2024-05-15;NF 23;5029;20272.0;1410.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
23;2024-05-15;NF 22;5031;20273.0;1970.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
30;2024-05-15;NF 21;5032;20274.0;3950.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
607;2024-05-15;NF 20;5033;20276.0;290.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
821;2024-05-15;NF 4725;5027;20260.0;324.1;15/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-14;LINK DO MATERIAL ENVIADO POR EMAIL;5017;20327.0;837.0;20/05/2024;NORMAL;1856;APROVADA;REALIZADA
5;2024-05-14;LINK DO MATERIAL ENVIADO POR EMAIL;5024;20377.0;268.0;07/06/2024;NORMAL;1856;APROVADA;PENDENTE
8;2024-05-14;NF 696;5034;20270.0;380.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-05-14;NF 2024/15;5022;20264.0;15061.11;15/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-05-14;NF 2024/78;5025;20249.0;1617.15;15/05/2024;NORMAL;1856;APROVADA;REALIZADA
23;2024-05-13;LINK DA LOJA ENVIADO POR EMAIL;4997;20331.0;365.5;20/05/2024;NORMAL;1856;APROVADA;PENDENTE
25;2024-05-13;NF 26;4995;20221.0;1480.0;13/05/2024;NORMAL;1856;APROVADA;REALIZADA
30;2024-05-13;NF 6507;5013;20240.0;1150.0;14/05/2024;NORMAL;1856;APROVADA;REALIZADA
841;2024-05-13;NF 174;5011;20245.0;1050.0;14/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-10;NF 1347;4982;20222.0;2696.4;13/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-10;NF 700;4986;20223.0;5834.28;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-10;NF 698;4987;20224.0;220.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-10;NF 699;4989;20225.0;4400.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
23;2024-05-10;NF 34;4991;20208.0;1600.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-10;NF 15746;4983;20220.0;602.97;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-10;NF 701;4988;20227.0;176.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-05-10;NF 15789;4993;20217.0;3508.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-05-10;NF 697;4990;20228.0;165.0;13/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-09;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;4970;20378.0;220.0;21/05/2024;ALTA;1856;APROVADA;PENDENTE
1;2024-05-09;MODELO ENVIADO POR EMAIL;4972;20246.0;2753.5;27/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-09;LINK DO MATERIAL ENVIADO POR EMAIL;4973;20330.0;411.8;20/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-09;NF 853;4974;20185.0;703.5;10/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-09;NF 4835;4979;20210.0;849.0;13/05/2024;NORMAL;1856;APROVADA;REALIZADA
23;2024-05-09;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;4971;20383.0;101.8;22/05/2024;MEDIA;1856;APROVADA;PENDENTE
402;2024-05-09;SEGUIR EXATAMENTE O LINK ENVIADO POR EMAIL;4978;20445.0;164.5;24/05/2024;ALTA;1856;APROVADA;PENDENTE
605;2024-05-09;LINK DO MATERIAL ENVIADO POR EMAIL;4977;20457.0;720.0;24/05/2024;ALTA;1856;APROVADA;PENDENTE
841;2024-05-09;NF 5852;4975;20190.0;2280.0;10/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-08;NF 8;4957;20173.0;1650.0;10/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-08;NF 7;4960;20153.0;5200.0;08/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-08;NF 6;4961;20154.0;9440.0;08/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-08;NF 8;4962;20187.0;5660.0;10/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-08;NF 304;4964;20263.0;12250.0;15/05/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-05-08;NF 7892;4953;20178.0;155.94;10/05/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-05-08;NF 182706;4956;20179.0;580.89;10/05/2024;NORMAL;1857;APROVADA;REALIZADA
14;2024-05-08;NF 28969;4955;20177.0;110.38;10/05/2024;NORMAL;1856;APROVADA;REALIZADA
18;2024-05-08;NF 1100;4958;20172.0;467.86;10/05/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-05-08;NF 202414;4959;20151.0;279.0;08/05/2024;NORMAL;1857;APROVADA;REALIZADA
605;2024-05-08;NF 41075;4947;20146.0;6586.19;08/05/2024;NORMAL;1856;ATENDIDA;REALIZADA
1;2024-05-07;LINK E DESCRICAO DA COMORA  MATERIL ENVIADO POR EMAIL;4927;20156.0;577.93;13/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-06;NF 6406;4897;20081.0;200.0;06/05/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-05-06;;4901;20239.0;8834.54;14/05/2024;NORMAL;1851;APROVADA;PENDENTE
1;2024-05-06;;4903;20125.0;10534.73;16/05/2024;NORMAL;1851;APROVADA;PENDENTE
1;2024-05-06;;4904;20119.0;3128.37;16/05/2024;NORMAL;1851;APROVADA;PENDENTE
5;2024-05-06;NF 3867;4905;20106.0;100.0;07/05/2024;NORMAL;1857;APROVADA;REALIZADA
5;2024-05-06;NF 3868;4907;20107.0;100.0;07/05/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-05-06;NF 37;4909;20108.0;880.0;07/05/2024;NORMAL;1857;APROVADA;REALIZADA
10;2024-05-06;COMPRAR NO LINK ENVIADO POR EMAIL;4900;20461.0;275.0;24/05/2024;MEDIA;1856;APROVADA;PENDENTE
30;2024-05-06;NF 6378;4895;20075.0;200.0;06/05/2024;NORMAL;1857;APROVADA;REALIZADA
821;2024-05-06;NF 5;4896;20076.0;6000.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-03;NF 28345;4856;20037.0;3787.72;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-03;NF 601;4862;20046.0;250.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-03;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;4891;20294.0;187.34;16/05/2024;NORMAL;1856;APROVADA;PENDENTE
2;2024-05-03;NF 16;4888;20080.0;210.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
9;2024-05-03;NF 94532;4863;20072.0;334.3;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
13;2024-05-03;NF 10;4852;20057.0;250.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
14;2024-05-03;NF 18;4885;20077.0;450.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
23;2024-05-03;NF 137;4890;20082.0;300.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-05-03;NF 2376;4849;20058.0;1911.26;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-05-03;NF 2024/136071;4853;20071.0;292.02;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-05-03;NF 11;4889;20109.0;875.0;07/05/2024;NORMAL;1856;APROVADA;REALIZADA
29;2024-05-03;NF 600;4861;20047.0;250.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
402;2024-05-03;NF 28334;4857;20038.0;387.64;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
605;2024-05-03;NF 28347;4859;20040.0;408.01;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
607;2024-05-03;NF 17;4886;20078.0;390.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
801;2024-05-03;NF 28335;4858;20039.0;219.1;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
831;2024-05-03;NF 28333;4854;20036.0;387.64;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
841;2024-05-03;NF 28348;4860;20041.0;194.19;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
841;2024-05-03;NF 15;4887;20079.0;1800.0;06/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-02;NF 22;4821;20028.0;3800.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-05-02;DAR ANDAMENTO NA COMPRA APARTIR DO ORCAMENTO ENVIADO POR EMAIL;4841;20062.0;2758.2;13/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-05-02;MODELO ENVIADO POR EMAIL;4843;20084.0;2753.5;15/05/2024;NORMAL;1856;APROVADA;PENDENTE
5;2024-05-02;NF 274;4819;20027.0;950.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
30;2024-05-02;NF 19;4820;20029.0;2150.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-30;MODELO DO MATERIAL ENVIADO POR EMAIL COM AS ESPECIFICACOES;4811;20199.0;128.0;13/05/2024;NORMAL;1856;APROVADA;PENDENTE
8;2024-04-30;LINK DO MATERIAL ENVIADO POR EMAIL;4803;20840.0;540.0;18/06/2024;NORMAL;1856;APROVADA;PENDENTE
9;2024-04-30;LINK DO MATERIAL ENVIADO POR EMAIL;4799;20186.0;69.9;10/05/2024;NORMAL;1856;APROVADA;PENDENTE
19;2024-04-30;NF 30;4804;19983.0;2212.0;30/04/2024;NORMAL;1856;APROVADA;REALIZADA
19;2024-04-30;NF 31;4805;19984.0;750.0;30/04/2024;NORMAL;1856;APROVADA;REALIZADA
23;2024-04-30;LINK DO MATERIAL ENVIADO POR EMAIL;4798;20476.0;1199.0;27/05/2024;NORMAL;1856;APROVADA;PENDENTE
24;2024-04-30;NF 16;4816;20025.0;890.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-04-30;NF 12;4812;20002.0;279.0;02/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-04-30;NF 2024/1065;4813;20024.0;880.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-04-30;NF 208;4814;20003.0;694.95;02/05/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-04-30;NF 2024/6;4817;20026.0;600.0;03/05/2024;NORMAL;1856;APROVADA;REALIZADA
402;2024-04-30;;4808;19996.0;1758.0;03/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-26;NF 170567;4763;19959.0;3200.0;29/04/2024;NORMAL;1856;APROVADA;REALIZADA
9;2024-04-26;NF 29;4767;19957.0;11058.78;29/04/2024;NORMAL;1856;APROVADA;REALIZADA
18;2024-04-26;NF 5993;4768;19941.0;2421.9;26/04/2024;NORMAL;1856;APROVADA;REALIZADA
18;2024-04-26;NF 5992;4769;19954.0;155.3;29/04/2024;NORMAL;1856;APROVADA;REALIZADA
402;2024-04-26;SERA NECESSARIO REALIZAR O ORCAMENTO;4772;;22000.0;;ALTA;1856;APROVADA;PENDENTE
821;2024-04-26;NF 67;4762;20006.0;51618.0;02/05/2024;NORMAL;1856;APROVADA;REALIZADA
821;2024-04-26;NF 725;4773;19985.0;25472.0;30/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-25;LINK DO MATERIAL ENVIADO POR EMAIL;4746;19947.0;852.9;20/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-25;MODELO DO MATERIAL ENVIADOPOR EMAIL;4747;20123.0;79.9;07/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-25;NF 50620;4751;19930.0;277.0;26/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-25;NF 6151;4752;19937.0;668.34;26/04/2024;NORMAL;1856;APROVADA;REALIZADA
402;2024-04-25;LINK PARA COMPRA ENVIADO POR EMAIL;4748;20008.0;2039.0;10/05/2024;NORMAL;1856;ATENDIDA;PENDENTE
1;2024-04-24;REF A SOLICITACAO 4682;4731;19956.0;7749.19;29/04/2024;NORMAL;1856;APROVADA;PENDENTE
13;2024-04-24;NF 9;4734;19904.0;1120.0;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
13;2024-04-24;NF 226;4739;19928.0;210.0;26/04/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-04-24;NF 202400000000011;4737;19896.0;249.0;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-04-24;NF 207;4738;19897.0;598.0;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
821;2024-04-24;NF 308;4736;19898.0;15328.0;24/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-23;NF 994;4712;19876.0;5934.35;23/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-23;NF 11239;4714;19901.0;370.0;24/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-23;MODELO ENVIADO POR EMAIL;4720;19988.0;1638.0;03/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-23;SEGUIR O MODELO DO LINK ENVIADO PO REMAIL;4725;19961.0;324.0;29/04/2024;NORMAL;1856;APROVADA;PENDENTE
13;2024-04-23;LINK DO MATERIAL ENVIADO POR EMAIL;4718;;225.72;;NORMAL;1856;APROVADA;PENDENTE
18;2024-04-23;NF 384;4715;19875.0;680.0;23/04/2024;NORMAL;1856;APROVADA;REALIZADA
18;2024-04-23;NF 1096;4716;19892.0;980.0;24/04/2024;NORMAL;1856;APROVADA;REALIZADA
25;2024-04-23;LINK COM O MODELO DO MATERIAL ENVIADO POR EMAIL;4722;20023.0;590.0;05/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-22;NF 8141;4699;19881.0;998.16;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-04-22;NF 50620;4701;19873.0;277.0;23/04/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-04-22;FAVOR SEGUIR O LINK ENVIADO POR EMAIL;4702;20019.0;329.7;02/05/2024;NORMAL;1857;APROVADA;PENDENTE
2;2024-04-22;NF 29070;4706;19889.0;158.53;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
30;2024-04-22;NF 29125;4703;19885.0;666.42;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
605;2024-04-22;NF 29069;4704;19886.0;105.69;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
607;2024-04-22;NF 29110;4708;19890.0;105.32;24/04/2024;NORMAL;1857;APROVADA;REALIZADA
841;2024-04-22;LINK DO MATERIAL ENVIADO POR EMAIL;4709;20068.0;250.0;06/05/2024;NORMAL;1856;APROVADA;PENDENTE
1;2024-04-19;;4678;19880.0;499.0;24/04/2024;NORMAL;1851;APROVADA;PENDENTE
1;2024-04-19;;4686;20083.0;420.0;06/05/2024;ALTA;1856;APROVADA;PENDENTE
10;2024-04-19;NF 10;4689;19862.0;600.0;23/04/2024;NORMAL;1857;APROVADA;REALIZADA
18;2024-04-19;NF 5014229;4693;19866.0;1900.0;23/04/2024;NORMAL;1857;APROVADA;REALIZADA
18;2024-04-19;NF 3;4695;19864.0;1000.0;23/04/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-04-19;NF 202400000000010;4679;19827.0;438.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
25;2024-04-19;NF 206;4681;19828.0;3379.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-04-19;NF 15586;4684;19810.0;602.97;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
821;2024-04-19;NF 99836;4677;19849.0;3837.0;22/04/2024;NORMAL;1856;APROVADA;REALIZADA
1;2024-04-18;LIN DO MATERIAL ENVIADO POR EMAIL;4650;19859.0;533.08;23/04/2024;ALTA;1856;APROVADA;PENDENTE
1;2024-04-18;NF 2647;4651;19836.0;3000.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
1;2024-04-18;NF 2650;4657;19838.0;800.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
2;2024-04-18;NF 2653;4660;19818.0;250.0;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
5;2024-04-18;NF 2657;4666;19843.0;500.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
8;2024-04-18;NF 115;4671;19813.0;850.0;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-04-18;NF 39;4647;19835.0;2400.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
9;2024-04-18;NF 116;4672;19812.0;1997.0;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
13;2024-04-18;NF 26796;4668;19815.0;262.53;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
14;2024-04-18;NF 2656;4664;19842.0;270.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
19;2024-04-18;DESCRICAO ENVIADA POR EMAIL;4646;19918.0;1340.0;25/04/2024;NORMAL;1856;APROVADA;PENDENTE
23;2024-04-18;NF 2658;4667;19817.0;400.0;19/04/2024;NORMAL;1857;APROVADA;REALIZADA
30;2024-04-18;NF 2655;4662;19841.0;1100.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
402;2024-04-18;NF 2649;4654;19837.0;2000.0;22/04/2024;NORMAL;1857;APROVADA;REALIZADA
