Empresa;Data;Prestador;Tipo;Descricao_Item;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Numero_NF;Vencimento_NF
25;2025-10-20;;Compra;;14623;;650.0;;NORMAL;1858;APROVADA;;
821;2025-10-20;;Produto;Materiais para obra bravissima. nao efetuar o pagamento, ate a valida do alberto.;14614;;20488.96;;NORMAL;1858;PENDENTE;7651;
821;2025-10-20;;Produto;Material para obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14615;;13382.34;;NORMAL;1858;PENDENTE;7672;
821;2025-10-20;;Produto;Material para obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14617;;15923.88;;NORMAL;1858;PENDENTE;7677;
1;2025-10-17;;Compra;;14585;31071.0;723.52;20/10/2025;ALTA;1858;APROVADA;;
1;2025-10-17;;Serviço;Troca de duas bateriais do elevador.;14586;31061.0;483.42;17/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-17;;Compra;;14587;;26.0;;NORMAL;1858;APROVADA;;
1;2025-10-17;;Serviço;Transporte de marmore contratado pelo nelsinho.;14588;31088.0;2800.0;17/10/2025;NORMAL;1858;APROVADA;60;
9;2025-10-17;;Compra;;14605;;379.0;;NORMAL;1858;APROVADA;;
821;2025-10-17;;Serviço;Instalacao e montagem de produtos.;14590;;13801.33;;NORMAL;1858;PENDENTE;1474;
821;2025-10-17;;Produto;Materiais utilizados na obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14593;31110.0;4450.08;17/10/2025;NORMAL;1858;APROVADA;43491;
842;2025-10-17;;Serviço;Limpeza de fachada.;14606;;1250.0;;NORMAL;1858;APROVADA;;
19;2025-10-15;;Compra;Compra de placa e extintor.;14543;31021.0;175.0;15/10/2025;NORMAL;1858;APROVADA;130;
821;2025-10-15;;Produto;Materiais para obra bravissima.;14538;31022.0;866.24;15/10/2025;NORMAL;1858;APROVADA;20300;
821;2025-10-15;;Produto;Materiais para obra bravissima.;14539;31023.0;1012.54;15/10/2025;NORMAL;1858;APROVADA;20287;
842;2025-10-15;;Serviço;Fabricacao de araras.;14542;31020.0;2300.0;15/10/2025;NORMAL;1858;APROVADA;88;
842;2025-10-15;;Produto;Materiais para a instalacao do driver.;14549;;2041.96;;NORMAL;1858;APROVADA;;
1;2025-10-14;;Compra;;14515;31155.0;4240.0;24/10/2025;NORMAL;1858;APROVADA;;
23;2025-10-14;;Produto;Vidros para troca e remocao das setas da fachada da loja.;14483;31086.0;10130.25;17/10/2025;NORMAL;1858;APROVADA;;
23;2025-10-14;;Produto;Troca de vidro, necessario remover devido a troca de setas.;14511;31084.0;1057.5;17/10/2025;NORMAL;1858;APROVADA;;
605;2025-10-14;;Produto;Remocao de setas da fachada da loja.;14514;31087.0;4927.0;17/10/2025;NORMAL;1858;APROVADA;;
821;2025-10-14;;Serviço;Montagem e instalacao de moveis.;14484;31008.0;6943.36;15/10/2025;NORMAL;1858;APROVADA;1473;
843;2025-10-14;;Compra;;14485;31041.0;762.0;16/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-13;;Serviço;Fornecimento de cacamba para remocao de entulho.;14454;30962.0;1140.0;13/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-13;;Compra;;14455;31148.0;2705.27;27/10/2025;ALTA;1858;APROVADA;;
1;2025-10-13;;Compra;;14459;31006.0;350.0;16/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-13;;Serviço;Cursos diversos.;14466;;7600.0;;NORMAL;1858;APROVADA;;
1;2025-10-13;;Compra;;14475;31002.0;600.0;17/10/2025;ALTA;1858;APROVADA;;
5;2025-10-13;;Serviço;Troca de vidro trincado da vitrine.;14445;30965.0;3500.01;13/10/2025;NORMAL;1858;APROVADA;1597;
13;2025-10-13;;Compra;;14452;30988.0;1662.5;21/10/2025;NORMAL;1858;APROVADA;;
25;2025-10-13;;Serviço;Controle de pragas para jardim.;14446;30964.0;423.53;13/10/2025;NORMAL;1858;APROVADA;197;
30;2025-10-13;;Serviço;Montagem de dois jardins.;14456;31044.0;20700.0;16/10/2025;NORMAL;1858;APROVADA;327;
821;2025-10-13;;Produto;Moveis para o bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14448;30963.0;7918.0;13/10/2025;NORMAL;1858;APROVADA;4693;
841;2025-10-13;;Serviço;Troca de 12 lancas e 02 sacos de pedrisco.;14463;31131.0;680.0;20/10/2025;NORMAL;1858;APROVADA;326;
843;2025-10-13;;Serviço;Lavagem de cortina.;14458;30960.0;195.0;13/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-10;;Compra;;14407;30974.0;477.96;17/10/2025;ALTA;1858;APROVADA;;
1;2025-10-10;;Compra;;14411;30971.0;2887.85;17/10/2025;ALTA;1858;APROVADA;;
1;2025-10-10;;Compra;;14412;31017.0;375.0;17/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-10;;Serviço;Horas extras realizadas no mes de setembro.;14413;30927.0;3922.4;10/10/2025;NORMAL;1858;APROVADA;84526;
5;2025-10-10;;Serviço;Troca de vidro trincado da vitrine.;14415;30944.0;3500.0;10/10/2025;NORMAL;1858;APROVADA;;
14;2025-10-10;;Serviço;Projetos de estrutura, combate a incendio, eletrico e ar condioconado.;14428;30968.0;11800.0;13/10/2025;NORMAL;1858;APROVADA;;
19;2025-10-10;;Serviço;Remocao do vidro e logo, entulho.;14414;30937.0;300.0;10/10/2025;NORMAL;1858;APROVADA;;
402;2025-10-10;;Compra;;14420;30969.0;2887.85;17/10/2025;ALTA;1858;APROVADA;;
605;2025-10-10;;Compra;;14424;31004.0;207.0;15/10/2025;NORMAL;1858;APROVADA;;
821;2025-10-10;;Produto;Materiais para obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14416;30939.0;31.88;10/10/2025;NORMAL;1858;APROVADA;207159;
821;2025-10-10;;Produto;Materiais para obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14417;30943.0;931.4;10/10/2025;NORMAL;1858;APROVADA;17652;
821;2025-10-10;;Produto;Aparador coudelaria para obra bravissima. nao efetuar o pagamento, ate a validacao do alberto.;14422;31033.0;136000.0;16/10/2025;NORMAL;1858;APROVADA;9;
842;2025-10-10;;Compra;;14425;30946.0;1150.0;10/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-08;;Compra;;14379;31005.0;1140.0;17/10/2025;NORMAL;1858;APROVADA;;
402;2025-10-08;;Compra;;14373;30966.0;5019.58;17/10/2025;ALTA;1858;APROVADA;;
844;2025-10-08;;Serviço;Manutencao porta de enrolar.;14366;30858.0;800.0;08/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-07;;Serviço;Transporte logo, remocao de setas, manutencao.;14346;30913.0;3650.0;10/10/2025;NORMAL;1858;ATENDIDA;;
5;2025-10-07;;Produto;Vidro preto 6mm lapidado.;14341;30830.0;4380.49;08/10/2025;NORMAL;1858;APROVADA;1592;
9;2025-10-07;;Serviço;Acompanhamento de abertura e fechamento da loja.;14344;30853.0;4500.0;08/10/2025;NORMAL;1858;APROVADA;;
19;2025-10-07;;Serviço;Manutencao eletrica.;14348;30831.0;1300.0;08/10/2025;NORMAL;1858;APROVADA;87;
821;2025-10-07;;Produto;Revestimento de forro acustico. nao efetuar o pagamento, ate a validacao do alberto.;14347;30879.0;130822.44;09/10/2025;NORMAL;1858;ATENDIDA;22876;
821;2025-10-07;;Produto;10 cadeira seta estofado. nao efetuar o pagamento, ate a validacao do alberto.;14352;30856.0;60929.8;08/10/2025;NORMAL;1858;ATENDIDA;632745;
821;2025-10-07;;Produto;1 espelho dupla com perfis metalicos. nao efetuar o pagamento, ate a validacao do alberto.;14353;30970.0;7730.01;13/10/2025;NORMAL;1858;ATENDIDA;35145;
842;2025-10-07;;Produto;975 cabo flex 4mm vermelho. nao efetuar o pagamento, ate a validacao do alberto.;14354;30855.0;3900.0;08/10/2025;NORMAL;1858;ATENDIDA;416;
18;2025-10-06;Manutencao Ar Condicionado;Outro;;14320;;1572.0;;NORMAL;1858;APROVADA;;
19;2025-10-06;;Serviço;Manutencao dos extintores.;14324;30779.0;338.0;06/10/2025;NORMAL;1858;APROVADA;;
30;2025-10-06;Limpeza De Vitrine;Outro;;14315;;2163.0;;NORMAL;1858;APROVADA;;
402;2025-10-06;Manutencao Elevador;Outro;;14321;;1939.44;;NORMAL;1858;APROVADA;;
402;2025-10-06;;Compra;;14327;;480.0;;ALTA;1858;APROVADA;;
605;2025-10-06;Limpeza De Vitrine;Outro;;14316;;318.0;;NORMAL;1858;APROVADA;;
841;2025-10-06;Manutencao Ar Condicionado;Outro;;14313;;2700.0;;NORMAL;1858;APROVADA;;
842;2025-10-06;Limpeza De Vitrine;Outro;;14318;;1383.0;;NORMAL;1858;APROVADA;;
843;2025-10-06;Manutencao Ar Condicionado;Outro;;14314;;750.0;;NORMAL;1858;APROVADA;;
843;2025-10-06;Limpeza De Vitrine;Outro;;14319;;516.0;;NORMAL;1858;APROVADA;;
607;2025-10-04;Manutencao Ar Condicionado;Outro;;14312;;540.0;;NORMAL;1858;APROVADA;;
607;2025-10-04;Limpeza De Vitrine;Outro;;14317;;342.0;;NORMAL;1858;APROVADA;;
1;2025-10-03;;Compra;;14262;30815.0;205.89;08/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-03;;Compra;;14271;30780.0;4060.0;08/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-03;;Serviço;Manutencao na maquina de lavar.;14286;30800.0;1380.0;07/10/2025;NORMAL;1858;APROVADA;1150;
1;2025-10-03;;Compra;;14288;30906.0;1500.0;29/10/2025;NORMAL;1858;APROVADA;;
9;2025-10-03;Monitoramento Lago Sul;Outro;;14293;;1053.06;;NORMAL;1856;APROVADA;;
10;2025-10-03;;Serviço;Retirada, restauracao e recolocacao de 6 tampos de vidro.;14263;30715.0;3000.0;03/10/2025;NORMAL;1858;APROVADA;;
13;2025-10-03;Manutencao Do Ar Condicionado;Outro;;14295;;855.18;;NORMAL;1856;APROVADA;;
14;2025-10-03;;Serviço;Manutencao e substituicao poltrona e sofa.;14294;30746.0;490.0;06/10/2025;NORMAL;1858;APROVADA;73;
14;2025-10-03;Manut Do Ar Condicionado;Outro;;14296;;810.0;;NORMAL;1856;APROVADA;;
14;2025-10-03;Limpeza De Vitrine;Outro;;14298;;345.0;;NORMAL;1856;APROVADA;;
19;2025-10-03;;Serviço;Troca dos vidros internos da loja.;14297;30747.0;3700.0;06/10/2025;NORMAL;1858;APROVADA;;
19;2025-10-03;Limpeza De Vitrine;Outro;;14299;;450.0;;NORMAL;1856;APROVADA;;
24;2025-10-03;Limpeza De Vitrine;Outro;;14305;;1500.0;;NORMAL;1856;APROVADA;;
25;2025-10-03;Material Para Amliacao De Pontos De Iluminacao No Belvedere;Outro;;14255;30991.0;2294.82;24/10/2025;ALTA;1856;APROVADA;;
25;2025-10-03;Visita Tecnica Para Manutencao Das Cameras;Outro;;14266;30718.0;250.0;03/10/2025;NORMAL;1856;APROVADA;;
25;2025-10-03;Monitoramento Emive;Outro;;14301;;835.32;;NORMAL;1856;APROVADA;;
25;2025-10-03;;Serviço;;14302;;5109.0;;NORMAL;1856;APROVADA;;
25;2025-10-03;Limpeza De Vitrine;Outro;;14306;;1950.0;;NORMAL;1856;APROVADA;;
27;2025-10-03;Monitoramento Emive;Outro;;14303;;879.0;;NORMAL;1856;APROVADA;;
30;2025-10-03;Manut Do Ar Condicionado;Outro;;14307;;3300.0;;NORMAL;1856;APROVADA;;
402;2025-10-03;Manut Do Ar Condicionado;Outro;;14308;;6000.0;;NORMAL;1856;APROVADA;;
605;2025-10-03;Manut Do Ar Condicionado;Outro;;14309;;540.0;;NORMAL;1856;APROVADA;;
607;2025-10-03;;Serviço;Manutencao da porta de enrolar.;14291;;800.0;;NORMAL;1858;APROVADA;;
821;2025-10-03;;Serviço;Assistencia de obra.;14269;30721.0;6000.0;03/10/2025;NORMAL;1858;APROVADA;1;
821;2025-10-03;;Serviço;Transporte de residuos.;14270;30720.0;640.0;03/10/2025;NORMAL;1858;APROVADA;14155;
821;2025-10-03;;Serviço;Jardinagem no bravissima.;14300;30749.0;680.0;06/10/2025;NORMAL;1858;APROVADA;;
841;2025-10-03;Limpeza E Zeladoria;Outro;;14304;31043.0;3150.0;16/10/2025;NORMAL;1856;APROVADA;;
843;2025-10-03;;Serviço;Manutencao porta de enrolar.;14292;30744.0;800.0;06/10/2025;NORMAL;1858;APROVADA;;
1;2025-10-02;Manut De Ar Condicionado;Outro;;14220;;9000.0;;NORMAL;1856;APROVADA;;
1;2025-10-02;Anut De Ar Condicionado;Outro;;14221;;2400.0;;NORMAL;1856;APROVADA;;
1;2025-10-02;Manut Do Elevador De Carga;Outro;;14223;30712.0;750.0;03/10/2025;NORMAL;1856;APROVADA;;
1;2025-10-02;Manut Do Elevador;Outro;;14224;;3778.17;;NORMAL;1856;APROVADA;;
1;2025-10-02;Trilogo Scarface;Outro;;14225;;15791.88;;NORMAL;1856;APROVADA;;
5;2025-10-02;Manut Do Ar Condicionado;Outro;;14244;30681.0;1440.0;03/10/2025;NORMAL;1856;APROVADA;;
8;2025-10-02;Limpeza De Vitrine;Outro;;14199;;1140.0;;NORMAL;1856;APROVADA;;
9;2025-10-02;Limpeza De Vitrine;Outro;;14200;;1590.0;;NORMAL;1856;APROVADA;;
9;2025-10-02;Limpeza De Vitrine;Outro;;14216;;1500.0;;NORMAL;1856;APROVADA;;
13;2025-10-02;Limpeza De Vitrine;Outro;;14234;30692.0;690.0;03/10/2025;NORMAL;1856;APROVADA;;
13;2025-10-02;Limpeza Extra;Outro;;14235;30737.0;250.0;06/10/2025;NORMAL;1856;APROVADA;;
23;2025-10-02;Limpza De Vitrine Campinas;Outro;;14217;;900.0;;NORMAL;1856;APROVADA;;
23;2025-10-02;Manut De Ar Condiconado;Outro;;14245;30685.0;1440.0;03/10/2025;NORMAL;1856;APROVADA;;
25;2025-10-02;Manut. Ar Condicionado;Outro;;14198;;1800.0;;NORMAL;1856;APROVADA;;
25;2025-10-02;Seguranca Belvedere ( Grupo Malta);Outro;;14236;30826.0;20596.86;08/10/2025;NORMAL;1856;APROVADA;;
25;2025-10-02;Horas Extras Seguranca Belvedere;Outro;;14237;30708.0;199.82;03/10/2025;NORMAL;1856;APROVADA;;
25;2025-10-02;;Serviço;;14241;30722.0;2625.0;03/10/2025;NORMAL;1856;APROVADA;;
27;2025-10-02;Manut Preventva Do Ar Condicionado;Outro;;14197;;600.0;;NORMAL;1856;APROVADA;;
29;2025-10-02;Manut No Elevador;Outro;;14242;30711.0;750.0;03/10/2025;NORMAL;1856;APROVADA;;
402;2025-10-02;Trilogo Rai;Outro;;14227;;1236.48;;NORMAL;1856;APROVADA;;
605;2025-10-02;Trilogo Rlcp;Outro;;14228;;1301.49;;NORMAL;1856;APROVADA;;
801;2025-10-02;Trilogo Amlc;Outro;;14229;;696.0;;NORMAL;1856;APROVADA;;
821;2025-10-02;;Outro;;14247;30703.0;5740.0;03/10/2025;NORMAL;1856;APROVADA;3948;
831;2025-10-02;Gpav Trilogo;Outro;;14230;;1236.51;;NORMAL;1856;APROVADA;;
841;2025-10-02;Trilogo Spock;Outro;;14232;;619.44;;NORMAL;1856;APROVADA;;
841;2025-10-02;;Serviço;;14239;30828.0;14760.0;08/10/2025;NORMAL;1856;APROVADA;;
1;2025-10-01;;Serviço;;14177;30693.0;18874.35;03/10/2025;NORMAL;1856;APROVADA;;
1;2025-10-01;;Serviço;;14180;30700.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;;
28;2025-10-01;Monitoramento Galpao 92;Outro;;14184;30698.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;;
29;2025-10-01;Moonitoramento Galpao 116;Outro;;14183;30697.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;;
402;2025-10-01;;Serviço;;14181;30695.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;;
821;2025-10-01;;Produto;Materiais para obra bravissima.;14171;30624.0;363.27;01/10/2025;NORMAL;1858;APROVADA;206718;
821;2025-10-01;;Produto;Materiais de marcenaria para living.;14172;30903.0;81296.56;09/10/2025;NORMAL;1858;ATENDIDA;35053;
821;2025-10-01;;Produto;Materiais de marcenaria para living.;14173;30636.0;28329.04;02/10/2025;NORMAL;1858;ATENDIDA;35067;
821;2025-10-01;;Produto;Materiais de marcenaria para living, lavabo, suite.;14174;30638.0;40907.51;02/10/2025;NORMAL;1858;ATENDIDA;35076;
821;2025-10-01;;Produto;Materiais de marcenaria para o quarto.;14176;30643.0;2307.85;02/10/2025;NORMAL;1858;ATENDIDA;35077;
821;2025-10-01;;Produto;Materiais de marcenaria para o quarto.;14178;30647.0;2307.85;02/10/2025;NORMAL;1858;ATENDIDA;35078;
821;2025-10-01;;Produto;Materiais de marcenaria para o armario.;14179;30650.0;43810.53;02/10/2025;NORMAL;1858;ATENDIDA;35083;
841;2025-10-01;Monitoramento Bela Cintra;Outro;;14186;30699.0;2789.07;03/10/2025;NORMAL;1856;APROVADA;;
842;2025-10-01;;Compra;;14182;30797.0;400.0;07/10/2025;NORMAL;1858;APROVADA;;
1;2025-09-30;;Compra;;14139;30757.0;200.0;07/10/2025;NORMAL;1858;APROVADA;;
1;2025-09-30;;Compra;;14144;30660.0;9000.0;09/10/2025;ALTA;1858;APROVADA;;
1;2025-09-30;;Outro;;14145;30606.0;483.42;30/09/2025;NORMAL;1856;APROVADA;85276;
1;2025-09-30;;Outro;;14146;30621.0;1184.77;01/10/2025;NORMAL;1856;APROVADA;6755;
25;2025-09-30;;Serviço;Manutencao moveis e poltrona.;14126;30585.0;380.0;30/09/2025;NORMAL;1858;APROVADA;2025;
25;2025-09-30;;Serviço;Manutencao balcao, porta.;14127;30586.0;967.26;30/09/2025;NORMAL;1858;APROVADA;2025;
25;2025-09-30;;Serviço;Limpeza caixa da agua.;14141;30603.0;1090.0;30/09/2025;NORMAL;1858;APROVADA;;
30;2025-09-30;;Compra;;14117;30612.0;4578.92;20/10/2025;NORMAL;1858;APROVADA;;
821;2025-09-30;;Compra;;14106;30605.0;33000.0;30/09/2025;NORMAL;1856;ATENDIDA;;
842;2025-09-30;;Serviço;Acompanhamento de obra referente ao mes de setembro.;14113;30578.0;2646.0;30/09/2025;NORMAL;1858;APROVADA;24;
842;2025-09-30;;Serviço;Acompanhamento e fiscalizacao de obra.;14114;30579.0;7000.0;30/09/2025;NORMAL;1858;APROVADA;1198;
1;2025-09-29;;Serviço;Manutencao extintores.;14083;30530.0;4532.0;29/09/2025;NORMAL;1858;APROVADA;20990;
1;2025-09-29;;Serviço;Acompanhamento, visita para orcamento e execucao.;14089;30559.0;2300.0;30/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-29;;Compra;;14094;30570.0;420.0;07/10/2025;NORMAL;1858;APROVADA;;
1;2025-09-29;;Serviço;Instalacao persiana.;14095;30561.0;250.0;30/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-29;;Compra;;14096;30562.0;5000.0;24/10/2025;ALTA;1858;APROVADA;;
8;2025-09-29;;Serviço;Marcenaria.;14084;30538.0;683.0;29/09/2025;NORMAL;1858;APROVADA;;
13;2025-09-29;;Serviço;Manutencao extintores.;14082;30539.0;670.0;29/09/2025;NORMAL;1858;APROVADA;6563;
19;2025-09-29;;Serviço;Marcenaria, manutencao das gavetas.;14081;30558.0;2800.0;30/09/2025;NORMAL;1858;APROVADA;51;
19;2025-09-29;;Serviço;Remecao dos vidros externos e instalacao de novos sem logo.;14085;30554.0;5800.0;29/09/2025;NORMAL;1858;APROVADA;;
24;2025-09-29;Manutencao Nas Telas Tensionadas De Bh;Outro;;14074;30537.0;3050.0;29/09/2025;NORMAL;1856;APROVADA;;
24;2025-09-29;Substituicao De Lampadas Em 3 Areas Da Loja;Outro;;14076;30607.0;1700.0;30/09/2025;NORMAL;1856;APROVADA;;
24;2025-09-29;Pintura E Instalacao De Suporte De Linhas;Outro;;14077;30532.0;1800.0;29/09/2025;NORMAL;1856;APROVADA;;
605;2025-09-29;Manutencao Caixa Com Desmontagem Da Base;Outro;;14078;30560.0;750.0;30/09/2025;NORMAL;1856;APROVADA;;
821;2025-09-29;;Outro;;14100;30563.0;112.0;30/09/2025;NORMAL;1856;APROVADA;20442;
821;2025-09-29;;Outro;;14102;30564.0;7229.81;30/09/2025;NORMAL;1856;APROVADA;1467;
821;2025-09-29;;Outro;;14103;30565.0;13801.34;30/09/2025;NORMAL;1856;APROVADA;1468;
821;2025-09-26;;Produto;Couro para a obra bravissima.;14072;30520.0;510.0;29/09/2025;NORMAL;1858;APROVADA;17955;
1;2025-09-25;;Compra;;14037;30450.0;1800.0;26/09/2025;ALTA;1856;ATENDIDA;;
9;2025-09-25;;Serviço;;14048;30509.0;7200.0;26/09/2025;NORMAL;1856;APROVADA;34;
801;2025-09-25;Prateleiras Para O Riomar Fortaleza;Outro;;14051;;1072.0;;ALTA;1856;APROVADA;;
821;2025-09-25;;Outro;;14052;30584.0;51618.0;30/09/2025;NORMAL;1856;APROVADA;402;
1;2025-09-24;;Produto;4 gaveiteiros.;14020;30457.0;3920.0;25/09/2025;NORMAL;1858;ATENDIDA;77;
1;2025-09-24;;Produto;2 base palco.;14021;30457.0;1480.0;25/09/2025;NORMAL;1858;ATENDIDA;76;
1;2025-09-24;;Produto;Painel em revestimento em perita com prateleiras.;14022;30457.0;1680.0;25/09/2025;NORMAL;1858;ATENDIDA;74;
30;2025-09-24;;Serviço;Atendimento emergencial para o conserto do painel de led.;14011;30477.0;529.3;26/09/2025;NORMAL;1858;APROVADA;21923;
1;2025-09-23;;Compra;;13958;30475.0;433.0;30/09/2025;NORMAL;1858;APROVADA;;
9;2025-09-23;;Serviço;Manutencao da gaveta do balcao.;13964;30432.0;456.0;24/09/2025;NORMAL;1858;APROVADA;;
30;2025-09-23;Limpeza De Vitrine Extra Na Loja Do Matarazzo;Outro;;13960;30409.0;228.0;23/09/2025;NORMAL;1856;APROVADA;;
402;2025-09-23;;Serviço;Manutencao no sistema de para raios.;13963;30433.0;1890.0;24/09/2025;NORMAL;1858;APROVADA;21768;
1;2025-09-22;;Serviço;Pintura em perita para estrutura dos vidros.;13933;30428.0;2600.0;24/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-22;;Produto;9 bucha para gesso.;13947;30380.0;45.0;23/09/2025;NORMAL;1858;APROVADA;5063;
1;2025-09-22;Referente A Conserto De 2 Televisores E 2 Micro;Outro;;13951;30408.0;2250.0;23/09/2025;NORMAL;1856;APROVADA;;
19;2025-09-22;;Serviço;Troca de lampada, conserto ferro, troca estofado mesa de passar.;13945;30379.0;1300.0;23/09/2025;NORMAL;1858;APROVADA;;
605;2025-09-22;;Serviço;Manutencao sofa, mesa, rodape, caixa.;13930;30426.0;4350.0;24/09/2025;NORMAL;1858;APROVADA;;
821;2025-09-22;;Outro;;13950;30378.0;6954.01;23/09/2025;NORMAL;1856;ATENDIDA;2327;
841;2025-09-22;;Serviço;Manutencao corredica, porta de correr, porta banheiro.;13931;30427.0;2280.0;24/09/2025;NORMAL;1858;APROVADA;;
842;2025-09-22;;Produto;2 bandejas colmeia.;13936;30431.0;560.0;24/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-19;;Compra;;13878;30304.0;2806.0;19/09/2025;ALTA;1856;APROVADA;;
1;2025-09-19;;Compra;;13882;30369.0;1050.0;24/09/2025;ALTA;1858;APROVADA;;
1;2025-09-19;;Compra;;13887;30326.0;300.0;23/09/2025;ALTA;1858;APROVADA;;
1;2025-09-19;;Compra;;13889;30482.0;2277.0;03/10/2025;NORMAL;1858;APROVADA;;
9;2025-09-19;;Serviço;Projeto avcb lago sul 2 parcela.;13895;30311.0;1400.0;22/09/2025;NORMAL;1858;APROVADA;204;
11;2025-09-19;;Produto;Vidro 6mm incolor temperado.;13902;30314.0;1515.0;22/09/2025;NORMAL;1858;APROVADA;;
13;2025-09-19;;Serviço;Remocao da camera.;13914;30316.0;320.0;22/09/2025;NORMAL;1858;APROVADA;;
24;2025-09-19;;Serviço;Marcenaria, troca de corredica de gavetas.;13880;30309.0;400.0;22/09/2025;NORMAL;1858;APROVADA;2025;
25;2025-09-19;;Serviço;Reparo de sofa.;13910;30315.0;150.0;22/09/2025;NORMAL;1858;APROVADA;117;
30;2025-09-19;;Serviço;Manutencao em um fabricador de gelo.;13898;30312.0;600.0;22/09/2025;NORMAL;1858;APROVADA;6642;
402;2025-09-19;;Compra;;13892;30483.0;2277.0;03/10/2025;NORMAL;1858;APROVADA;;
402;2025-09-19;;Serviço;Conserto da geladeira da camisaria.;13894;30310.0;1395.0;22/09/2025;NORMAL;1858;APROVADA;10;
821;2025-09-19;;Produto;Perfil para tela tensionada.;13901;30313.0;1518.9;22/09/2025;NORMAL;1858;ATENDIDA;22759;
841;2025-09-19;;Serviço;Dedetizacao.;13916;30317.0;1110.5;22/09/2025;NORMAL;1858;APROVADA;;
842;2025-09-19;;Produto;Materiais para o sistema de prevencao a incendio.;13905;30377.0;11968.95;23/09/2025;NORMAL;1858;ATENDIDA;1508;
1;2025-09-18;;Outro;;13855;30307.0;17700.0;22/09/2025;ALTA;1856;ATENDIDA;2922;
1;2025-09-17;;Serviço;Conserto no motor de carga.;13810;30306.0;550.0;22/09/2025;NORMAL;1858;APROVADA;43;
5;2025-09-17;Solicitacao Referente A Cobranca Fixa Da Limpeza De Vitrine;Outro;;13794;30237.0;500.0;18/09/2025;NORMAL;1856;APROVADA;;
25;2025-09-17;;Serviço;Substituicao dos drivers queimados da loja.;13795;30238.0;2071.4;18/09/2025;NORMAL;1858;APROVADA;2025;
1;2025-09-16;;Compra;;13760;30188.0;205.89;17/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-16;;Compra;;13774;30391.0;390.0;25/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-16;;Compra;;13780;30415.0;42.0;24/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-16;;Compra;;13783;30402.0;2700.0;25/09/2025;NORMAL;1858;APROVADA;;
24;2025-09-16;;Serviço;Manutencao da porta automatica.;13761;30235.0;2640.0;18/09/2025;NORMAL;1858;APROVADA;2025;
842;2025-09-16;;Serviço;Instalacao de paineis de led.;13785;30228.0;2637.5;17/09/2025;NORMAL;1858;APROVADA;21412;
1;2025-09-12;;Compra;;13717;30139.0;1807.8;17/09/2025;ALTA;1858;APROVADA;;
8;2025-09-12;;Serviço;Manutencao dos moveis;13720;30180.0;413.0;16/09/2025;NORMAL;1858;APROVADA;151;
10;2025-09-12;Referente A Cobranca Mensal Da Limpeza De Vitrine De Recife;Outro;;13703;30124.0;3600.0;12/09/2025;NORMAL;1856;APROVADA;;
13;2025-09-12;;Serviço;Manutencao ar condicionado.;13698;30122.0;290.9;12/09/2025;NORMAL;1858;APROVADA;29313;
30;2025-09-12;;Serviço;Desentupimento e raspagem no ramal de pia da copa.;13707;30134.0;3600.0;15/09/2025;NORMAL;1858;APROVADA;345;
25;2025-09-11;;Compra;;13676;30102.0;102.9;11/09/2025;NORMAL;1856;APROVADA;;
27;2025-09-11;;Serviço;Desentupimento da rede de esgoto.;13704;30132.0;5052.21;15/09/2025;NORMAL;1858;APROVADA;2025;
801;2025-09-11;;Compra;;13675;30182.0;1338.66;25/09/2025;ALTA;1856;APROVADA;;
821;2025-09-11;;Produto;Materiais de pintura para a obra bravissima.;13702;30123.0;317.0;12/09/2025;NORMAL;1858;ATENDIDA;80944;
821;2025-09-11;;Produto;Material torre de tomada para mesa.;13705;30133.0;949.99;15/09/2025;NORMAL;1858;ATENDIDA;46;
842;2025-09-11;;Outro;;13678;30130.0;24498.9;15/09/2025;NORMAL;1856;ATENDIDA;19;
