Empresa;Data;Prestador;Tipo;Descricao_Item;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Numero_NF;Vencimento_NF
842;2025-07-01;;Produto;Soleira em marmore branco especial.;12313;28451.0;4000.0;02/07/2025;NORMAL;1858;ATENDIDA;591;08/07
1;2025-06-30;;Compra;;12275;28434.0;879.0;11/07/2025;NORMAL;1858;APROVADA;;
1;2025-06-30;;Compra;;12276;28416.0;1.0;04/07/2025; / TRENA LASER VERDE BOSCH GLM 50-27 CG COM BLUETOOTH.;1858;APROVADA;;
1;2025-06-30;;Compra;;12278;28426.0;730.0;08/07/2025;NORMAL;1858;APROVADA;;
1;2025-06-30;;Compra;;12280;28452.0;5402.84;08/07/2025;NORMAL;1858;APROVADA;;
1;2025-06-30;;Compra;;12281;28512.0;3383.9;08/07/2025;NORMAL;1858;APROVADA;;
1;2025-06-30;;Compra;;12286;28454.0;560.0;08/07/2025;ALTA;1856;APROVADA;;
11;2025-06-30;;Serviço;Limpeza e pre polimento piso cimenticio.;12283;28440.0;5300.0;02/07/2025;NORMAL;1858;APROVADA;146;11/07
25;2025-06-30;;Serviço;Limpeza e higienizacao de carpetes.;12268;28425.0;1125.0;01/07/2025;NORMAL;1858;APROVADA;2025;11/07
607;2025-06-30;;Serviço;Mao de obra para automacao do circuito da vitrine, incluindo instalacao;12270;28439.0;1600.0;02/07/2025;NORMAL;1858;APROVADA;570;18/07
821;2025-06-30;;Compra;;12273;;0.0;;" / 01 TV SMART OLED 77""";1858;NAO LIBERADA;;
842;2025-06-30;;Outro;;12288;28441.0;20000.0;02/07/2025;NORMAL;1856;APROVADA;1108;
1;2025-06-27;;Produto;01 filtro secante com rabicho 01 termostato para bebedouro;12243;28380.0;930.0;30/06/2025;NORMAL;1858;APROVADA;2789;10/07
1;2025-06-27;;Produto;Rodade durafloor clean 8cm;12250;28387.0;1775.0;30/06/2025;NORMAL;1858;APROVADA;635;25/07
8;2025-06-27;;Serviço;Preventiva porta de enrolar, e troca de baterias dos controles.;12236;28381.0;900.0;30/06/2025;NORMAL;1858;APROVADA;165;10/07
11;2025-06-27;;Serviço;Manutencao e organizacao de moveis.;12232;28383.0;910.0;30/06/2025;NORMAL;1858;APROVADA;59;09/07
11;2025-06-27;;Serviço;Manutencao preventiva em porta automatica;12248;28382.0;1.0;30/06/2025; / LUBRIFICACAO, LIMPEZA, ALINHAMENTO, VERIFICACAO DE BATERIA DO NOBREAK.;1858;APROVADA;3;07/07
402;2025-06-27;;Compra;;12228;28564.0;2649.0;07/07/2025;NORMAL;1856;ATENDIDA;;
402;2025-06-27;;Compra;;12246;28464.0;2450.0;11/07/2025;NORMAL;1858;ATENDIDA;;
821;2025-06-27;;Serviço;Icamento de materiais.;12231;28379.0;2290.0;30/06/2025;NORMAL;1858;APROVADA;220;05/07
821;2025-06-27;;Produto;01 tapete feito a mao mod.aloe 5,15x3,80 01 tapete feito a mao mod.zili 6,10x3,60;12237;28388.0;127699.54;30/06/2025;NORMAL;1858;APROVADA;91406;11/07
821;2025-06-27;;Produto;Materiais obra bravissima;12240;28408.0;9849.27;01/07/2025;NORMAL;1858;ATENDIDA;42914;13/07
821;2025-06-27;Referente Ao Contrato Da Mesa Do Bravissima;Outro;;12249;28418.0;148745.12;01/07/2025;NORMAL;1856;APROVADA;;
1;2025-06-25;;Compra;;12196;28312.0;1600.0;30/06/2025;NORMAL;1858;APROVADA;;
1;2025-06-25;;Serviço;Mao de obra para identificacao de falha no painel eletrico de incendio;12203;28331.0;1.0;26/06/2025; / E SUBSTITUICAO DO COMPONENTE DANIFICADO.;1858;APROVADA;562;10/07
1;2025-06-25;;Serviço;Instalacao da estrutura metalica utilizada na protecao;12206;28332.0;1.0;26/06/2025; / DO VAO DE DILATACAO DO PREDIO.;1858;APROVADA;85;10/07
821;2025-06-25;;Produto;Couro bov mob new montana para revestimento, bravissima;12195;28333.0;7830.0;26/06/2025;NORMAL;1858;ATENDIDA;20080;04/07
821;2025-06-25;;Produto;Revestimento linha acqua trama 4x4 cor cappuccino;12198;28378.0;15271.6;30/06/2025;NORMAL;1858;ATENDIDA;1456;
1;2025-06-24;;Serviço;Seguranca e vigilancia;12181;28330.0;5852.14;26/06/2025;NORMAL;1858;APROVADA;83194;09/07
842;2025-06-24;;Outro;;12189;;56290.0;;ALTA;1853;APROVADA;;
842;2025-06-24;;Outro;;12190;;101849.22;;ALTA;1853;APROVADA;;
842;2025-06-24;;Outro;;12191;28389.0;18793.0;30/06/2025;NORMAL;1853;APROVADA;;
1;2025-06-23;;Serviço;Mesa para a sala do sac;12149;28260.0;1.0;24/06/2025; / MEDIDAS 100X60.;1858;APROVADA;3;07/07
13;2025-06-23;;Compra;;12156;;2948.0;;NORMAL;1858;APROVADA;;
821;2025-06-23;;Compra;;12145;;16486.48;;NORMAL;1858;NAO LIBERADA;;
842;2025-06-23;;Outro;;12154;28251.0;20000.0;23/06/2025;ALTA;1856;APROVADA;1102;
1;2025-06-20;;Compra;;12142;28368.0;1365.0;30/06/2025;NORMAL;1856;APROVADA;;
1;2025-06-18;;Compra;;12102;28250.0;900.0;30/06/2025;NORMAL;1858;APROVADA;;
1;2025-06-18;Manta Para Piso Vinilico Anti Impacto E Ruidos;Outro;;12115;28255.0;3060.0;24/06/2025;NORMAL;1858;ATENDIDA;;
24;2025-06-18;;Serviço;Manutencao da porta de enrolar.;12106;28243.0;850.0;23/06/2025;NORMAL;1858;APROVADA;2025;02/07
25;2025-06-18;;Serviço;Troca de driver da iluminacao e reparo eletrico.;12100;28240.0;477.78;23/06/2025;NORMAL;1858;APROVADA;2025;30/06
25;2025-06-18;;Serviço;Eletrica, manutencao em portas de vidro e fechaduras;12101;28242.0;2740.0;23/06/2025;NORMAL;1858;APROVADA;2025;04/07
821;2025-06-18;;Produto;Ultra suede lisa cabeceiras para suite ra;12116;28246.0;3147.8;23/06/2025;NORMAL;1858;ATENDIDA;31489;27/06
1;2025-06-17;;Compra;50 lampadas para campinas.;12091;28197.0;3573.0;23/06/2025;ALTA;1858;APROVADA;;
607;2025-06-17;;Outro;;12085;28164.0;490.0;17/06/2025;NORMAL;1856;APROVADA;58;
821;2025-06-17;;Outro;;12089;28196.0;52333.0;20/06/2025;NORMAL;1856;APROVADA;322;
821;2025-06-17;;Serviço;Execucao por adm de obras construcao civil;12090;28190.0;1.0;18/06/2025; / INSTALACAO E MONTAGEM PRODUTOS. / REFERENTE A 2 PARCELA.;1858;APROVADA;1450;27/06
841;2025-06-17;;Outro;;12084;28163.0;870.0;17/06/2025;NORMAL;1856;APROVADA;57;
1;2025-06-16;;Outro;;12056;28155.0;6650.0;17/06/2025;NORMAL;1856;APROVADA;850;
1;2025-06-16;;Outro;;12058;28156.0;2928.92;17/06/2025;NORMAL;1856;APROVADA;849;
1;2025-06-16;;Outro;;12059;28157.0;572.0;17/06/2025;NORMAL;1856;APROVADA;5862;
1;2025-06-16;;Compra;;12064;28144.0;2180.0;25/06/2025;ALTA;1856;ATENDIDA;;
19;2025-06-16;;Serviço;Manutencao preventiva da porta de enrolar de salvador.;12062;28162.0;500.0;17/06/2025;NORMAL;1858;APROVADA;1520;27/06
1;2025-06-13;;Outro;;12018;28108.0;5800.0;16/06/2025;NORMAL;1856;APROVADA;1188;
1;2025-06-13;;Compra;;12019;28112.0;5550.0;16/06/2025;NORMAL;1856;ATENDIDA;2800;
1;2025-06-13;;Compra;;12035;28106.0;235.2;23/06/2025;ALTA;1856;APROVADA;;
8;2025-06-13;;Serviço;Acompanhamento tecnico da retirada dos logos da loja.;12022;28111.0;2000.0;16/06/2025;NORMAL;1858;APROVADA;74;26/06
13;2025-06-13;;Serviço;Troca de formicas em 03 moveis. local do frigobar e;12026;28110.0;1.0;16/06/2025; / OUTRO NA ESTANTE ONDE GUARDA MATERIAL DE LIMPEZA.;1858;APROVADA;41;26/06
843;2025-06-13;Carpete Para  O Morumbi;Outro;;12020;28113.0;3870.0;16/06/2025;NORMAL;1856;ATENDIDA;;
1;2025-06-12;Referente A Obra No Financeiro E G&C;Outro;;11988;28107.0;17957.74;30/06/2025;ALTA;1856;ATENDIDA;;
1;2025-06-12;;Compra;;11993;28138.0;1710.0;01/07/2025;NORMAL;1856;APROVADA;;
1;2025-06-12;Materiais Para A Obra Do Financeiro;Outro;;11995;28115.0;573.45;16/06/2025;NORMAL;1856;ATENDIDA;;
1;2025-06-12;Massa Corrida Para Aobra Do Financeiro;Outro;;11999;28083.0;232.0;17/06/2025;NORMAL;1856;APROVADA;;
1;2025-06-12;;Compra;;12000;28137.0;2909.52;11/07/2025;NORMAL;1856;APROVADA;;
1;2025-06-12;;Compra;;12001;28078.0;650.71;13/06/2025;ALTA;1856;ATENDIDA;;
1;2025-06-12;Instalacao De Piso;Outro;;12004;;5250.0;;NORMAL;1856;APROVADA;;
1;2025-06-12;Substituicao Das Lampadas De Salvador;Outro;;12012;28116.0;1035.04;20/06/2025;ALTA;1856;APROVADA;;
19;2025-06-12;;Compra;;12006;28141.0;500.0;18/06/2025;ALTA;1856;APROVADA;;
1;2025-06-11;;Outro;;11970;28056.0;1.0;11/06/2025; / 03 MESAS (1 COM RECORTE DE PILAR) - MEDIDAS 240X60;1858;APROVADA;2;07/07
1;2025-06-11;;Produto;Acrilico fosco completo branco neve 8l;11975;28080.0;859.98;13/06/2025;NORMAL;1858;APROVADA;55375;09/07
402;2025-06-11;;Produto;Espelho 4mm lapidado + instalacao.;11972;28060.0;299.5;11/06/2025;NORMAL;1858;APROVADA;1512;25/06
821;2025-06-11;;Outro;;11973;28061.0;34.72;11/06/2025;NORMAL;1856;APROVADA;5095;
821;2025-06-11;;Outro;;11974;28079.0;51253.65;13/06/2025;NORMAL;1856;ATENDIDA;22294;
842;2025-06-11;Referente Ao Contrato Dos Bancos Em Couro Preto Do Phg;Outro;;11978;;18639.0;;NORMAL;1856;APROVADA;;
842;2025-06-11;;Outro;;12021;28109.0;18639.0;16/06/2025;NORMAL;1856;ATENDIDA;21075;
842;2025-06-11;;Serviço;Placa mdf, piso paviflex cinza;12053;28159.0;1.0;17/06/2025; / INSTALACAO MDF, INSTALACAO PISO VINILICO.;1858;APROVADA;106;24/06
842;2025-06-11;;Serviço;Piso em manta;12057;28161.0;1947.61;17/06/2025;NORMAL;1858;APROVADA;110;24/06
1;2025-06-10;;Serviço;Carpintaria 01 mesa de 140x70;11946;28029.0;8550.0;10/06/2025;NORMAL;1858;APROVADA;1;13/06
1;2025-06-10;;Serviço;Colocacao de placa de gesso;11949;28057.0;1.0;11/06/2025; / PROJETO AMPLIACAO SALA FINANCEIRO.;1858;APROVADA;172;25/06
1;2025-06-10;;Serviço;Colocao de placa de gesso;11950;28058.0;1.0;11/06/2025; / REFORMA DA SALA DO G&C.;1858;APROVADA;173;25/06
11;2025-06-10;;Outro;;11941;28031.0;8.0;10/06/2025; / EXTINTOR REC PQS KG ABC, EXTINTOR REC PQS 6KG BC;1858;APROVADA;3258;04/07
11;2025-06-10;;Serviço;Troca de led dos provadores.;11944;28030.0;350.0;10/06/2025;NORMAL;1858;APROVADA;209;23/06
842;2025-06-10;;Produto;Saco p;11953;28059.0;144.2;11/06/2025;NORMAL;1858;APROVADA;649170;17/06
1;2025-06-09;;Serviço;Locacao de duas cacambas estacionarias para remocao de entulho.;11924;28012.0;1140.0;10/06/2025;NORMAL;1858;APROVADA;11388;21/06
1;2025-06-09;;Serviço;Demolicao com remocao, projeto ampliacao sala do financeiro.;11927;28014.0;3300.0;10/06/2025;NORMAL;1858;APROVADA;35;24/06
18;2025-06-09;;Serviço;Manutencao preventiva mensal dos condicionadores de ar.;11932;28017.0;524.0;10/06/2025;NORMAL;1858;APROVADA;1211;26/06
19;2025-06-09;;Serviço;Substituicao de 05 lampadas e posicionamento de foco iluminacao vitrine e manequins salao.;11926;28018.0;750.0;10/06/2025;NORMAL;1858;APROVADA;46;20/06
1;2025-06-06;;Compra;;11896;28043.0;2000.0;18/06/2025;NORMAL;1858;APROVADA;;
10;2025-06-06;;Outro;;11900;27997.0;1.0;09/06/2025; / TROCA DE 07 LAMPADAS TUBULAR LED E 01 LAMPADA BULBO NO ESTOQUE E ALFAIATARIA;1858;APROVADA;188;16/06
25;2025-06-06;;Serviço;Hora extra de vigilancia referente ao mes 05;11904;28009.0;275.22;10/06/2025;NORMAL;1858;APROVADA;2025;15/06
821;2025-06-06;;Produto;Produtos referentes ao sistema de abertura da porta de entrada principal do apartamento no bravissima;11910;28000.0;4252.5;09/06/2025;NORMAL;1858;ATENDIDA;202;19/06
821;2025-06-06;;Serviço;Instalacao de controle de acesso da porta de entrada principal bravissima.;11913;28015.0;3088.0;10/06/2025;NORMAL;1858;APROVADA;102;19/06
13;2025-06-05;;Outro;;11889;28007.0;1969.0;10/06/2025;NORMAL;1856;APROVADA;2320;
821;2025-06-05;;Outro;;11879;27981.0;727.46;09/06/2025;NORMAL;1856;ATENDIDA;18694;
821;2025-06-05;;Serviço;;11887;27988.0;18826.57;09/06/2025;NORMAL;1856;APROVADA;144;
1;2025-06-04;;Serviço;Atendimento emergencial;11851;27919.0;7700.0;05/06/2025;NORMAL;1858;APROVADA;371;17/06
1;2025-06-04;;Outro;;11856;27920.0;749.88;05/06/2025;NORMAL;1856;APROVADA;2011348;
1;2025-06-04;Materiais Para Obra Da Ampliacao Do Financeiro;Outro;;11857;27892.0;434.34;06/06/2025;ALTA;1856;APROVADA;;
14;2025-06-04;;Produto;Espelho 4mm lapidado + instalacao;11863;27980.0;1.0;09/06/2025;;1858;APROVADA;1506;17/06
1;2025-06-03;;Outro;;11816;27921.0;350.0;05/06/2025;NORMAL;1856;APROVADA;96;
8;2025-06-03;;Compra;;11834;28004.0;571.9;10/06/2025;ALTA;1856;APROVADA;;
19;2025-06-03;;Serviço;Substituicao de 02 lampadas e pintura area janela de visita motor.;11803;27913.0;850.0;05/06/2025;NORMAL;1858;APROVADA;45;13/06
23;2025-06-03;;Outro;;11815;27916.0;1004.7;05/06/2025;NORMAL;1856;APROVADA;15;
25;2025-06-03;;Outro;;11813;27917.0;1.0;05/06/2025; / CORRIMAO DE PAREDE ESCADA INTERNA;1858;APROVADA;2025;17/06
821;2025-06-03;;Serviço;Assistencia de obra do periodo de 11;11804;27912.0;6000.0;05/06/2025;NORMAL;1858;APROVADA;42;16/06
843;2025-06-03;;Outro;;11814;27914.0;280.0;05/06/2025;NORMAL;1856;APROVADA;97;
1;2025-06-02;;Compra;;11778;27834.0;3394.94;05/06/2025;ALTA;1856;APROVADA;;
1;2025-06-02;Bactericida De Ar Condicionado;Outro;;11779;;110.0;;NORMAL;1856;APROVADA;;
842;2025-06-02;;Outro;;11858;27978.0;1.0;09/06/2025; / PRODUCAO DE 01 MESA DE APOIO;1858;APROVADA;82;
842;2025-06-02;;Outro;;11886;27990.0;6250.0;09/06/2025;NORMAL;1856;APROVADA;17;
842;2025-06-02;;Produto;Couro mobilia;11902;28013.0;1005.48;10/06/2025;NORMAL;1858;APROVADA;425227;01/07
1;2025-05-30;;Outro;;11752;27824.0;754.0;02/06/2025;NORMAL;1856;APROVADA;5002;
1;2025-05-30;;Produto;Piso tarkett, massa autonivelante, massa de preparacao, chapa arremate;11755;27828.0;8653.69;02/06/2025;NORMAL;1858;APROVADA;622;30/06
1;2025-05-30;Atender O Chamado Do Trilogo;Outro;;11758;27881.0;62.69;06/06/2025;NORMAL;1856;APROVADA;;
1;2025-05-30;Materias Para Uso No Dia Dia;Outro;;11759;27894.0;200.52;05/06/2025;ALTA;1856;APROVADA;;
10;2025-05-30;;Serviço;Pintura de corredor de acesso, copa, parte da escadaria, vestiario e;11744;27822.0;1.0;02/06/2025; / REPARO DE ESTOFADOS DO PROVADOR E SALAO DA LOJA.;1858;APROVADA;187;10/06
13;2025-05-30;;Outro;;11737;27908.0;250.0;05/06/2025;NORMAL;1856;APROVADA;1139;
821;2025-05-30;;Outro;;11764;27910.0;13685.0;05/06/2025;NORMAL;1856;APROVADA;466;
821;2025-05-30;;Outro;;11765;27837.0;2593.16;02/06/2025;NORMAL;1856;APROVADA;381;
842;2025-05-30;;Outro;;11766;27840.0;6800.0;02/06/2025;NORMAL;1856;APROVADA;54;
842;2025-05-30;;Outro;;11768;27839.0;1200.0;02/06/2025;NORMAL;1856;APROVADA;57;
1;2025-05-29;Cadeira Para Atender O Chamado Do Trilogo;Outro;;11719;27974.0;342.0;30/06/2025;ALTA;1856;APROVADA;;
1;2025-05-29;Material Para O Dia A Dia Da Equipe De Manutencao;Outro;;11720;27805.0;120.0;30/05/2025;NORMAL;1856;APROVADA;;
11;2025-05-29;;Compra;;11726;27813.0;1169.1;09/06/2025;NORMAL;1856;APROVADA;;
25;2025-05-29;;Outro;;11727;27800.0;340.0;30/05/2025;NORMAL;1856;APROVADA;2025;09/06
1;2025-05-28;;Outro;;11698;27793.0;4200.0;30/05/2025;NORMAL;1858;APROVADA;19;09/06
842;2025-05-28;;Compra;;11701;27849.0;9564.3;09/06/2025;NORMAL;1858;APROVADA;;
842;2025-05-28;;Serviço;Acompanhamento e fiscalizacao da execucao de obras;11703;27794.0;20000.0;30/05/2025;NORMAL;1858;APROVADA;1080;09/06
842;2025-05-28;;Serviço;Planejamento de obras;11704;27796.0;9600.0;30/05/2025;NORMAL;1858;APROVADA;17;09/06
842;2025-05-28;;Serviço;Instalacao ar;11705;27797.0;15000.0;30/05/2025;NORMAL;1858;APROVADA;35;09/06
842;2025-05-28;;Serviço;Limpeza;11706;27798.0;4000.0;30/05/2025;NORMAL;1858;APROVADA;44;05/06
842;2025-05-28;;Serviço;Instalacao dreno de ar;11707;27799.0;2500.0;30/05/2025;NORMAL;1858;APROVADA;8;09/06
1;2025-05-27;;Outro;;11685;27742.0;800.0;27/05/2025;NORMAL;1856;APROVADA;2858;
25;2025-05-27;;Compra;Compra de 5 drivers e mao de obra para 3;11682;27741.0;1983.33;27/05/2025;NORMAL;1858;APROVADA;2025;09/06
27;2025-05-27;;Outro;;11729;27836.0;3457.99;02/06/2025;NORMAL;1856;ATENDIDA;348341;
842;2025-05-27;;Outro;;11683;27789.0;64753.5;30/05/2025;NORMAL;1856;ATENDIDA;63;
842;2025-05-27;;Serviço;Novas grelhas de ar condicionado provadores + grelha substituida na ra2 assim como planilha de servicos adicionais respectiva para programacao dos;11684;27792.0;12000.0;30/05/2025;NORMAL;1858;APROVADA;34;09/06
1;2025-05-26;;Serviço;Manutencao da mini caldeira;11657;27713.0;2930.0;26/05/2025;NORMAL;1858;APROVADA;799;
843;2025-05-26;;Outro;;11664;27740.0;2100.0;27/05/2025;NORMAL;1856;APROVADA;55;
1;2025-05-23;;Outro;;11617;27711.0;420.0;26/05/2025;NORMAL;1856;APROVADA;53;
1;2025-05-23;;Outro;;11631;27712.0;2590.0;26/05/2025;NORMAL;1856;ATENDIDA;66;
8;2025-05-23;;Serviço;Recarga dos extintores da loja.;11612;27669.0;750.0;23/05/2025;NORMAL;1858;APROVADA;2025;06/06
9;2025-05-23;;Serviço;Recarga dos extintores da loja.;11614;27670.0;1120.0;23/05/2025;NORMAL;1858;APROVADA;2025;06/06
9;2025-05-23;;Serviço;Troca de formica das bases dos mostruarios;11615;27707.0;1.0;26/05/2025; / TROCA FORMICA DAS FRENTES DAS GAVETAS BALCAO;1858;APROVADA;81;03/06
24;2025-05-23;;Serviço;Higienizacao no bebedouro da loja.;11644;27714.0;180.0;26/05/2025;NORMAL;1858;APROVADA;2025;12/06
25;2025-05-23;;Serviço;Reparo no sistema de irrigacao do jardim da loja.;11635;27715.0;390.0;26/05/2025;NORMAL;1858;APROVADA;2025;05/06
25;2025-05-23;Mangueria De Jardim;Outro;;11643;27877.0;225.0;04/06/2025;NORMAL;1856;APROVADA;;
607;2025-05-23;;Outro;;11616;27709.0;410.0;26/05/2025;NORMAL;1856;APROVADA;54;
607;2025-05-23;;Outro;;11618;27710.0;4700.0;26/05/2025;NORMAL;1856;ATENDIDA;67;
1;2025-05-22;;Outro;;11598;27668.0;2600.0;23/05/2025;NORMAL;1856;APROVADA;55;
1;2025-05-22;Melhorar O Sistema De Armazenamento Dos Rolos De Tecido No Estoque;Outro;;11609;27748.0;2031.0;03/06/2025;NORMAL;1856;APROVADA;;
1;2025-05-22;Atender O Chamado No Trilogo E Repor Estoque;Outro;;11610;27731.0;450.5;02/06/2025;NORMAL;1856;APROVADA;;
10;2025-05-22;;Compra;;11586;27898.0;266.56;05/06/2025;NORMAL;1856;APROVADA;;
13;2025-05-22;;Outro;;11584;27667.0;2440.0;23/05/2025;NORMAL;1856;APROVADA;40;
19;2025-05-22;Materiais Para Manutencao Do Jardim De Salvador;Outro;;11597;28002.0;826.31;10/06/2025;NORMAL;1856;APROVADA;;
831;2025-05-22;;Compra;;11607;;60.0;;NORMAL;1856;APROVADA;;
842;2025-05-22;;Serviço;7 revisoes de imagens em 3d (350,00 cada);11619;27708.0;2450.0;26/05/2025;NORMAL;1858;APROVADA;965;02/06
1;2025-05-21;;Compra;;11566;27604.0;6878.58;28/05/2025;ALTA;1856;ATENDIDA;;
1;2025-05-21;;Compra;;11573;27609.0;2198.0;28/05/2025;ALTA;1856;APROVADA;;
14;2025-05-21;;Outro;;11560;27612.0;1073.6;22/05/2025;NORMAL;1856;APROVADA;1498;
30;2025-05-21;;Serviço;Tratamento do piso apos evento;11570;27618.0;790.0;22/05/2025;NORMAL;1858;APROVADA;6312;05/06
821;2025-05-21;;Produto;Rejunte para o piso da obra.;11564;27613.0;946.34;22/05/2025;NORMAL;1858;ATENDIDA;146;09/06
821;2025-05-21;;Outro;;11565;27614.0;190.0;22/05/2025;NORMAL;1856;APROVADA;5081;
842;2025-05-21;;Outro;;11567;27615.0;10000.0;22/05/2025;NORMAL;1856;APROVADA;81;
842;2025-05-21;;Outro;;11568;27616.0;700.0;22/05/2025;NORMAL;1856;APROVADA;26;
1;2025-05-20;;Outro;;11520;27590.0;3000.0;21/05/2025;NORMAL;1856;ATENDIDA;901;
1;2025-05-20;;Compra;Compra de materiais realizada pela equipe de manutencao.;11522;27593.0;1464.38;21/05/2025;NORMAL;1858;APROVADA;6622;02/06
1;2025-05-20;;Outro;;11523;27598.0;570.0;21/05/2025;NORMAL;1856;APROVADA;11288;
1;2025-05-20;Compre De Um Compressor Solicitada Plo Nelsinho;Outro;;11530;27588.0;1400.0;21/05/2025;NORMAL;1856;ATENDIDA;;
1;2025-05-20;;Outro;;11545;27594.0;670.0;21/05/2025;NORMAL;1856;APROVADA;51;
24;2025-05-20;;Serviço;Tratamento de piso e rejunte.;11521;27589.0;550.0;21/05/2025;NORMAL;1858;APROVADA;19;30/05
25;2025-05-20;;Outro;;11527;27592.0;470.0;21/05/2025;NORMAL;1856;APROVADA;2025;
30;2025-05-20;;Serviço;Confeccao de cortinas;11524;27591.0;6215.18;21/05/2025;NORMAL;1858;APROVADA;462;30/05
402;2025-05-20;;Outro;;11544;27617.0;599.0;22/05/2025;NORMAL;1856;APROVADA;1497;02/06
607;2025-05-20;;Outro;;11546;27595.0;340.0;21/05/2025;NORMAL;1856;APROVADA;50;
821;2025-05-20;;Outro;;11548;27597.0;21412.89;21/05/2025;NORMAL;1856;ATENDIDA;22179;
841;2025-05-20;;Outro;;11547;27596.0;480.0;21/05/2025;NORMAL;1856;APROVADA;49;
8;2025-05-19;;Serviço;Raparo em lampada e fixacao da mesa do almoco;11506;27539.0;290.0;19/05/2025;NORMAL;1858;APROVADA;136;29/05
13;2025-05-19;;Compra;;11513;27611.0;889.61;30/05/2025;NORMAL;1856;ATENDIDA;;
25;2025-05-19;;Compra;;11496;27735.0;100.0;28/05/2025;NORMAL;1856;APROVADA;;
8;2025-05-16;;Serviço;Reposicao do vidro da bancada;11483;27530.0;787.0;19/05/2025;NORMAL;1858;APROVADA;191;30/05
8;2025-05-16;;Serviço;Remocao de 3 logos da fachada;11485;27535.0;1.0;19/05/2025; / SUBSTITUICAO DOS VIDROS EM QUE ESTAO OS LOGOS;1858;APROVADA;190;
30;2025-05-16;;Serviço;;11471;27527.0;1708.0;19/05/2025;NORMAL;1858;APROVADA;18600;29/05
30;2025-05-16;;Serviço;De lavanderia, lavagem das cortinas dos provadores.;11486;27536.0;2610.0;19/05/2025;NORMAL;1858;APROVADA;3076;02/06
28;2025-05-15;;Outro;;11447;27467.0;490.0;15/05/2025;NORMAL;1856;APROVADA;2673;
29;2025-05-15;;Outro;;11448;27468.0;490.0;15/05/2025;NORMAL;1856;APROVADA;2672;
30;2025-05-15;;Outro;;11450;27470.0;650.0;15/05/2025;NORMAL;1856;APROVADA;6542;
402;2025-05-15;;Outro;;11449;27469.0;2600.0;15/05/2025;NORMAL;1856;APROVADA;2674;
605;2025-05-15;;Compra;;11451;27477.0;1000.0;31/05/2025;ALTA;1856;APROVADA;;
821;2025-05-15;;Outro;;11458;27524.0;257612.42;19/05/2025;NORMAL;1856;ATENDIDA;2104;
842;2025-05-15;;Compra;;11465;27478.0;8936.16;16/05/2025;NORMAL;1856;ATENDIDA;6210;26/05
1;2025-05-14;Placas De Mdf P/ Para Manutencao No Setor Do Gobira;Outro;;11431;27516.0;995.6;21/05/2025;NORMAL;1856;APROVADA;;
1;2025-05-14;;Compra;;11433;27426.0;1085.0;19/05/2025;ALTA;1856;APROVADA;;
1;2025-05-14;;Serviço;;11434;27482.0;1800.0;16/05/2025;NORMAL;1858;APROVADA;6;21/05
13;2025-05-14;;Outro;;11410;27436.0;206.16;15/05/2025;NORMAL;1856;APROVADA;28810;
27;2025-05-14;Ajuste Do Contrato Emive;Outro;;11421;;293.0;;NORMAL;1856;APROVADA;;
821;2025-05-14;;Outro;;11440;27423.0;15430.17;14/05/2025;ALTA;1856;APROVADA;29;
821;2025-05-14;;Outro;;11441;27424.0;26795.99;14/05/2025;ALTA;1856;APROVADA;28;
1;2025-05-13;;Serviço;Mao de obra extra das instalacoes do acabamento dos telhados;11365;27384.0;2226.43;13/05/2025;NORMAL;1858;APROVADA;378;25/05
1;2025-05-13;;Compra;;11374;27610.0;40.8;22/05/2025;ALTA;1856;APROVADA;;
18;2025-05-13;;Serviço;Montagem estantes aco (noturno);11367;27390.0;1560.0;13/05/2025;NORMAL;1858;APROVADA;1207;26/05
19;2025-05-13;;Serviço;Substituicao de lampadas da loja;11381;27432.0;1080.0;15/05/2025;NORMAL;1858;APROVADA;44;23/05
607;2025-05-13;;Outro;;11364;27387.0;3280.0;13/05/2025;NORMAL;1856;APROVADA;47;
842;2025-05-13;;Outro;;11405;27519.0;663.9;19/05/2025;NORMAL;1856;APROVADA;1263;
842;2025-05-13;;Outro;;11406;27439.0;900.0;15/05/2025;NORMAL;1856;APROVADA;644147;
842;2025-05-13;;Serviço;Acompanhamento e fiscalizacao da execucao de obras de;11412;27479.0;1.0;16/05/2025; / ENGENHARIA, ARQUITETURA E URBANISMO.;1858;APROVADA;1061;26/05
842;2025-05-13;;Serviço;;11413;27480.0;9600.0;16/05/2025;NORMAL;1858;APROVADA;495;26/05
842;2025-05-13;;Serviço;;11414;27481.0;4800.0;16/05/2025;NORMAL;1858;APROVADA;496;26/05
1;2025-05-12;;Outro;;11320;27339.0;730.0;12/05/2025;NORMAL;1856;APROVADA;1007;
1;2025-05-12;;Outro;;11338;27383.0;5018.25;13/05/2025;NORMAL;1856;APROVADA;82630;
402;2025-05-12;;Outro;;11352;27385.0;6591.85;13/05/2025;NORMAL;1856;APROVADA;82670;
605;2025-05-12;;Outro;;11361;27386.0;2330.0;13/05/2025;NORMAL;1856;APROVADA;48;26/05
821;2025-05-12;;Produto;Materiais de construcao para a obra bravissima;11322;27342.0;4648.6;12/05/2025;NORMAL;1858;APROVADA;42685;26/05
