Empresa;Data;Situacao;Usuario;Solicitação;Nr_nf;Sku;Dt_Preventrega;Pedido;Ds_Prioridade;Ds_Compra;Vl_Solicitacao_Total;Cod_Ccusto;Obs_lin1;Obs_lin2;Obs_lin3;Obs_lin4
841;12/07/2024;APROVADA;1857;5898;;2105;15/07/2024;21422;NORMAL;REALIZADA;165.0;FACILITIES;NF 713 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5901;;2105;15/07/2024;21423;NORMAL;REALIZADA;4700.0;FACILITIES;NF 715 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5904;;2105;15/07/2024;21424;NORMAL;REALIZADA;220.0;FACILITIES;NF 714 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5906;;2105;15/07/2024;21425;NORMAL;REALIZADA;4620.14;FACILITIES;NF 716 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5913;;89677;16/07/2024;21435;NORMAL;REALIZADA;703.5;FACILITIES;NF 877 - BOLETO PARA 19/07;;;
402;12/07/2024;APROVADA;1857;5914;;525457;16/07/2024;21436;NORMAL;REALIZADA;608.34;FACILITIES;NF 16010 - BOLETO PARA 05/08;;;
1;12/07/2024;APROVADA;1856;5916;185.0;5013912;26/07/2024;21656;ALTA;PENDENTE;146.0;FACILITIES;SEGUIR EXATAMENTE O  MODLEO ENVIADO POR EMAIL;;;
821;15/07/2024;APROVADA;1857;5926;35620.0;5011547;16/07/2024;21469;NORMAL;REALIZADA;5617.11;FACILITIES;NF 35620 - BOLETO PARA 30/07;;;
28;13/07/2024;APROVADA;1857;5934;;623;16/07/2024;21449;NORMAL;REALIZADA;8293.0;FACILITIES;NF 3877 - DEPOSITO PARA 22/07;;;
29;15/07/2024;APROVADA;1857;5936;;623;16/07/2024;21450;NORMAL;REALIZADA;8293.0;FACILITIES;NF 3876 - DEPOSITO PARA 22/07;;;
402;15/07/2024;APROVADA;1857;5938;;2105;16/07/2024;21451;NORMAL;REALIZADA;176.0;FACILITIES;NF 718 - PAGAMENTO PARA 15/07;;;
1;16/07/2024;APROVADA;1856;5948;1830991.0;5005221;25/07/2024;21606;NORMAL;PENDENTE;5211.2;FACILITIES;;;;
23;16/07/2024;APROVADA;1856;5956;;4126;16/07/2024;21472;NORMAL;REALIZADA;3750.0;FACILITIES;NF 47 - PAGAMNETO PARA  22/07;;;
10;16/07/2024;APROVADA;1856;5965;;623;17/07/2024;21482;NORMAL;REALIZADA;5069.0;FACILITIES;NF 141 - VENCIMENTO 18/07/2024;;;
1;17/07/2024;APROVADA;1856;5969;1640.0;5013933;01/08/2024;21697;NORMAL;PENDENTE;337.08;FACILITIES;LINK COM O MODELO ENVIADO POR EMAIL;;;
19;17/07/2024;APROVADA;1857;5970;;623;17/07/2024;21502;NORMAL;REALIZADA;1900.0;FACILITIES;NF 77 - BOLETO PARA 30/07;;;
402;17/07/2024;APROVADA;1857;5972;1372.0;5004238;17/07/2024;21506;NORMAL;REALIZADA;235.0;FACILITIES;NF 1372 - VENCIMENTO PARA 26/07;;;
24;17/07/2024;APROVADA;1857;5973;;4126;19/07/2024;21528;NORMAL;REALIZADA;500.0;FACILITIES;NF 399 - DEPOSITO PARA 30/07;;;
25;17/07/2024;APROVADA;1857;5975;;4126;19/07/2024;21529;NORMAL;REALIZADA;650.0;FACILITIES;NF 400 - DEPOSITO PARA 30/07;;;
1;17/07/2024;APROVADA;1857;5978;;525457;19/07/2024;21543;NORMAL;REALIZADA;3000.0;FACILITIES;NF 2784 - DEPOSITO PARA 01/08;;;
402;17/07/2024;APROVADA;1857;5979;;525457;19/07/2024;21544;NORMAL;REALIZADA;2000.0;FACILITIES;NF 2785 - DEPOSITO PARA 01/08;;;
1;17/07/2024;APROVADA;1857;5982;;525457;19/07/2024;21549;NORMAL;REALIZADA;800.0;FACILITIES;NF 2786 - DEPOSITO PARA 01/08;;;
841;17/07/2024;APROVADA;1857;5983;;525457;19/07/2024;21557;NORMAL;REALIZADA;900.0;FACILITIES;NF 2787 - DEPOSITO PARA 01/08;;;
607;17/07/2024;APROVADA;1857;5984;;525457;19/07/2024;21556;NORMAL;REALIZADA;180.0;FACILITIES;NF 2788 - DEPOSITO PARA 01/08;;;
2;17/07/2024;APROVADA;1857;5986;;525457;19/07/2024;21546;NORMAL;REALIZADA;250.0;FACILITIES;NF 2789 - DEPOSITO PARA 01/08;;;
605;17/07/2024;APROVADA;1857;5987;;525457;19/07/2024;21553;NORMAL;REALIZADA;180.0;FACILITIES;NF 2790 - DEPOSITO PARA 01/08;;;
30;17/07/2024;APROVADA;1857;5988;;525457;19/07/2024;21548;NORMAL;REALIZADA;1100.0;FACILITIES;NF 2791 - DEPOSITO PARA 01/08;;;
14;17/07/2024;APROVADA;1857;5989;;525457;19/07/2024;21545;NORMAL;REALIZADA;270.0;FACILITIES;NF 2792 - BOLETO PARA 01/08;;;
5;17/07/2024;APROVADA;1857;5990;;525457;19/07/2024;21551;NORMAL;REALIZADA;500.0;FACILITIES;NF 2794 - DEPOSITO PARA 01/8;;;
23;17/07/2024;APROVADA;1857;5991;;525457;19/07/2024;21547;NORMAL;REALIZADA;400.0;FACILITIES;NF 2795 - DEPOSITO PARA 01/08;;;
1;17/07/2024;APROVADA;1857;5997;2297.0;5005138;19/07/2024;21530;NORMAL;REALIZADA;350.0;FACILITIES;NF 2297 - BOLETO PARA 25/07;;;
1;17/07/2024;APROVADA;1857;5999;;525457;19/07/2024;21531;NORMAL;REALIZADA;998.16;FACILITIES;NF 8210 - BOLETO PARA 12/08;;;
2;17/07/2024;APROVADA;1857;6001;;534711;19/07/2024;21534;NORMAL;REALIZADA;470.0;FACILITIES;NF 34 - BOLETO PARA 30/07;;;
841;17/07/2024;APROVADA;1857;6002;;534711;19/07/2024;21535;NORMAL;REALIZADA;250.0;FACILITIES;NF 35 - BOLETO PARA 30/07;;;
1;17/07/2024;APROVADA;1857;6003;;534711;19/07/2024;21536;NORMAL;REALIZADA;950.0;FACILITIES;NF 36 - BOLETO PARA 30/07;;;
23;17/07/2024;APROVADA;1857;6010;;525457;19/07/2024;21532;NORMAL;REALIZADA;700.0;FACILITIES;NF 3 - DEPOSITO VIA PIX PARA 26/07;;;
13;17/07/2024;APROVADA;1857;6012;2178.0;5004238;19/07/2024;21538;NORMAL;REALIZADA;1997.0;FACILITIES;NF 2178 - DEPOSITO PARA 24/07;;;
11;18/07/2024;APROVADA;1857;6017;;525457;19/07/2024;21539;NORMAL;REALIZADA;2900.0;FACILITIES;NF 25 - DEPOSITO VIA PIX PARA 24/07;;;
821;18/07/2024;APROVADA;1857;6021;;705;19/07/2024;21540;NORMAL;REALIZADA;109.4;FACILITIES;NF 4784 - BOLETO PARA 24/07;;;
821;18/07/2024;APROVADA;1857;6026;35921.0;5013946;19/07/2024;21542;NORMAL;REALIZADA;155.5;403070000;NF 35921 - BOLETO PARA 07/08;;;
19;18/07/2024;APROVADA;1856;6027;670.0;5011747;26/07/2024;21649;NORMAL;PENDENTE;265.0;FACILITIES;LINK DO MATERIAL ENIVADO POR EMAIL;;;
11;18/07/2024;APROVADA;1857;6029;;534711;19/07/2024;21541;NORMAL;REALIZADA;3500.0;FACILITIES;NF 231 - DEPOSITO VIA PIX PARA 31/07;;;
1;18/07/2024;APROVADA;1856;6030;121452.0;5008492;24/07/2024;21622;NORMAL;PENDENTE;430.36;FACILITIES;SEGUIR O EMAIL;;;
1;19/07/2024;APROVADA;1856;6036;21141.0;5004508;23/07/2024;21617;NORMAL;PENDENTE;108.0;FACILITIES;LINK DO MODELO ENVIADO POR EMAIL;;;
1;19/07/2024;APROVADA;1857;6037;171.0;726896;22/07/2024;21571;NORMAL;REALIZADA;5280.0;FACILITIES;NF 171 - DEPOSITO PARA 26/07;;;
1;19/07/2024;APROVADA;1857;6040;1823858.0;5006241;22/07/2024;21580;NORMAL;REALIZADA;436.0;FACILITIES;NF 1823858 - VENCIMENTO PARA 16/08;;;
13;19/07/2024;APROVADA;1857;6042;;4126;22/07/2024;21572;NORMAL;REALIZADA;210.0;FACILITIES;NF 308 - DEPOSITO PARA 05/08;;;
1;19/07/2024;APROVADA;1856;6045;43.0;181627;29/07/2024;21644;ALTA;PENDENTE;10696.28;FACILITIES;SEGUIR EXATAMENETE A DESCRICAO ENVIADA NO EMAIL;;;
1;19/07/2024;APROVADA;1857;6046;585.0;5008861;22/07/2024;21570;NORMAL;REALIZADA;1460.0;FACILITIES;NF 585 - VENCIMENTO PARA 26/07;;;
13;22/07/2024;APROVADA;1857;6050;;623;22/07/2024;21589;NORMAL;REALIZADA;900.0;FACILITIES;NF 19 - DEPOSITO PARA 02/08;;;
841;22/07/2024;APROVADA;1857;6053;;623;26/07/2024;21657;NORMAL;REALIZADA;11715.0;FACILITIES;NF 89 - FORMA DE PAGAMENTO DESCRITA EM EMAIL.;;;
1;22/07/2024;APROVADA;1857;6054;51788.0;5006122;23/07/2024;21608;NORMAL;REALIZADA;856.0;FACILITIES;NF 51788 - BOLETO PARA 17/08;;;
1;22/07/2024;APROVADA;1857;6060;51790.0;5005778;23/07/2024;21602;NORMAL;REALIZADA;975.0;FACILITIES;NF 51790 - BOLETO PARA 17/08;;;
1;22/07/2024;APROVADA;1857;6061;;525457;23/07/2024;21609;NORMAL;REALIZADA;1169.24;FACILITIES;NF 72337 - BOLETO PARA 25/07;;;
23;22/07/2024;APROVADA;1856;6067;;623;23/07/2024;21604;NORMAL;REALIZADA;1.0;FACILITIES;NF 49 - PAGAMENTO PARA 29/07/2024;;;
1;23/07/2024;APROVADA;1856;6068;;692553;23/07/2024;21603;NORMAL;REALIZADA;1869.6;FACILITIES;NF 484134 - VENCIMENTO 24/07/2024;;;
1;23/07/2024;APROVADA;1856;6072;;727276;05/08/2024;21637;ALTA;PENDENTE;7928.16;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;23/07/2024;APROVADA;1856;6078;6972.0;5007818;09/08/2024;21740;NORMAL;PENDENTE;3240.0;FACILITIES;;;;
23;24/07/2024;APROVADA;1857;6083;;4126;26/07/2024;21658;NORMAL;REALIZADA;250.0;FACILITIES;NF 178 - DEPOSITO PARA 02/08;;;
605;24/07/2024;APROVADA;1857;6084;;4126;25/07/2024;21633;NORMAL;REALIZADA;110.38;FACILITIES;NF 30053 - BOLETO PARA 05/08;;;
607;24/07/2024;APROVADA;1857;6085;;4126;26/07/2024;21661;NORMAL;REALIZADA;110.0;FACILITIES;NF 30090 - BOLETO PARA 05/08;;;
30;24/07/2024;APROVADA;1857;6086;;4126;26/07/2024;21660;NORMAL;REALIZADA;696.0;FACILITIES;NF 30107 - BOLETO PARA 05/08;;;
14;24/07/2024;APROVADA;1857;6087;;4126;26/07/2024;21662;NORMAL;REALIZADA;110.38;FACILITIES;NF 29953 - BOLETO PARA 05/08;;;
2;24/07/2024;APROVADA;1857;6088;;4126;26/07/2024;21663;NORMAL;REALIZADA;165.57;FACILITIES;NF 30054 - BOLETO PARA 05/08;;;
1;24/07/2024;APROVADA;1857;6090;443031.0;5003540;21/08/2024;21639;NORMAL;PENDENTE;3041.72;FACILITIES;SEGUIR COMPRA CONFORME DESCRITO NO EMAIL.;;;
18;24/07/2024;APROVADA;1857;6093;;534711;26/07/2024;21659;NORMAL;REALIZADA;1000.0;FACILITIES;NF 4 - DEPOSITO VIA PIX PARA 02/08;;;
1;24/07/2024;APROVADA;1856;6104;507326.0;5005907;06/08/2024;21808;NORMAL;PENDENTE;1500.0;FACILITIES;O MATERIAL PRECISA SER DA MARCA DECA, CONFORME ENVIADO POR EMAIL;;;
1;25/07/2024;APROVADA;1857;6115;;5000144;01/08/2024;21739;NORMAL;PENDENTE;54.24;FACILITIES;SEGUIR A COMPRA CONFORME DESCRITO NO EMAIL.;;;
10;25/07/2024;APROVADA;1856;6118;;534711;29/07/2024;21690;NORMAL;REALIZADA;1165.0;FACILITIES;NF 142 VENCIMENTO 29/07/2024;;;
1;25/07/2024;APROVADA;1856;6122;41048.0;5000097;02/08/2024;21755;NORMAL;PENDENTE;118.52;FACILITIES;;;;
1;25/07/2024;APROVADA;1857;6123;;7527;29/07/2024;21693;NORMAL;REALIZADA;3744.0;FACILITIES;NF 1750 - BOLETO PARA 30/07;;;
19;25/07/2024;APROVADA;1857;6128;20244880.0;574710;29/07/2024;21694;NORMAL;REALIZADA;315.0;FACILITIES;NF 4880 - BOLETO PARA 09/08;;;
5;26/07/2024;APROVADA;1857;6135;;4126;29/07/2024;21691;NORMAL;REALIZADA;100.0;FACILITIES;NF 3963 - BOLETO PARA 01/08;;;
5;26/07/2024;APROVADA;1857;6136;;4126;29/07/2024;21692;NORMAL;REALIZADA;100.0;FACILITIES;NF 4002 - BOLETO PARA 01/08;;;
841;29/07/2024;APROVADA;1857;6161;1377.0;681603;05/08/2024;21769;NORMAL;REALIZADA;13750.0;FACILITIES;NF 1377 - DEPOSITO PARA 14/08;;;
11;29/07/2024;APROVADA;1857;6166;2801.0;5001679;30/07/2024;21696;NORMAL;REALIZADA;570.0;FACILITIES;2801 - BOLETO PARA 16/08;;;
1;29/07/2024;APROVADA;1857;6167;;525457;30/07/2024;21695;NORMAL;REALIZADA;240.0;FACILITIES;NF26 - DEPOSITO PARA 07/08;;;
9;30/07/2024;APROVADA;1856;6192;183822.0;5003591;01/08/2024;21746;NORMAL;REALIZADA;23.44;FACILITIES;NF 183822 - PAGAMENTO PARA  05/08/2024;;;
13;31/07/2024;APROVADA;1857;6203;2179.0;5007517;05/08/2024;21771;NORMAL;REALIZADA;1649.0;FACILITIES;NF 2179 - DEPOSITO PARA 09/08;;;
1;31/07/2024;APROVADA;1857;6205;18224.0;5009081;05/08/2024;21765;NORMAL;REALIZADA;3000.0;FACILITIES;NF 18224 - BOLETO PARA 23/08;;;
1;31/07/2024;APROVADA;1856;6212;25557.0;5013986;08/08/2024;21887;NORMAL;PENDENTE;284.5;FACILITIES;MODELO PADRAO ENVIADO POR EMAIL;;;
25;31/07/2024;APROVADA;1857;6221;;525457;05/08/2024;21773;NORMAL;REALIZADA;600.0;FACILITIES;NF 14 - DEPOSITO PARA 15/08;;;
821;31/07/2024;APROVADA;1857;6222;41477.0;5003614;09/08/2024;21926;NORMAL;REALIZADA;16444.58;403070000;NF 41477 - BOLETO PARA 27/08;;;
28;31/07/2024;APROVADA;1856;6227;;623;01/08/2024;21748;NORMAL;REALIZADA;8293.0;FACILITIES;NF 3892 - PAGAMENTO PARA 05/08/2024;;;
607;31/07/2024;APROVADA;1856;6232;;525457;05/08/2024;21780;NORMAL;REALIZADA;500.0;FACILITIES;NF 210 - PAGAMENTO PARA 13/08;;;
2;31/07/2024;APROVADA;1856;6236;;525457;05/08/2024;21781;NORMAL;REALIZADA;500.0;FACILITIES;NF 209 - 13/08/2024;;;
30;31/07/2024;APROVADA;1856;6238;;534711;05/08/2024;21782;NORMAL;REALIZADA;600.0;FACILITIES;NF 206 - PAGAMENTO PARA 13/08/2024;;;
1;01/08/2024;APROVADA;1857;6255;8350.0;5006794;06/08/2024;21840;NORMAL;PENDENTE;3300.0;FACILITIES;SEGUIR CONFORME O EMAIL.;;;
9;01/08/2024;APROVADA;1857;6256;2840.0;5011889;02/08/2024;21749;NORMAL;REALIZADA;140.0;FACILITIES;NF 2840 - BOLETO PARA 08/08;;;
8;01/08/2024;APROVADA;1857;6257;;534711;05/08/2024;21795;NORMAL;REALIZADA;890.0;FACILITIES;NF 38 - DEPOSITO PARA 15/08;;;
9;01/08/2024;APROVADA;1857;6258;;534711;05/08/2024;21785;NORMAL;REALIZADA;450.0;FACILITIES;NF 39 - DEPOSITO PARA 15/08;;;
18;01/08/2024;APROVADA;1857;6261;287772.0;5006753;14/08/2024;22031;ALTA;PENDENTE;88.87;FACILITIES;SEGUIR CONFORME O EMAIL.;;;
29;02/08/2024;APROVADA;1856;6290;;525457;05/08/2024;21790;NORMAL;REALIZADA;250.0;FACILITIES;NF 738 - VENCIMENTO 10/08/2024;;;
1;02/08/2024;APROVADA;1856;6291;;525457;05/08/2024;21775;NORMAL;REALIZADA;250.0;FACILITIES;NF 739 - VENCIMENTO 10/08/2024;;;
1;02/08/2024;APROVADA;1851;6294;583339.0;5000005;20/08/2024;22168;NORMAL;PENDENTE;13577.52;FACILITIES;;;;
10;02/08/2024;APROVADA;1856;6295;;4126;05/08/2024;21788;NORMAL;REALIZADA;600.0;FACILITIES;NF 12 -  PAGAMENTO PARA 16/08/2024;;;
10;02/08/2024;APROVADA;1856;6296;;4126;05/08/2024;21789;NORMAL;REALIZADA;600.0;FACILITIES;NF 13 - PAGAMENTO PARA 16/08/2024;;;
1;02/08/2024;APROVADA;1856;6304;58998.0;5012225;15/08/2024;21910;NORMAL;PENDENTE;881.54;FACILITIES;;;;
25;05/08/2024;APROVADA;1856;6310;;2105;;;NORMAL;REALIZADA;292.2;FACILITIES;NF 207870 - VENCIMENTO 07/08/2024;;;
30;05/08/2024;APROVADA;1857;6320;7767.0;5012002;08/08/2024;21875;NORMAL;REALIZADA;129.96;FACILITIES;NF 7767 - PAGAMENTO JA REALIZADO;;;
30;05/08/2024;APROVADA;1857;6322;7800.0;5011975;08/08/2024;21876;NORMAL;REALIZADA;1244.65;FACILITIES;NF 7800 - PAGAMENTO JA REALIZADO;;;
1;05/08/2024;APROVADA;1851;6323;296826.0;5000018;14/08/2024;21852;NORMAL;PENDENTE;9864.24;FACILITIES;;;;
1;05/08/2024;APROVADA;1857;6324;33761.0;5014005;16/08/2024;21949;NORMAL;PENDENTE;2200.0;FACILITIES;SEGUIR CONFORME O EMAIL;;;
19;05/08/2024;APROVADA;1857;6325;;4126;05/08/2024;21798;NORMAL;REALIZADA;150.0;FACILITIES;NF 21371 - BOLETO PARA 12/08;;;
25;05/08/2024;APROVADA;1857;6327;;2105;12/08/2024;21938;NORMAL;REALIZADA;292.02;FACILITIES;NF 240642;;;
1;05/08/2024;APROVADA;1851;6330;762772.0;5004655;14/08/2024;21855;NORMAL;PENDENTE;3630.62;FACILITIES;;;;
30;05/08/2024;APROVADA;1856;6337;;534711;05/08/2024;21792;NORMAL;REALIZADA;9900.0;FACILITIES;NF 6552 - VENCIMENTO 07/08;;;
1;05/08/2024;APROVADA;1857;6339;760.0;5014047;06/08/2024;21815;NORMAL;REALIZADA;794.27;FACILITIES;NF 760 - DEPOSITO PARA 15/08;;;
25;05/08/2024;APROVADA;1857;6342;;2105;05/08/2024;21783;NORMAL;REALIZADA;6370.87;FACILITIES;NF 2571 - BOLETO PARA 15/08;;;
9;05/08/2024;APROVADA;1857;6343;;2105;05/08/2024;21796;NORMAL;REALIZADA;334.3;FACILITIES;NF 105673 - BOLETO PARA 10/08;;;
25;05/08/2024;APROVADA;1857;6345;;623;06/08/2024;21823;NORMAL;REALIZADA;875.0;FACILITIES;NF 15 - PAGAMENTO PARA 01/09;;;
11;05/08/2024;APROVADA;1857;6346;;623;05/08/2024;21793;NORMAL;REALIZADA;430.0;FACILITIES;NF 2056 - DEPOSITO PARA 18/08;;;
25;05/08/2024;APROVADA;1857;6349;;623;06/08/2024;21819;NORMAL;REALIZADA;1311.11;FACILITIES;NF 21 - DEPOSITO PARA 16/08;;;
18;05/08/2024;APROVADA;1857;6357;;525457;09/08/2024;21933;NORMAL;REALIZADA;467.86;FACILITIES;NF 1120 - DEPOSITO PARA 26/08;;;
821;06/08/2024;APROVADA;1856;6373;;89677;06/08/2024;21831;NORMAL;REALIZADA;6000.0;403070000;NF 29-E - PAGAMENTO PARA 12/08;;;
821;06/08/2024;APROVADA;1856;6374;;5785;06/08/2024;21832;NORMAL;REALIZADA;2500.0;403070000;NF 12359/A1 - VENCIMENTO 16/08/2024;;;
8;06/08/2024;APROVADA;1856;6375;;4126;06/08/2024;21841;NORMAL;REALIZADA;380.0;FACILITIES;NF 951 - PAGAMENTO PARA 19/08;;;
9;06/08/2024;APROVADA;1856;6376;;4126;07/08/2024;21854;NORMAL;REALIZADA;880.0;FACILITIES;NF 952 - PAGAMENTO PARA 19/08;;;
1;06/08/2024;APROVADA;1856;6381;21607.0;5012582;16/08/2024;22087;NORMAL;PENDENTE;370.92;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;06/08/2024;APROVADA;1851;6384;62628.0;5000035;14/08/2024;22040;NORMAL;PENDENTE;555.5;FACILITIES;OBS A BETE SOLICITA PAO DE QUEIJO PACOTE 1KG DOS PEQUENOS;;;
10;07/08/2024;APROVADA;1856;6391;;534711;07/08/2024;21850;NORMAL;REALIZADA;1700.0;FACILITIES;NF 1 - PAGAMENTO PARA 16/08/2024;;;
1;07/08/2024;APROVADA;1857;6394;863.0;5001339;09/08/2024;21930;NORMAL;REALIZADA;80.4;FACILITIES;NF 863 - BOLETO PARA 15/08;;;
25;07/08/2024;APROVADA;1857;6395;;181844;09/08/2024;21925;NORMAL;REALIZADA;1614.69;FACILITIES;NF 145 - BOLETO PARA 01/09;;;
1;07/08/2024;APROVADA;1857;6398;;525457;09/08/2024;21934;NORMAL;REALIZADA;703.5;FACILITIES;NF 891 - BOLETO PARA 20/08;;;
30;07/08/2024;APROVADA;1856;6399;2021.0;5014051;08/08/2024;21874;NORMAL;REALIZADA;537.82;403010000;;;;
607;07/08/2024;APROVADA;1857;6409;;534711;13/08/2024;21993;NORMAL;REALIZADA;450.0;FACILITIES;NF 38 - BOLETO PARA 21/08;;;
841;07/08/2024;APROVADA;1857;6410;;534711;13/08/2024;21991;NORMAL;REALIZADA;390.0;FACILITIES;NF 39 - BOLETO PARA 21/08;;;
14;07/08/2024;APROVADA;1857;6411;;534711;13/08/2024;21992;NORMAL;REALIZADA;590.0;FACILITIES;NF 40 - BOLETO PARA 21/08;;;
1;08/08/2024;ATENDIDA;1856;6418;842985.0;728536;12/08/2024;21951;NORMAL;REALIZADA;7526.08;FACILITIES;NF 842985 - PAGAMENTO JA  REALIZADO;;;
1;08/08/2024;APROVADA;1857;6419;9024.0;5012722;12/08/2024;21953;NORMAL;REALIZADA;200.0;FACILITIES;NF 8298 - DEPOSITO PARA 27/08;;;
30;08/08/2024;APROVADA;1857;6420;8286.0;5012722;13/08/2024;21990;NORMAL;REALIZADA;200.0;FACILITIES;NF 8286 - DEPOSITO PARA 27/08;;;
821;08/08/2024;APROVADA;1856;6425;;181844;09/08/2024;21921;NORMAL;REALIZADA;50000.0;403070000;NF 126 - A1 - VENCIMENTO 30/08/2024;;;
821;08/08/2024;APROVADA;1856;6426;;181844;09/08/2024;21920;NORMAL;REALIZADA;9500.0;403070000;NF 125/A1 - VENCIMENTO 15/08/2024;;;
1;08/08/2024;APROVADA;1857;6429;;5785;09/08/2024;21906;NORMAL;REALIZADA;1422.0;FACILITIES;NF 33393 - BOLETO PARA 15/08;;;
402;08/08/2024;APROVADA;1857;6430;;5785;09/08/2024;21907;NORMAL;REALIZADA;1269.6;FACILITIES;NF 33389 - BOLETO PARA 15/08;;;
841;08/08/2024;APROVADA;1857;6432;;2105;12/08/2024;21946;NORMAL;REALIZADA;165.0;FACILITIES;NF 720 - BOLETO PARA 15/08;;;
1;08/08/2024;APROVADA;1857;6433;;2105;12/08/2024;21942;NORMAL;REALIZADA;220.0;FACILITIES;NF 721 - BOLETO PARA 15/08;;;
1;08/08/2024;APROVADA;1857;6434;;2105;12/08/2024;21943;NORMAL;REALIZADA;4700.0;FACILITIES;NF 722 - BOLETO PARA 15/08;;;
402;08/08/2024;APROVADA;1857;6435;;2105;12/08/2024;21945;NORMAL;REALIZADA;176.0;FACILITIES;NF 723 - BOLETO PARA 15/08;;;
1;08/08/2024;APROVADA;1857;6437;;2105;12/08/2024;21944;NORMAL;REALIZADA;4880.05;FACILITIES;NF 724 - BOLETO PARA 15/08;;;
1;08/08/2024;APROVADA;1857;6438;;692553;13/08/2024;21999;NORMAL;REALIZADA;1200.0;FACILITIES;NF 5866 - BOLETO PARA 06/09;;;
1;08/08/2024;APROVADA;1857;6440;2329.0;5014058;12/08/2024;21952;NORMAL;REALIZADA;4750.0;FACILITIES;NF 2329 - BOLETO PARA 18/08;;;
30;08/08/2024;ATENDIDA;1857;6442;1849.0;728541;12/08/2024;21971;NORMAL;REALIZADA;9708.72;FACILITIES;NF 1849 - PAGAMENTO JA REALIZADO;;;
1;08/08/2024;APROVADA;1856;6447;1841025.0;5007267;16/08/2024;21996;ALTA;PENDENTE;1341.88;FACILITIES;;;;
402;09/08/2024;APROVADA;1857;6451;;525457;12/08/2024;21941;NORMAL;REALIZADA;420.0;FACILITIES;NF 16084 -BOLETO PARA 15/08;;;
13;12/08/2024;APROVADA;1856;6467;4309.0;5006271;12/08/2024;21947;NORMAL;REALIZADA;3110.0;FACILITIES;NF 4309 - PAGAMENTO PARA 16/08/2024;;;
1;12/08/2024;APROVADA;1857;6468;1927.0;5010387;12/08/2024;21958;NORMAL;REALIZADA;2400.0;FACILITIES;NF 1927 - BOLETO PARA 15/08;;;
24;12/08/2024;APROVADA;1857;6483;;525457;12/08/2024;21975;NORMAL;REALIZADA;850.0;FACILITIES;NF 34 - DEPOSITO PARA 19/08;;;
402;12/08/2024;APROVADA;1857;6489;2683.0;728649;13/08/2024;21998;NORMAL;REALIZADA;4563.0;FACILITIES;NF 2683 - BOLETO PARA 09/09;;;
19;12/08/2024;APROVADA;1857;6491;;525457;13/08/2024;21984;NORMAL;REALIZADA;550.0;FACILITIES;NF 29 - DEPOSITO PARA 19/08;;;
24;13/08/2024;APROVADA;1856;6518;1254.0;5012551;16/08/2024;22088;NORMAL;PENDENTE;505.67;FACILITIES;SEGUIR COMPRA COM O MESMO FORNECEDOR;;;
605;13/08/2024;APROVADA;1856;6519;1919637.0;5005462;16/08/2024;22082;NORMAL;PENDENTE;446.96;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
23;13/08/2024;APROVADA;1856;6524;;4126;15/08/2024;22057;ALTA;REALIZADA;300.0;FACILITIES;NF 181 - PAGAMENTO PARA 16/08/2024;;;
10;14/08/2024;APROVADA;1856;6525;2355359.0;5000322;21/08/2024;22173;NORMAL;PENDENTE;111.65;FACILITIES;O GERENTE A LOJA ENVIOU A FOTO DO MATERIAL NO EMAIL;;;
25;14/08/2024;APROVADA;1857;6529;55723.0;5009015;16/08/2024;22062;NORMAL;REALIZADA;337.48;FACILITIES;NF 55723 - BOLETO PARA 02/09;;;
25;14/08/2024;APROVADA;1857;6532;;623;19/08/2024;22107;NORMAL;REALIZADA;250.0;FACILITIES;NF 51 - DEPOSITO PARA 27/08;;;
402;14/08/2024;APROVADA;1857;6534;;525457;19/08/2024;22108;NORMAL;REALIZADA;608.34;FACILITIES;NF 16129 - BOLETO PARA 05/09;;;
841;14/08/2024;APROVADA;1857;6537;;4126;15/08/2024;22060;NORMAL;REALIZADA;1050.0;FACILITIES;NF 227 - BOLETO PARA 30/08;;;
1;14/08/2024;APROVADA;1857;6538;;525457;15/08/2024;22061;NORMAL;REALIZADA;1169.24;FACILITIES;NF 73163 - BOLETO PARA 25/08;;;
10;14/08/2024;APROVADA;1857;6544;;525457;19/08/2024;22119;NORMAL;REALIZADA;880.0;FACILITIES;NF 24294 - BOLETO PARA 29/08;;;
10;14/08/2024;APROVADA;1857;6546;9632.0;5014068;19/08/2024;22120;NORMAL;REALIZADA;1952.0;FACILITIES;NF 9632 - BOLETO PARA 29/08;;;
13;14/08/2024;ATENDIDA;1856;6548;20171.0;665041;26/08/2024;22165;ALTA;PENDENTE;1577.93;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
19;14/08/2024;APROVADA;1857;6549;;525457;15/08/2024;22063;NORMAL;REALIZADA;1050.0;FACILITIES;NF 1190 - DEPOSITO PARA 21/08;;;
